Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%)
87281,-0.78,0.00,14.70,8,0.26,784,0.00,0.00,13.84,16,9.88,10.50,133,4.93,-9.71,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
87377,-0.78,0.00,14.81,8,0.26,793,0.00,0.00,13.84,16,9.88,9.50,133,4.93,-9.71,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
87473,-0.78,0.00,14.81,8,0.25,794,0.00,0.00,13.84,16,9.88,11.00,133,4.93,-9.73,3.34,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
87569,-0.78,0.00,14.70,8,0.25,800,0.00,0.00,13.84,16,9.88,9.00,133,4.93,-9.73,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
87664,-2.34,0.00,14.70,8,0.25,798,0.00,0.00,13.84,16,9.88,9.50,133,4.93,-9.73,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
87761,-1.56,0.00,14.36,8,0.25,791,0.00,0.00,13.84,16,9.88,10.00,133,4.93,-9.73,3.33,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
87856,-1.56,0.00,14.47,8,0.26,776,0.00,0.00,13.84,16,9.88,11.50,133,4.93,-9.71,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
87952,-1.56,0.00,14.70,8,0.26,790,0.00,0.00,13.84,16,9.88,10.50,133,4.93,-9.69,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
88049,-1.56,0.00,14.47,8,0.26,793,0.00,0.00,13.84,16,9.88,9.50,133,5.08,-9.73,3.34,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
88144,-1.56,0.00,14.36,8,0.26,775,0.00,0.00,13.84,16,9.88,10.50,133,4.93,-9.67,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
88239,-1.56,0.00,14.47,8,0.26,792,0.00,0.00,13.84,16,9.88,9.50,133,5.08,-9.71,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
88335,-0.78,0.00,14.70,8,0.25,793,0.00,0.00,13.84,16,9.88,9.50,133,5.08,-9.71,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,33.4,11.8
88431,-1.56,0.00,14.81,8,0.26,777,0.00,0.00,13.84,16,9.88,11.00,133,4.93,-9.69,3.34,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
88527,-0.78,0.00,14.81,8,0.26,794,0.00,0.00,13.84,16,9.88,11.50,133,5.08,-9.69,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
88624,-1.56,0.00,14.59,8,0.26,798,0.00,0.00,13.84,16,9.88,9.50,133,5.08,-9.67,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
88720,-1.56,0.00,14.70,8,0.25,802,0.00,0.00,13.84,16,9.88,8.00,133,5.08,-9.69,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
88815,-1.56,0.00,14.47,8,0.25,800,0.00,0.00,13.84,16,9.88,8.50,133,5.08,-9.71,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
88911,-1.56,0.00,14.70,8,0.26,786,0.00,0.00,13.84,16,9.88,10.50,133,5.08,-9.67,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
89006,-1.56,0.00,14.70,8,0.26,773,0.00,0.00,13.84,16,9.88,11.50,133,5.08,-9.69,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
89103,-0.78,0.00,14.59,8,0.26,788,0.00,0.00,13.84,16,9.88,9.50,133,5.08,-9.67,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
89198,-0.78,0.00,14.81,8,0.26,781,0.00,0.00,13.84,16,9.88,10.50,133,5.08,-9.67,3.34,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
89294,-0.78,0.00,14.81,8,0.26,785,0.00,0.00,13.84,16,9.88,10.00,133,5.08,-9.65,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
89390,-0.78,0.00,14.81,8,0.25,778,0.00,0.00,13.84,16,9.88,8.00,133,5.08,-9.65,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
89487,-1.56,0.00,14.81,8,0.26,784,0.00,0.00,13.84,16,9.88,10.00,133,5.08,-9.67,3.33,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
89582,-1.56,0.00,14.70,8,0.25,799,0.00,0.00,13.84,16,9.88,8.50,133,5.08,-9.71,3.34,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
89678,-1.56,0.00,14.59,8,0.26,791,0.00,0.00,13.84,16,9.88,9.50,133,5.08,-9.69,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
89774,-2.34,0.00,14.47,8,0.26,785,0.00,0.00,13.84,16,9.88,12.50,133,4.93,-9.67,3.33,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
89870,-1.56,0.00,14.47,8,0.26,778,0.00,0.00,13.84,16,9.88,10.50,133,5.08,-9.67,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
89966,-2.34,0.00,14.36,8,0.26,761,0.00,0.00,13.84,16,9.88,9.00,133,5.08,-9.65,3.39,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
90062,-2.34,0.00,14.59,8,0.25,796,0.00,0.00,13.84,16,9.88,8.00,133,5.08,-9.65,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
90157,-1.56,0.00,14.47,8,0.25,801,0.00,0.00,13.84,16,9.88,8.50,133,5.08,-9.69,3.34,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
90254,-2.34,0.00,14.70,8,0.25,790,0.00,0.00,13.84,16,9.88,10.50,133,5.08,-9.67,3.34,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
90349,-2.34,0.00,14.36,8,0.25,793,0.00,0.00,13.84,16,9.88,9.00,133,5.08,-9.67,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
90445,-1.56,0.00,14.36,8,0.26,781,0.00,0.00,13.84,16,9.88,8.00,133,5.08,-9.69,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
90541,-2.34,0.00,14.59,8,0.27,786,0.00,0.00,13.84,16,9.88,9.50,133,4.93,-9.67,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
90637,-0.78,0.00,14.70,8,0.26,770,0.00,0.00,13.84,16,9.88,10.00,133,5.08,-9.65,3.39,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
90733,-1.56,0.00,14.93,8,0.26,788,0.00,0.00,13.84,16,9.88,10.50,133,5.08,-9.65,3.39,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
90829,-2.34,0.00,14.70,8,0.25,795,0.00,0.00,13.84,16,9.88,9.50,133,5.08,-9.67,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
90925,-1.56,0.00,14.59,8,0.25,806,0.00,0.00,13.84,16,9.88,7.50,133,5.08,-9.69,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
91021,-2.34,0.00,14.59,8,0.25,802,0.00,0.00,13.84,16,9.88,9.00,133,5.08,-9.67,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
91117,-1.56,0.00,14.47,8,0.25,802,0.00,0.00,13.84,16,9.88,8.00,133,5.08,-9.69,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
91213,-1.56,0.00,14.36,8,0.25,797,0.00,0.00,13.84,16,9.88,9.00,133,4.93,-9.69,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
91308,-2.34,0.00,14.59,8,0.25,788,0.00,0.00,13.84,16,9.88,9.50,133,5.08,-9.67,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
91405,-1.56,0.00,14.70,8,0.25,803,0.00,0.00,13.84,16,9.88,10.50,133,5.08,-9.71,3.39,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
91501,-1.56,0.00,14.70,8,0.26,790,0.00,0.00,13.84,16,9.88,9.50,133,5.08,-9.67,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
91597,-1.56,0.00,14.93,8,0.26,794,0.00,0.00,13.84,16,9.88,9.50,133,5.08,-9.67,3.39,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
91693,-1.56,0.00,14.81,8,0.26,798,0.00,0.00,13.84,16,9.88,9.00,133,5.08,-9.69,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
91789,-1.56,0.00,14.81,8,0.25,790,0.00,0.00,13.84,16,9.88,9.50,133,5.08,-9.65,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
91884,-1.56,0.00,14.81,8,0.26,802,0.00,0.00,13.84,16,9.88,10.50,133,5.08,-9.71,3.39,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
91980,-1.56,0.00,14.59,8,0.25,800,0.00,0.00,13.84,16,9.88,9.00,133,5.08,-9.69,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
92076,-1.56,0.00,14.81,8,0.25,801,0.00,0.00,13.84,16,9.88,10.50,133,5.08,-9.67,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
92172,-1.56,0.00,14.70,8,0.26,794,0.00,0.00,13.84,16,9.88,9.50,133,5.08,-9.69,3.39,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
92268,-1.56,0.00,14.70,8,0.26,782,0.00,0.00,13.84,16,9.88,9.00,133,5.08,-9.67,3.39,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,33.4,11.8
92363,-1.56,0.00,14.81,8,0.26,784,0.00,0.00,13.84,16,9.88,10.50,133,5.08,-9.67,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
92459,-1.56,0.00,14.81,8,0.25,802,0.00,0.00,13.84,16,9.88,8.50,133,5.08,-9.69,3.39,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
92556,-1.56,0.00,14.70,8,0.25,809,0.00,0.00,13.84,16,9.88,8.00,133,5.08,-9.69,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
92651,-2.34,0.00,14.81,8,0.25,806,0.00,0.00,13.94,16,9.88,9.50,133,4.93,-9.71,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
92747,-1.56,0.00,14.59,8,0.25,802,0.00,0.00,13.94,16,9.88,9.00,133,4.93,-9.71,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
92844,-1.56,0.00,14.47,8,0.26,789,0.00,0.00,13.94,16,9.88,9.50,133,4.93,-9.69,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
92939,-2.34,0.00,14.70,8,0.25,784,0.00,0.00,13.94,16,9.88,11.00,133,5.08,-9.71,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
93035,-1.56,0.00,14.47,8,0.26,792,0.00,0.00,13.84,16,9.88,10.00,133,5.08,-9.71,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
93131,-1.56,0.00,14.81,8,0.26,793,0.00,0.00,13.84,16,9.88,11.00,133,4.93,-9.67,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
93227,-0.78,0.00,14.70,8,0.26,788,0.00,0.00,13.84,16,9.88,10.00,133,5.08,-9.67,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
93323,-0.78,0.00,14.81,8,0.26,780,0.00,0.00,13.84,16,9.88,8.50,133,5.08,-9.65,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
93419,-1.56,0.00,14.81,8,0.25,795,0.00,0.00,13.94,16,9.88,9.50,133,5.08,-9.67,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
93514,-1.56,0.00,14.59,8,0.25,809,0.00,0.00,13.94,16,9.88,8.00,133,5.08,-9.71,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
93610,-1.56,0.00,14.81,8,0.25,807,0.00,0.00,13.94,16,9.88,8.00,133,4.93,-9.71,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
93706,-2.34,0.00,14.59,8,0.26,802,0.00,0.00,13.94,16,9.88,10.50,133,4.93,-9.73,3.39,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
93802,-1.56,0.00,14.24,8,0.25,800,0.00,0.00,13.94,16,9.88,9.50,133,4.93,-9.71,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
93898,-1.56,0.00,14.59,8,0.25,794,0.00,0.00,13.84,16,9.88,9.50,133,4.93,-9.71,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
93994,-0.78,0.00,14.70,8,0.25,798,0.00,0.00,13.84,16,9.88,9.50,133,4.93,-9.73,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
94091,-0.78,0.00,14.70,8,0.25,793,0.00,0.00,13.84,16,9.88,9.00,133,4.93,-9.71,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
94186,-1.56,0.00,14.81,8,0.26,806,0.00,0.00,13.94,16,9.88,8.50,133,4.93,-9.69,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
94282,-1.56,0.00,14.70,8,0.25,810,0.00,0.00,13.94,16,9.88,8.00,133,4.93,-9.71,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
94378,-0.78,0.00,14.59,8,0.26,786,0.00,0.00,13.94,16,9.88,10.50,133,4.93,-9.67,3.39,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
94474,-2.34,0.00,14.81,8,0.26,782,0.00,0.00,13.94,16,9.88,11.00,133,5.08,-9.67,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
94570,-1.56,0.00,14.47,8,0.25,798,0.00,0.00,13.94,16,9.88,9.50,133,5.08,-9.67,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
94665,-1.56,0.00,14.59,8,0.26,794,0.00,0.00,13.94,16,9.88,9.50,133,5.08,-9.65,3.39,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
94762,-2.34,0.00,14.70,8,0.25,805,0.00,0.00,13.94,16,9.88,9.50,133,5.08,-9.67,3.39,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
94857,-1.56,0.00,14.36,8,0.25,804,0.00,0.00,13.94,16,9.88,8.50,133,5.08,-9.69,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
94953,-1.56,0.00,14.47,8,0.26,778,0.00,0.00,13.94,16,9.88,10.50,133,5.08,-9.67,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
95049,-1.56,0.00,14.70,8,0.26,802,0.00,0.00,13.94,16,9.88,9.00,133,5.08,-9.67,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
95146,-1.56,0.00,14.59,8,0.25,804,0.00,0.00,13.94,16,9.88,8.50,133,5.08,-9.69,3.38,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
95242,-1.56,0.00,14.81,8,0.25,789,0.00,0.00,13.94,16,9.88,10.50,133,5.08,-9.67,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
95337,-1.56,0.00,14.81,8,0.25,804,0.00,0.00,13.94,16,9.88,9.00,133,5.08,-9.71,3.39,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
95433,-1.56,0.00,14.70,8,0.25,817,0.00,0.00,13.94,16,9.88,7.50,133,4.93,-9.71,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
95528,-1.56,0.00,14.59,8,0.25,788,0.00,0.00,13.94,16,9.88,9.50,133,4.93,-9.73,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
95625,-0.78,0.00,14.70,8,0.25,810,0.00,0.00,13.94,16,9.88,8.00,133,4.93,-9.71,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
95721,-0.78,0.00,14.81,8,0.26,800,0.00,0.00,13.94,16,9.88,9.50,133,5.08,-9.69,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
95816,-0.78,0.00,14.93,8,0.26,800,0.00,0.00,13.94,16,9.88,11.00,133,4.93,-9.67,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
95912,0.00,0.00,14.81,8,0.25,802,0.00,0.00,13.94,16,9.88,9.50,133,5.08,-9.69,3.39,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
96008,-0.78,0.00,14.93,8,0.25,798,0.00,0.00,13.94,16,9.88,8.00,133,5.08,-9.67,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,33.4,11.8
96104,-0.78,0.00,15.04,8,0.25,810,0.00,0.00,13.94,16,9.88,8.00,133,4.93,-9.73,3.39,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
96200,0.00,0.00,14.81,8,0.25,803,0.00,0.00,13.94,16,9.88,9.00,133,4.93,-9.71,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,33.4,11.8
96296,-0.78,0.00,14.93,8,0.25,806,0.00,0.00,13.94,16,9.88,9.00,133,4.93,-9.71,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,33.4,11.8
96392,-0.78,0.00,14.81,8,0.25,810,0.00,0.00,13.94,16,9.88,10.00,133,4.93,-9.73,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,33.4,11.8
96488,-0.78,0.00,14.59,8,0.25,808,0.00,0.00,13.94,16,9.88,9.00,133,4.93,-9.73,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,33.4,11.8
96584,-0.78,0.00,14.47,8,0.25,792,0.00,0.00,13.94,16,9.88,9.50,135,4.93,-9.73,3.39,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
96680,-1.56,0.00,14.59,8,0.26,803,0.00,0.00,13.94,16,9.88,9.50,135,4.93,-9.71,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
96776,-0.78,0.00,14.59,8,0.26,799,0.00,0.00,13.94,16,9.88,9.50,135,5.08,-9.69,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
96871,-1.56,0.00,14.70,8,0.26,791,0.00,0.00,13.94,16,9.88,10.50,135,4.93,-9.69,3.39,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
96968,-0.78,0.00,14.59,8,0.26,810,0.00,0.00,13.94,16,9.88,8.50,135,5.08,-9.69,3.39,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
97063,-0.78,0.00,14.47,8,0.26,782,0.00,0.00,13.94,16,9.88,9.50,135,5.08,-9.69,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
97159,-2.34,0.00,14.70,8,0.26,805,0.00,0.00,13.94,16,9.88,9.00,135,4.93,-9.67,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
97256,-1.56,0.00,14.36,8,0.25,812,0.00,0.00,13.94,16,9.88,8.50,135,5.08,-9.69,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
97351,-1.56,0.00,14.59,8,0.26,794,0.00,0.00,13.94,16,9.88,10.50,135,5.08,-9.67,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
97447,-1.56,0.00,14.70,8,0.26,799,0.00,0.00,13.94,16,9.88,10.50,135,5.08,-9.69,3.44,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
97543,-0.78,0.00,14.47,8,0.25,808,0.00,0.00,13.94,16,9.88,8.50,135,5.08,-9.69,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
97639,-0.78,0.00,14.70,8,0.26,780,0.00,0.00,13.94,16,9.88,11.00,135,4.93,-9.69,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
97735,-0.78,0.00,14.70,8,0.26,796,0.00,0.00,13.94,16,9.88,9.50,135,5.08,-9.67,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
97831,-0.78,0.00,14.70,8,0.25,802,0.00,0.00,13.94,16,9.88,8.50,135,5.08,-9.65,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
97926,-1.56,0.00,14.70,8,0.25,802,0.00,0.00,13.94,16,9.88,9.50,135,5.08,-9.67,3.39,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
98022,-1.56,0.00,14.59,8,0.25,820,0.00,0.00,13.94,16,9.88,10.50,135,5.08,-9.71,3.39,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
98119,-1.56,0.00,14.24,8,0.26,798,0.00,0.00,13.94,16,9.88,10.00,135,4.93,-9.69,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
98214,-2.34,0.00,14.59,8,0.26,804,0.00,0.00,13.94,16,9.88,9.50,135,4.93,-9.73,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
98310,-0.78,0.00,14.36,8,0.25,812,0.00,0.00,13.94,16,9.88,8.00,135,4.93,-9.71,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
98406,-0.78,0.00,14.70,8,0.26,805,0.00,0.00,13.94,16,9.88,9.00,135,5.08,-9.69,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
98501,-0.78,0.00,14.70,8,0.26,810,0.00,0.00,13.94,16,9.88,11.00,135,5.08,-9.71,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
98597,-0.78,0.00,14.81,8,0.26,803,0.00,0.00,13.94,16,9.88,9.50,135,5.08,-9.71,3.44,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
98694,-0.78,0.00,14.81,8,0.25,801,0.00,0.00,13.94,16,9.88,8.50,135,5.08,-9.67,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
98789,-0.78,0.00,14.81,8,0.25,809,0.00,0.00,13.94,16,9.88,9.00,135,5.08,-9.71,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
98885,-0.78,0.00,14.81,8,0.25,808,0.00,0.00,13.94,16,9.88,8.50,135,5.08,-9.71,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
98981,-0.78,0.00,14.81,8,0.25,800,0.00,0.00,13.94,16,9.88,10.00,135,4.93,-9.71,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
99077,-1.56,0.00,14.81,8,0.25,813,0.00,0.00,13.94,16,9.88,10.00,135,5.08,-9.73,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,33.4,11.8
99173,-0.78,0.00,14.59,8,0.25,812,0.00,0.00,13.94,16,9.88,8.50,135,4.93,-9.71,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
99269,-0.78,0.00,14.81,8,0.26,805,0.00,0.00,13.94,16,9.88,12.50,135,4.93,-9.69,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
99365,-0.78,0.00,14.70,8,0.26,789,0.00,0.00,13.94,16,9.88,10.50,135,5.08,-9.67,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
99461,-0.78,0.00,14.47,8,0.25,807,0.00,0.00,13.94,16,9.88,8.00,135,5.08,-9.65,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
99557,-1.56,0.00,14.70,8,0.25,804,0.00,0.00,13.94,16,9.88,9.50,135,5.08,-9.67,3.39,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
99653,-0.78,0.00,14.47,8,0.25,819,0.00,0.00,13.94,16,9.88,8.00,135,5.08,-9.73,3.39,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
99748,-1.56,0.00,14.24,8,0.25,812,0.00,0.00,13.94,16,9.88,7.50,135,4.93,-9.71,3.42,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,33.4,11.8
99844,-3.12,0.00,14.47,8,0.25,822,0.00,0.00,13.94,16,9.88,7.50,135,4.93,-9.73,3.38,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,33.4,11.8
99941,-1.56,0.00,14.36,8,0.25,805,0.00,0.00,13.94,16,9.88,9.50,135,4.93,-9.73,3.42,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,33.4,11.8
