Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Coolant Temperature (F)
145570,14.77,0.16,1576,0.00,0.00,16,27.81,28.00,8.60,-1.39,0.72,185
145757,14.79,0.16,1571,0.00,0.00,16,27.81,27.50,8.47,-1.39,0.72,185
145929,14.74,0.16,1569,0.00,0.00,16,27.81,28.00,8.78,-1.39,0.72,185
146116,14.72,0.16,1558,0.00,0.00,16,27.81,27.50,8.52,-1.39,0.72,185
146304,14.70,0.16,1582,0.00,0.00,16,27.81,27.50,8.36,-1.39,0.72,185
146491,14.53,0.16,1594,0.00,0.00,16,28.16,27.50,8.44,-1.39,0.72,185
146663,14.79,0.16,1568,0.00,0.00,16,27.81,27.50,8.27,-1.39,0.74,185
146851,15.11,0.16,1570,0.00,0.00,16,28.16,27.50,8.52,-1.39,0.74,185
147038,14.85,0.16,1589,0.00,0.00,16,28.16,28.00,8.36,-1.39,0.74,185
147210,14.79,0.17,1580,0.00,0.00,16,28.52,28.00,8.65,-1.39,0.74,185
147398,14.95,0.17,1590,0.00,0.00,16,28.87,28.50,9.17,-1.39,0.76,185
147574,14.82,0.19,1601,0.00,0.00,16,29.57,28.50,9.48,-1.39,0.76,185
147762,14.82,0.19,1605,0.00,0.00,16,29.57,29.00,10.23,-1.39,0.78,185
147949,14.80,0.20,1617,0.00,0.00,16,29.92,29.50,10.38,-1.39,0.78,185
148137,14.39,0.19,1624,0.00,0.00,16,29.57,29.50,10.59,-1.39,0.78,185
148308,14.43,0.19,1632,0.00,0.00,16,29.57,29.50,10.48,-1.39,0.78,185
148501,14.24,0.19,1624,0.00,0.00,16,29.92,30.00,10.64,-1.39,0.78,185
148673,14.51,0.20,1644,0.00,0.00,16,29.92,30.00,10.54,-1.39,0.78,187
148860,14.20,0.19,1640,0.00,0.00,16,29.92,30.00,10.59,-1.39,0.78,187
149047,14.48,0.19,1641,0.00,0.00,16,30.27,29.50,10.38,-1.39,0.78,187
149235,14.53,0.19,1673,0.00,0.00,16,30.62,30.50,10.74,-1.39,0.78,187
149407,14.74,0.19,1665,0.00,0.00,16,30.62,30.00,10.64,-1.39,0.78,187
149594,14.46,0.19,1680,0.00,0.00,16,30.62,30.50,10.49,-1.39,0.78,187
149782,14.65,0.19,1676,0.00,0.00,16,30.62,30.50,10.64,-1.39,0.78,187
149954,14.63,0.19,1680,0.00,0.00,16,30.98,30.50,10.74,-1.39,0.78,187
150141,14.42,0.19,1681,0.00,0.00,16,30.98,30.50,10.54,-1.39,0.78,187
150329,14.41,0.19,1680,0.00,0.00,16,30.98,30.50,10.64,-1.39,0.78,187
150501,14.60,0.20,1690,0.00,0.00,16,31.33,31.00,11.51,-1.39,0.80,187
150694,14.68,0.23,1698,0.00,0.00,16,32.03,31.50,13.14,-1.39,0.82,187
150882,14.32,0.25,1715,0.00,0.00,16,32.03,32.00,13.84,-1.39,0.84,187
151054,13.98,0.25,1714,0.00,0.00,16,32.73,32.00,13.84,-1.39,0.84,187
151241,14.32,0.25,1746,0.00,0.00,16,33.09,33.00,14.28,-1.39,0.84,187
151418,14.67,0.25,1755,0.00,0.00,16,33.44,33.00,14.66,-1.39,0.84,187
151605,14.51,0.25,1768,0.00,0.00,16,34.14,33.00,14.79,-1.39,0.84,187
151777,14.51,0.24,1819,0.00,0.00,16,34.49,33.50,14.40,-1.39,0.84,187
151965,14.57,0.24,1797,0.00,0.00,16,34.14,34.00,14.34,-1.39,0.84,187
152152,14.63,0.24,1805,0.00,0.00,16,34.49,34.00,14.47,-1.39,0.84,187
152324,14.53,0.24,1827,0.00,0.00,16,35.20,34.50,14.73,-1.39,0.84,187
152511,14.41,0.24,1824,0.00,0.00,16,34.84,35.00,14.47,-1.39,0.84,187
152699,14.23,0.22,1852,0.00,0.00,16,35.55,34.50,13.84,-1.39,0.82,187
152886,14.32,0.16,1851,0.00,0.00,16,33.09,34.00,9.13,-1.39,0.68,187
153058,12.97,0.12,1839,0.00,0.00,16,15.86,22.50,5.85,-1.39,0.64,187
153246,13.09,0.10,1851,0.00,0.00,16,3.91,3.50,6.18,-1.39,0.64,187
153433,15.11,0.10,1836,0.00,0.00,16,3.91,3.50,6.29,-1.39,0.64,187
153621,21.24,0.10,1820,0.00,0.00,16,3.91,5.00,6.33,-1.39,0.64,187
153793,25.70,0.10,1799,0.00,0.00,16,4.26,8.00,6.26,-1.39,0.64,187
153980,23.76,0.09,1770,0.00,0.00,16,4.26,8.50,5.74,-1.39,0.64,187
154152,23.99,0.11,1750,0.00,0.00,16,4.61,9.50,6.18,-1.39,0.64,187
154339,24.01,0.11,1740,0.00,0.00,16,4.61,8.00,6.11,-1.39,0.64,187
154527,23.81,0.11,1707,0.00,0.00,16,4.96,9.00,6.18,-1.39,0.64,187
154714,23.94,0.11,1694,0.00,0.00,16,4.96,10.50,5.98,-1.39,0.64,187
154886,24.34,0.11,1686,0.00,0.00,16,5.31,9.50,6.18,-1.39,0.64,187
155074,23.94,0.11,1655,0.00,0.00,16,5.31,11.00,5.91,-1.39,0.64,187
155261,23.94,0.11,1649,0.00,0.00,16,5.31,10.00,6.07,-1.39,0.64,187
155433,23.92,0.11,1626,0.00,0.00,16,5.66,10.50,6.11,-1.39,0.64,187
155621,24.22,0.11,1606,0.00,0.00,16,5.66,11.50,6.22,-1.39,0.64,187
155808,24.15,0.12,1593,0.00,0.00,16,5.66,10.50,6.29,-1.39,0.64,187
155980,23.91,0.10,1569,0.00,0.00,16,6.02,12.00,5.46,-1.39,0.64,185
156167,24.03,0.12,1546,0.00,0.00,16,6.02,13.00,6.04,-1.39,0.64,187
156355,23.94,0.12,1521,0.00,0.00,16,6.37,13.00,6.00,-1.39,0.64,187
156527,23.67,0.11,1502,0.00,0.00,16,6.37,13.00,5.52,-1.39,0.64,185
156714,24.06,0.11,1483,0.00,0.00,16,6.37,13.00,5.23,-1.39,0.64,187
156902,23.88,0.11,1475,0.00,0.00,16,6.37,13.00,5.21,-1.39,0.64,187
157074,24.00,0.11,1448,0.00,0.00,16,6.72,13.00,5.10,-1.39,0.64,185
157261,23.94,0.11,1406,0.00,0.00,16,6.72,14.50,5.10,-1.39,0.64,185
157448,23.88,0.16,1138,0.00,0.00,16,7.07,15.00,5.85,-1.08,0.64,185
157620,23.74,0.13,1232,0.00,0.00,16,7.07,7.50,5.46,-1.39,0.64,185
157808,23.53,0.14,1207,0.00,0.00,16,7.07,10.50,5.55,-1.39,0.64,185
157995,18.79,0.14,1214,0.00,0.00,16,7.07,9.50,5.74,-1.39,0.64,185
158183,16.13,0.15,1215,0.00,0.00,16,7.07,7.50,5.91,-1.39,0.64,185
158355,15.48,0.13,1225,0.00,0.00,16,7.07,7.00,5.55,-1.39,0.64,185
158542,15.33,0.21,1218,0.00,0.00,16,11.29,8.50,7.53,-1.39,0.84,185
158730,15.14,0.42,1760,0.00,0.00,16,34.84,28.50,27.99,0.46,0.72,185
158902,12.42,0.16,2225,0.00,0.00,16,15.16,25.00,6.95,-2.32,0.64,185
159089,13.07,0.10,1932,0.00,0.00,16,4.61,3.50,6.15,-1.39,0.64,185
159276,20.32,0.13,1621,0.00,0.00,16,6.37,14.00,7.21,-1.39,0.64,185
159448,23.54,0.19,1356,0.00,0.00,16,8.12,15.00,8.60,-1.39,0.72,185
159636,24.07,0.21,1431,0.00,0.00,16,16.56,12.00,9.13,-1.39,0.76,185
159823,23.28,0.19,1712,0.00,0.00,16,30.98,24.00,10.64,-1.39,0.78,185
159995,15.92,0.17,2034,0.00,0.00,16,35.90,35.50,11.05,-1.70,0.78,185
160183,15.11,0.17,1937,0.00,0.00,16,35.55,34.00,11.25,-1.39,0.78,185
160370,14.82,0.18,1934,0.00,0.00,16,35.55,35.00,11.77,-1.39,0.80,185
160543,14.30,0.21,1962,0.00,0.00,16,37.66,37.00,13.65,-1.39,0.84,185
160730,13.97,0.25,1995,0.00,0.00,16,38.71,38.50,15.77,-1.39,0.88,185
160917,13.68,0.29,2021,0.00,0.00,16,40.12,40.00,19.51,-1.70,0.94,185
161089,13.54,0.33,2076,0.00,0.00,16,40.47,40.00,22.50,-1.70,1.00,185
161277,13.89,0.36,2124,0.00,0.00,16,39.41,39.00,25.20,0.46,1.06,185
161464,14.12,0.40,2147,0.00,0.00,16,36.95,38.00,27.89,1.39,1.12,185
161636,13.68,0.43,2240,0.00,0.00,16,35.55,35.50,31.62,2.94,1.18,185
161824,13.66,0.45,2314,0.00,0.00,16,34.14,34.00,34.45,3.87,1.22,185
162011,13.63,0.46,2418,0.00,0.00,16,33.44,33.50,37.05,4.49,1.22,185
162183,13.56,0.46,2499,0.00,0.00,16,34.84,33.00,38.16,2.63,1.14,185
162371,13.18,0.40,2533,0.00,0.00,16,41.52,37.50,33.72,0.46,1.02,185
162558,13.45,0.35,2636,0.00,0.00,16,42.93,42.50,30.72,-2.63,1.00,185
162730,13.66,0.32,2698,0.00,0.00,16,43.63,43.00,28.52,-3.25,0.98,185
162917,13.58,0.30,2754,0.00,0.00,16,43.63,43.00,29.92,-3.56,0.96,185
163105,13.64,0.30,2794,0.00,0.00,16,43.63,43.50,27.68,-4.18,0.96,185
163281,13.49,0.29,2830,0.00,0.00,16,43.98,43.50,27.15,-4.18,0.94,185
163469,13.41,0.27,2860,0.00,0.00,16,44.34,44.00,25.68,-4.18,0.94,185
163645,13.38,0.25,2933,0.00,0.00,16,44.34,44.00,24.32,-4.18,0.92,185
163833,13.49,0.23,2938,0.00,0.00,16,44.34,44.00,24.70,-4.18,0.88,185
164021,13.11,0.12,2924,0.00,0.00,16,22.19,31.00,8.95,-4.18,0.64,185
164193,12.00,0.14,2771,0.00,0.00,16,4.61,6.50,12.48,-4.18,0.64,185
164380,14.98,0.14,2452,0.00,0.00,16,3.55,3.50,11.29,-2.94,0.64,185
164557,22.02,0.14,2113,0.00,0.00,16,2.85,3.00,10.08,-2.32,0.64,185
164744,23.87,0.13,1862,0.00,0.00,16,3.55,3.00,9.18,-1.39,0.64,185
164932,23.92,0.15,1677,0.00,0.00,16,5.66,13.00,8.11,-1.39,0.64,185
165104,23.79,0.16,1398,0.00,0.00,16,6.72,14.50,7.50,-1.39,0.64,185
165291,23.80,0.17,1261,0.00,0.00,16,7.42,15.00,7.33,-1.39,0.64,185
165479,23.47,0.15,1364,0.00,0.00,16,7.07,4.00,6.59,-1.39,0.64,185
165651,21.11,0.18,1370,0.00,0.00,16,7.77,4.50,6.44,-1.39,0.74,185
165838,16.10,0.22,1444,0.00,0.00,16,19.02,14.00,11.05,-1.39,0.80,185
166029,13.41,0.19,1961,0.00,0.00,16,36.60,33.50,11.99,-1.39,0.80,185
166201,14.29,0.17,2151,0.00,0.00,16,37.30,37.00,11.93,-1.70,0.80,185
166389,14.92,0.17,2154,0.00,0.00,16,37.66,37.50,12.37,-2.01,0.82,185
166580,14.79,0.20,2034,0.00,0.00,16,36.25,37.50,12.90,-1.70,0.82,185
166752,13.44,0.26,1988,0.00,0.00,16,38.01,38.00,15.41,-1.39,0.90,185
166939,13.57,0.30,1964,0.00,0.00,16,39.41,39.00,19.11,-1.39,0.94,185
167126,13.77,0.34,2000,0.00,0.00,16,39.77,39.50,22.31,-1.08,1.00,185
167298,13.92,0.36,2047,0.00,0.00,16,39.41,39.50,23.63,0.15,1.04,187
167489,14.16,0.40,2046,0.00,0.00,16,36.25,36.50,26.93,1.08,1.10,185
167661,13.66,0.43,2102,0.00,0.00,16,34.14,35.50,28.84,2.94,1.16,185
167851,13.42,0.44,2140,0.00,0.00,16,33.44,34.00,30.83,3.87,1.20,185
168039,13.83,0.45,2181,0.00,0.00,16,32.73,32.00,32.62,3.87,1.20,187
168211,13.59,0.45,2219,0.00,0.00,16,33.09,32.50,33.59,3.25,1.16,187
168398,13.31,0.40,2232,0.00,0.00,16,38.01,35.50,28.10,0.15,1.02,187
168586,12.97,0.33,2255,0.00,0.00,16,42.58,41.50,24.03,-2.63,0.92,187
168761,12.54,0.26,2295,0.00,0.00,16,42.93,43.50,17.26,-2.63,0.86,187
168951,12.58,0.20,2289,0.00,0.00,16,40.82,41.50,13.32,-2.63,0.80,187
169123,12.84,0.16,2292,0.00,0.00,16,38.36,39.00,11.66,-2.63,0.76,187
169310,12.58,0.13,2311,0.00,0.00,16,34.84,36.50,9.52,-2.63,0.74,187
169497,13.31,0.11,2278,0.00,0.00,16,34.84,34.50,8.65,-2.63,0.72,187
169669,14.97,0.11,2308,0.00,0.00,16,35.20,34.50,8.56,-2.63,0.70,187
169857,15.42,0.11,2255,0.00,0.00,16,34.49,34.50,8.48,-2.63,0.70,187
170044,14.77,0.11,2263,0.00,0.00,16,34.84,34.00,8.11,-2.63,0.68,187
170216,13.46,0.12,2249,0.00,0.00,16,35.20,34.00,8.74,-2.32,0.68,187
170404,13.74,0.11,2246,0.00,0.00,16,34.14,34.50,8.56,-2.32,0.68,187
170591,13.43,0.11,2290,0.00,0.00,16,33.79,33.00,8.31,-2.32,0.68,187
170779,13.45,0.11,2178,0.00,0.00,16,34.14,32.50,8.35,-2.32,0.68,187
170951,13.66,0.12,2223,0.00,0.00,16,32.73,34.00,8.35,-2.32,0.68,187
171138,13.36,0.11,2220,0.00,0.00,16,34.84,34.00,8.36,-2.32,0.68,187
171325,13.60,0.11,2153,0.00,0.00,16,27.11,31.50,8.02,-2.32,0.68,187
171497,14.46,0.11,2150,0.00,0.00,16,19.73,23.00,5.34,-2.32,0.68,187
171685,17.35,0.09,2164,0.00,0.00,16,3.91,11.50,7.17,-2.32,0.64,187
171872,24.20,0.09,2148,0.00,0.00,16,3.55,3.50,6.59,-2.01,0.64,187
172044,25.69,0.09,2127,0.00,0.00,16,3.55,3.50,6.66,-2.01,0.64,187
172232,23.95,0.09,2117,0.00,0.00,16,3.55,3.50,6.15,-2.01,0.64,187
172419,23.81,0.10,2098,0.00,0.00,16,3.55,3.50,7.17,-2.01,0.68,187
172591,23.96,0.12,2074,0.00,0.00,16,11.29,7.00,8.27,-1.70,0.72,187
172779,23.86,0.12,2082,0.00,0.00,16,20.08,17.50,8.52,-1.70,0.74,187
172966,20.41,0.13,2057,0.00,0.00,16,30.27,28.50,8.78,-1.70,0.74,187
173153,16.16,0.13,2062,0.00,0.00,16,34.14,34.00,8.74,-1.70,0.74,187
173325,15.51,0.13,2086,0.00,0.00,16,34.84,34.00,8.87,-1.70,0.74,187
173513,15.09,0.13,2050,0.00,0.00,16,34.14,34.00,9.13,-1.70,0.76,187
173700,14.97,0.14,2061,0.00,0.00,16,34.84,34.50,9.44,-1.70,0.76,187
173872,15.08,0.14,2060,0.00,0.00,16,34.49,34.50,9.39,-1.70,0.76,187
174060,14.87,0.14,2046,0.00,0.00,16,35.20,34.50,9.88,-1.70,0.76,187
174247,14.52,0.14,2057,0.00,0.00,16,35.20,35.00,9.79,-1.70,0.76,187
174419,14.07,0.12,2050,0.00,0.00,16,29.22,34.00,9.04,-1.70,0.64,187
174607,14.03,0.08,1976,0.00,0.00,16,12.34,15.00,5.55,-1.70,0.64,187
174794,15.02,0.09,2012,0.00,0.00,16,3.55,3.50,6.29,-1.70,0.64,187
174966,19.92,0.09,1994,0.00,0.00,16,3.55,3.50,6.15,-1.39,0.64,187
175153,24.98,0.09,1974,0.00,0.00,16,3.55,3.50,6.26,-1.39,0.64,187
175341,25.53,0.09,1956,0.00,0.00,16,3.55,3.50,6.15,-1.39,0.64,187
175513,24.14,0.09,1935,0.00,0.00,16,3.91,3.50,6.11,-1.39,0.64,187
175700,23.74,0.10,1911,0.00,0.00,16,3.91,3.50,6.07,-1.39,0.64,187
175888,24.00,0.10,1882,0.00,0.00,16,4.26,4.00,6.22,-1.39,0.64,187
176060,24.08,0.10,1864,0.00,0.00,16,4.26,4.00,6.40,-1.39,0.64,187
176247,23.77,0.10,1835,0.00,0.00,16,4.61,4.50,5.68,-1.39,0.64,187
176434,23.83,0.10,1807,0.00,0.00,16,4.61,4.50,5.97,-1.39,0.64,187
176606,24.01,0.10,1796,0.00,0.00,16,4.61,11.50,5.98,-1.39,0.64,187
176794,24.08,0.10,1791,0.00,0.00,16,4.96,9.00,6.11,-1.39,0.64,187
176981,24.12,0.10,1764,0.00,0.00,16,4.96,11.00,6.29,-1.39,0.64,187
177153,24.19,0.11,1752,0.00,0.00,16,5.31,10.00,6.18,-1.39,0.64,187
177341,24.04,0.10,1724,0.00,0.00,16,5.31,11.50,6.04,-1.39,0.64,185
177528,23.98,0.12,1712,0.00,0.00,16,5.66,10.50,6.92,-1.39,0.66,185
177700,23.94,0.14,1698,0.00,0.00,16,6.02,10.50,7.46,-1.39,0.68,185
177888,24.01,0.14,1678,0.00,0.00,16,11.99,10.00,7.74,-1.39,0.70,185
178075,23.87,0.14,1669,0.00,0.00,16,17.97,16.50,7.90,-1.39,0.72,187
178247,21.48,0.15,1634,0.00,0.00,16,23.95,21.00,7.98,-1.39,0.72,187
178434,16.44,0.14,1681,0.00,0.00,16,29.22,28.50,8.14,-1.39,0.72,187
178622,15.48,0.15,1655,0.00,0.00,16,28.87,28.50,8.31,-1.39,0.72,187
178810,15.19,0.15,1682,0.00,0.00,16,29.22,28.50,8.31,-1.39,0.72,187
178982,14.90,0.14,1676,0.00,0.00,16,28.87,28.50,7.74,-1.39,0.72,187
179169,14.75,0.15,1654,0.00,0.00,16,28.87,28.50,8.27,-1.39,0.72,185
179357,14.74,0.15,1659,0.00,0.00,16,29.22,28.50,8.31,-1.39,0.72,185
179529,14.79,0.16,1649,0.00,0.00,16,29.22,28.50,8.48,-1.39,0.72,185
179721,14.90,0.16,1650,0.00,0.00,16,29.22,29.00,8.82,-1.39,0.72,187
179893,14.56,0.16,1641,0.00,0.00,16,29.22,29.00,8.96,-1.39,0.72,187
180080,14.03,0.15,1661,0.00,0.00,16,29.22,29.00,8.52,-1.39,0.72,185
180268,14.23,0.15,1636,0.00,0.00,16,28.87,28.50,8.56,-1.39,0.72,185
180440,14.70,0.15,1645,0.00,0.00,16,28.87,28.50,8.47,-1.39,0.72,185
180626,14.95,0.15,1652,0.00,0.00,16,28.87,28.50,8.47,-1.39,0.72,185
180814,15.09,0.16,1632,0.00,0.00,16,28.87,28.50,8.36,-1.39,0.72,185
180986,15.00,0.16,1657,0.00,0.00,16,28.87,29.00,8.60,-1.39,0.72,185
181173,15.00,0.14,1663,0.00,0.00,16,29.22,29.00,8.31,-1.39,0.72,185
181361,15.05,0.15,1659,0.00,0.00,16,28.52,28.50,8.27,-1.39,0.72,185
181533,15.06,0.16,1624,0.00,0.00,16,29.22,28.50,8.61,-1.39,0.72,185
181720,15.11,0.15,1664,0.00,0.00,16,29.22,29.00,8.56,-1.39,0.72,185
181908,14.72,0.14,1636,0.00,0.00,16,28.87,28.50,8.40,-1.39,0.70,185
182080,14.23,0.13,1661,0.00,0.00,16,26.41,26.50,6.84,-1.39,0.68,185
182267,14.44,0.13,1622,0.00,0.00,16,19.73,24.00,6.99,-1.39,0.68,185
182454,16.60,0.14,1638,0.00,0.00,16,14.10,22.50,7.57,-1.39,0.68,185
182626,22.42,0.14,1630,0.00,0.00,16,8.83,14.00,7.57,-1.39,0.68,185
182814,25.70,0.17,1602,0.00,0.00,16,9.18,6.50,7.82,-1.39,0.76,185
183001,23.81,0.20,1674,0.00,0.00,16,20.43,16.50,10.94,-1.39,0.78,185
183205,21.78,0.21,1655,0.00,0.00,16,29.22,30.50,11.51,-1.39,0.78,185
183361,14.63,0.21,1621,0.00,0.00,16,29.22,30.00,11.29,-1.39,0.78,185
183548,13.84,0.22,1580,0.00,0.00,16,29.22,30.50,11.71,-1.39,0.80,185
183720,14.51,0.23,1628,0.00,0.00,16,29.57,30.00,11.99,-1.39,0.80,185
183908,14.58,0.23,1616,0.00,0.00,16,29.92,29.50,12.15,-1.39,0.80,185
184095,14.67,0.22,1618,0.00,0.00,16,30.62,30.50,12.48,-1.39,0.80,185
184267,14.70,0.21,1670,0.00,0.00,16,30.98,30.50,11.77,-1.39,0.80,185
184454,14.85,0.22,1632,0.00,0.00,16,31.33,30.00,12.31,-1.39,0.80,185
184642,14.87,0.20,1687,0.00,0.00,16,31.68,31.00,11.61,-1.39,0.80,185
184829,14.92,0.19,1702,0.00,0.00,16,30.62,31.50,9.31,-1.39,0.72,185
185001,14.77,0.16,1674,0.00,0.00,16,29.22,30.00,7.74,-1.39,0.70,185
185189,13.81,0.14,1660,0.00,0.00,16,28.87,29.00,7.66,-1.39,0.70,185
185376,13.67,0.14,1684,0.00,0.00,16,29.22,29.00,7.90,-1.39,0.70,185
185548,14.70,0.13,1674,0.00,0.00,16,28.87,28.50,7.41,-1.39,0.70,185
185736,15.39,0.14,1676,0.00,0.00,16,28.87,29.00,8.03,-1.39,0.72,185
185923,15.42,0.15,1661,0.00,0.00,16,28.87,29.50,8.19,-1.39,0.72,185
186110,15.11,0.13,1663,0.00,0.00,16,26.05,28.50,7.22,-1.39,0.68,185
186282,14.90,0.13,1640,0.00,0.00,16,18.32,24.00,7.33,-1.39,0.66,185
186470,16.75,0.13,1662,0.00,0.00,16,10.23,12.50,7.29,-1.39,0.66,185
186642,22.08,0.13,1642,0.00,0.00,16,6.02,12.00,7.21,-1.39,0.66,185
186833,25.70,0.13,1610,0.00,0.00,16,6.37,7.50,7.21,-1.39,0.66,185
187005,24.66,0.14,1598,0.00,0.00,16,6.37,8.00,7.29,-1.39,0.66,185
187192,24.05,0.14,1576,0.00,0.00,16,6.37,10.50,7.41,-1.39,0.66,185
187380,24.12,0.14,1562,0.00,0.00,16,6.37,11.00,7.21,-1.39,0.66,185
187555,24.22,0.14,1542,0.00,0.00,16,6.72,11.00,7.24,-1.39,0.66,185
187742,23.95,0.14,1522,0.00,0.00,16,6.72,11.50,7.29,-1.39,0.66,185
187918,23.92,0.13,1520,0.00,0.00,16,7.07,11.00,7.26,-1.39,0.64,185
188105,23.80,0.13,1451,0.00,0.00,16,7.07,15.00,6.07,-1.39,0.64,185
188293,23.98,0.16,1184,0.00,0.00,16,7.42,15.50,6.01,-1.39,0.64,185
188465,23.92,0.14,1290,0.00,0.00,16,7.42,10.50,5.59,-1.39,0.64,185
188652,23.79,0.14,1230,0.00,0.00,16,7.42,7.00,5.55,-1.39,0.64,185
188840,19.35,0.14,1253,0.00,0.00,16,7.42,8.00,5.91,-1.39,0.64,185
189027,15.91,0.14,1248,0.00,0.00,16,7.42,8.00,5.65,-1.39,0.64,185
189199,15.51,0.14,1242,0.00,0.00,16,7.42,9.50,5.52,-1.39,0.64,185
189386,15.03,0.14,1248,0.00,0.00,16,7.42,7.50,5.65,-1.39,0.64,185
192203,14.55,0.14,1231,0.00,0.00,16,7.42,8.00,5.72,-1.39,0.64,185
192390,14.58,0.14,1229,0.00,0.00,16,7.42,7.00,5.65,-1.39,0.64,185
192562,14.74,0.14,1225,0.00,0.00,16,7.42,7.00,5.62,-1.39,0.64,185
192750,14.73,0.14,1226,0.00,0.00,16,7.42,7.00,5.65,-1.39,0.64,185
192937,14.79,0.14,1223,0.00,0.00,16,7.42,7.00,5.68,-1.39,0.64,185
193109,14.81,0.14,1227,0.00,0.00,16,7.42,7.50,5.65,-1.39,0.64,185
193296,14.72,0.14,1222,0.00,0.00,16,7.42,8.00,5.65,-1.39,0.64,185
193473,14.48,0.20,1234,0.00,0.00,16,10.23,8.00,7.74,-1.39,0.74,185
193664,14.30,0.22,1371,0.00,0.00,16,18.67,15.50,10.23,-1.39,0.78,185
193836,12.65,0.22,1564,0.00,0.00,16,28.87,24.50,11.19,-1.39,0.80,185
194028,13.56,0.24,1600,0.00,0.00,16,29.22,29.50,12.15,-1.39,0.82,185
194200,14.67,0.28,1517,0.00,0.00,16,30.27,29.50,13.78,-1.39,0.84,185
194388,13.95,0.32,1426,0.00,0.00,16,30.27,30.50,15.19,-1.39,0.86,185
194575,13.01,0.35,1352,0.00,0.00,16,29.57,29.50,15.70,-1.39,0.88,185
194752,13.45,0.35,1369,0.00,0.00,16,29.57,28.50,16.14,-1.39,0.90,185
194940,13.73,0.35,1392,0.00,0.00,16,29.92,30.00,16.36,-1.39,0.90,185
195111,13.85,0.37,1329,0.00,0.00,16,26.05,27.00,16.36,-1.39,0.90,185
195299,13.77,0.40,1126,0.00,0.00,16,21.84,20.00,15.48,-1.08,0.90,185
195486,13.01,0.39,1216,0.00,0.00,16,24.65,26.00,15.92,-1.39,0.90,185
195674,14.12,0.37,1268,0.00,0.00,16,26.76,27.00,16.07,-1.39,0.92,185
195846,14.32,0.35,1359,0.00,0.00,16,28.52,29.00,16.44,-1.39,0.92,185
196033,14.65,0.36,1429,0.00,0.00,16,30.27,30.50,16.60,-1.39,0.90,185
196221,14.42,0.34,1510,0.00,0.00,16,32.38,32.50,16.66,-1.39,0.90,185
196393,14.53,0.34,1581,0.00,0.00,16,33.79,33.00,17.64,-1.39,0.90,185
196580,14.46,0.32,1641,0.00,0.00,16,33.09,33.50,16.89,-1.39,0.86,185
196767,14.42,0.28,1658,0.00,0.00,16,32.73,32.00,14.92,-1.39,0.84,185
196939,14.37,0.27,1719,0.00,0.00,16,33.09,32.50,14.98,-1.39,0.84,185
197127,13.94,0.25,1768,0.00,0.00,16,33.79,33.00,13.71,-1.39,0.82,185
197314,13.46,0.22,1802,0.00,0.00,16,33.79,33.50,12.36,-1.39,0.80,185
197502,13.20,0.20,1811,0.00,0.00,16,33.79,33.50,11.99,-1.39,0.78,185
197674,13.68,0.18,1846,0.00,0.00,16,33.44,33.00,11.04,-1.39,0.78,185
197861,13.86,0.18,1872,0.00,0.00,16,33.79,33.50,10.89,-1.39,0.78,185
198033,13.97,0.18,1875,0.00,0.00,16,34.14,33.50,11.09,-1.39,0.78,185
198221,14.07,0.18,1886,0.00,0.00,16,34.14,34.00,11.05,-1.39,0.78,185
198413,14.18,0.18,1896,0.00,0.00,16,34.14,34.00,11.05,-1.39,0.78,185
198600,14.25,0.17,1894,0.00,0.00,16,34.84,33.50,10.47,-1.39,0.78,185
198772,14.49,0.18,1906,0.00,0.00,16,34.84,34.00,11.15,-1.39,0.78,185
198960,14.08,0.19,1929,0.00,0.00,16,36.25,34.50,12.25,-1.39,0.82,185
199135,14.18,0.25,1955,0.00,0.00,16,38.36,36.50,14.15,-1.39,0.88,185
199323,13.45,0.26,1953,0.00,0.00,16,38.71,38.00,17.41,-1.39,0.90,185
199510,13.56,0.33,2010,0.00,0.00,16,40.12,39.50,21.10,-0.77,0.98,185
199682,13.49,0.35,2057,0.00,0.00,16,40.12,40.00,23.25,-0.77,1.04,185
199870,14.10,0.45,2140,0.00,0.00,16,33.09,32.00,32.73,0.77,1.08,185
200057,12.26,0.44,2184,0.00,0.00,16,34.14,34.00,32.06,1.08,1.10,185
200233,12.57,0.45,2286,0.00,0.00,16,34.14,33.00,34.34,1.08,1.06,185
200420,12.47,0.44,2358,0.00,0.00,16,35.20,34.50,34.94,-0.77,1.04,185
200592,12.36,0.42,2443,0.00,0.00,16,36.60,35.50,34.83,-2.01,1.00,185
200784,12.49,0.42,2529,0.00,0.00,16,36.95,36.50,35.57,-2.63,0.96,185
200956,12.28,0.41,2590,0.00,0.00,16,38.01,37.50,35.44,-3.56,0.94,185
201144,12.20,0.40,2650,0.00,0.00,16,38.71,38.50,35.94,-3.87,0.92,185
201331,12.31,0.40,2745,0.00,0.00,16,38.71,39.00,36.19,-4.18,0.92,185
201518,12.31,0.38,2841,0.00,0.00,16,39.77,39.00,36.18,-4.18,0.90,185
201690,12.18,0.36,2879,0.00,0.00,16,41.88,40.00,35.44,-4.18,0.74,185
