Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
12376,0.00,0.00,14.70,7,0.33,1416,57.1,20.2,0.00,0.00,10.59,16,11.29,14.50,75,5.51,-9.24,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.30
12472,0.00,0.00,14.70,7,0.33,1393,57.1,20.2,0.00,0.00,10.63,16,11.29,16.00,75,5.51,-9.20,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.30
12568,0.00,0.00,14.70,7,0.33,1402,57.4,20.3,0.00,0.00,10.64,16,11.29,16.50,75,5.51,-9.18,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.30
12663,0.00,0.00,14.70,7,0.33,1404,57.5,20.3,0.00,0.00,10.66,16,11.29,15.50,73,5.51,-9.18,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.30
12759,0.00,0.00,14.70,7,0.33,1406,57.5,20.3,0.00,0.00,10.69,16,11.29,14.50,73,5.51,-9.18,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.30
12855,0.00,0.00,14.70,7,0.33,1406,57.5,20.3,0.00,0.00,10.70,16,11.29,14.50,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.30
12952,0.00,0.00,14.70,7,0.33,1399,57.6,20.3,0.00,0.00,10.71,16,11.29,15.00,73,5.51,-9.20,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.40
13047,0.00,0.00,14.70,7,0.33,1399,57.6,20.3,0.00,0.00,10.76,16,11.29,15.00,73,5.51,-9.18,7.70,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.40
13143,0.00,0.00,14.70,7,0.33,1389,57.6,20.3,0.00,0.00,10.76,16,11.29,16.00,73,5.51,-9.18,7.61,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.50
13239,0.00,0.00,14.70,7,0.33,1402,57.6,20.3,0.00,0.00,10.80,16,11.29,14.00,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.50
13335,0.00,0.00,14.70,7,0.33,1390,57.6,20.3,0.00,0.00,10.81,16,11.29,15.50,73,5.51,-9.18,7.61,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,11.50
13430,0.00,0.00,14.70,7,0.33,1380,57.6,20.3,0.00,0.00,10.82,16,11.29,16.50,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.60
13527,0.00,0.00,14.70,7,0.33,1391,57.6,21.0,0.00,0.00,10.85,16,11.29,14.50,73,5.51,-9.18,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.70
13622,0.00,0.00,14.70,7,0.33,1402,57.4,20.3,0.00,0.00,10.86,16,11.29,14.00,73,5.51,-9.18,7.65,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,11.70
13719,0.00,0.00,14.70,7,0.33,1394,57.2,20.2,0.00,0.00,10.87,16,11.29,15.50,73,5.51,-9.18,7.53,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.70
13814,0.00,0.00,14.70,7,0.34,1377,57.2,20.2,0.00,0.00,10.90,16,11.29,16.50,73,5.51,-9.18,7.65,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,11.80
13909,0.00,0.00,14.70,7,0.33,1376,57.2,20.2,0.00,0.00,10.92,16,11.29,15.50,73,5.51,-9.17,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.80
14006,0.00,0.00,14.70,7,0.34,1394,57.2,20.2,0.00,0.00,10.94,16,11.29,14.00,73,5.51,-9.17,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.90
14102,0.00,0.00,14.70,7,0.33,1381,57.1,20.2,0.00,0.00,10.96,16,11.29,16.00,73,5.51,-9.17,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.90
14198,0.00,0.00,14.70,7,0.33,1384,57.1,20.2,0.00,0.00,10.96,16,11.29,16.00,73,5.51,-9.17,7.70,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.90
14294,0.00,0.00,14.70,7,0.33,1378,57.2,20.2,0.00,0.00,10.99,16,11.29,14.00,73,5.51,-9.15,7.61,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,11.90
14390,0.00,0.00,14.70,7,0.33,1377,57.1,20.2,0.00,0.00,11.00,16,11.29,15.50,73,5.51,-9.17,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.00
14485,0.00,0.00,14.70,7,0.33,1388,57.1,20.2,0.00,0.00,11.02,16,11.29,14.00,73,5.51,-9.15,7.61,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.00
14581,0.00,0.00,14.70,7,0.33,1390,57.2,20.2,0.00,0.00,11.04,16,11.29,14.00,73,5.51,-9.17,7.61,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.10
14678,0.00,0.00,14.70,7,0.33,1380,57.1,20.2,0.00,0.00,11.05,16,11.29,15.00,73,5.51,-9.15,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.20
14774,0.00,0.00,14.70,7,0.33,1373,57.1,20.2,0.00,0.00,11.08,16,11.29,14.50,73,5.51,-9.13,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.10
14869,0.00,0.00,14.70,7,0.34,1383,57.1,20.2,0.00,0.00,11.09,16,11.29,14.50,73,5.66,-9.13,7.70,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.20
14966,0.00,0.00,14.70,7,0.34,1382,57.2,20.2,0.00,0.00,11.10,16,11.29,15.50,73,5.66,-9.09,7.81,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.10
15062,0.00,0.00,14.70,7,0.33,1385,57.2,20.2,0.00,0.00,11.12,16,11.29,14.00,73,5.66,-9.09,7.78,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.20
15157,0.00,0.00,14.70,7,0.33,1382,57.1,20.2,0.00,0.00,11.13,16,11.29,13.00,73,5.66,-9.09,7.70,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.20
15254,0.00,0.00,14.70,7,0.33,1400,57.1,20.2,0.00,0.00,11.14,16,11.29,12.50,73,5.66,-9.09,7.78,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.30
15349,0.00,0.00,14.70,7,0.33,1398,57.1,20.2,0.00,0.00,11.17,16,11.29,13.00,73,5.51,-9.11,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.40
15446,0.00,0.00,14.70,7,0.33,1394,57.1,20.1,0.00,0.00,11.18,16,11.29,13.50,73,5.51,-9.15,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.30
15542,0.00,0.00,14.70,7,0.33,1378,57.2,20.2,0.00,0.00,11.18,16,11.29,13.50,73,5.51,-9.15,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.30
15637,0.00,0.00,14.70,7,0.33,1394,57.2,20.2,0.00,0.00,11.21,16,11.29,14.00,73,5.51,-9.13,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.40
15733,0.00,0.00,14.70,7,0.33,1396,57.1,20.2,0.00,0.00,11.22,16,11.29,13.50,73,5.51,-9.13,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.40
15830,0.00,0.00,14.70,7,0.33,1402,57.1,20.2,0.00,0.00,11.24,16,11.29,13.50,73,5.51,-9.17,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.40
15925,0.00,0.00,14.70,7,0.33,1408,57.1,20.1,0.00,0.00,11.25,16,11.29,13.00,73,5.51,-9.17,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.50
16021,0.00,0.00,14.70,7,0.33,1390,57.1,20.2,0.00,0.00,11.26,16,11.29,14.50,73,5.51,-9.17,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.70
16117,0.00,0.00,14.70,7,0.33,1398,57.2,20.2,0.00,0.00,11.28,16,11.29,15.00,73,5.51,-9.17,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.60
16213,0.00,0.00,14.70,7,0.33,1404,57.2,20.2,0.00,0.00,11.29,16,11.29,14.50,73,5.51,-9.15,7.70,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.60
16309,0.00,0.00,14.70,7,0.33,1396,57.2,20.2,0.00,0.00,11.30,16,11.29,14.00,73,5.51,-9.17,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.60
16405,0.00,0.00,14.70,7,0.33,1402,57.1,20.2,0.00,0.00,11.32,16,11.29,13.50,73,5.51,-9.18,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.50
16500,0.00,0.00,14.70,7,0.33,1406,57.2,20.2,0.00,0.00,11.33,16,11.29,13.50,73,5.51,-9.17,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.40
16597,0.00,0.00,14.70,7,0.33,1395,57.1,20.2,0.00,0.00,11.35,16,11.29,15.50,73,5.51,-9.18,7.70,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.40
16693,0.00,0.00,14.70,7,0.33,1401,57.1,20.2,0.00,0.00,11.36,16,11.29,14.00,73,5.51,-9.17,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.40
16788,0.00,0.00,14.70,7,0.33,1396,57.1,20.2,0.00,0.00,11.37,16,11.29,13.00,73,5.51,-9.18,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.50
16885,0.00,0.00,14.70,7,0.33,1394,57.2,20.2,0.00,0.00,11.39,16,11.29,15.00,73,5.51,-9.18,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.60
16980,0.00,0.00,14.70,7,0.33,1394,57.2,20.2,0.00,0.00,11.40,16,11.29,14.50,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.50
17076,0.00,0.00,14.70,7,0.33,1396,57.2,20.2,0.00,0.00,11.41,16,11.29,14.50,73,5.51,-9.18,7.70,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.50
17173,0.00,0.00,14.59,7,0.33,1402,57.1,20.2,0.00,0.00,11.43,16,11.29,14.00,73,5.51,-9.18,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.60
17268,0.00,0.00,14.59,7,0.33,1391,57.1,20.2,0.00,0.00,11.44,16,11.29,14.00,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.60
17364,0.00,0.00,14.59,7,0.33,1401,57.1,20.1,0.00,0.00,11.46,16,11.29,14.00,73,5.51,-9.18,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,12.70
17460,0.00,0.00,14.59,7,0.33,1404,57.1,20.1,0.00,0.00,11.47,16,11.29,14.00,73,5.51,-9.18,7.61,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.70
17556,0.00,0.00,14.59,7,0.32,1399,57.1,20.1,0.00,0.00,11.48,16,11.29,14.00,73,5.51,-9.18,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,12.70
17652,0.00,0.00,14.59,7,0.33,1390,57.1,20.2,0.00,0.00,11.50,16,11.29,13.50,73,5.51,-9.22,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.80
17749,0.00,0.00,14.59,7,0.33,1393,57.1,20.2,0.00,0.00,11.51,16,11.29,15.00,73,5.51,-9.20,7.65,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,12.70
17844,0.00,0.00,14.59,7,0.33,1398,57.1,20.2,0.00,0.00,11.52,16,11.29,15.50,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.80
17940,0.00,0.00,14.59,7,0.33,1391,57.1,20.1,0.00,0.00,11.53,16,11.29,15.00,73,5.51,-9.20,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.80
18036,0.00,0.00,14.59,7,0.33,1401,57.2,20.2,0.00,0.00,11.54,16,11.29,14.00,73,5.51,-9.20,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.80
18132,0.00,0.00,14.59,7,0.33,1396,57.2,20.2,0.00,0.00,11.56,16,11.29,14.50,73,5.51,-9.20,7.61,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.80
18227,0.00,0.00,14.47,7,0.33,1398,57.1,20.2,0.00,0.00,11.57,16,11.29,15.50,73,5.51,-9.18,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.90
18324,0.00,0.00,14.47,7,0.33,1397,57.1,20.2,0.00,0.00,11.58,16,11.29,14.00,73,5.51,-9.18,7.61,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.90
18419,0.00,0.00,14.47,7,0.33,1396,57.1,20.1,0.00,0.00,11.60,16,11.29,14.50,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.90
18515,0.00,0.00,14.47,7,0.33,1387,57.1,20.2,0.00,0.00,11.61,16,11.29,14.50,73,5.51,-9.20,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.90
18612,0.00,0.00,14.47,7,0.33,1397,57.2,20.2,0.00,0.00,11.62,16,11.29,15.00,73,5.51,-9.20,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.80
18707,0.00,0.00,14.47,7,0.33,1396,57.1,20.2,0.00,0.00,11.64,16,11.29,14.00,73,5.51,-9.20,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,12.80
18803,0.00,0.00,14.47,7,0.33,1384,57.1,20.2,0.00,0.00,11.65,16,11.29,15.50,73,5.51,-9.18,7.65,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,12.80
18899,0.00,0.00,14.47,7,0.33,1389,57.2,20.2,0.00,0.00,11.66,16,11.29,14.00,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.90
18995,0.00,0.00,14.36,7,0.33,1393,57.1,20.2,0.00,0.00,11.68,16,11.29,14.50,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.80
19091,0.00,0.00,14.36,7,0.33,1394,57.1,20.2,0.00,0.00,11.69,16,11.29,15.50,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.80
19188,0.00,0.00,14.36,7,0.32,1388,57.1,20.1,0.00,0.00,11.70,16,11.29,15.00,73,5.51,-9.20,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.00
19284,0.00,0.00,14.36,7,0.32,1388,57.1,20.1,0.00,0.00,11.71,16,11.29,14.00,73,5.51,-9.20,7.61,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,12.90
19380,0.00,0.00,14.36,7,0.33,1397,57.1,20.1,0.00,0.00,11.72,16,11.29,14.00,73,5.51,-9.18,7.61,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.90
19475,0.00,0.00,14.36,7,0.33,1392,57.1,20.2,0.00,0.00,11.74,16,11.29,14.50,73,5.51,-9.18,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.00
19571,0.00,0.00,14.24,7,0.33,1375,57.1,20.2,0.00,0.00,11.75,16,11.29,16.50,73,5.51,-9.18,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.00
19667,0.00,0.00,14.24,7,0.33,1388,57.2,20.2,0.00,0.00,11.76,16,11.29,14.50,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.00
19763,0.00,0.00,14.24,7,0.33,1392,57.2,20.2,0.00,0.00,11.78,16,11.29,14.00,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.00
19859,0.00,0.00,14.24,7,0.33,1386,57.2,20.2,0.00,0.00,11.79,16,11.29,15.00,73,5.51,-9.18,7.65,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.00
19955,0.00,0.00,14.24,7,0.33,1384,57.2,20.2,0.00,0.00,11.80,16,11.29,15.00,73,5.51,-9.20,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,12.90
20051,0.00,0.00,14.24,7,0.33,1404,57.1,20.2,0.00,0.00,11.81,16,11.29,13.00,73,5.51,-9.20,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.00
20147,0.00,0.00,14.13,7,0.33,1398,57.1,20.2,0.00,0.00,11.82,16,11.29,13.50,73,5.51,-9.20,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.10
20243,0.00,0.00,14.13,7,0.33,1399,57.1,20.2,0.00,0.00,11.84,16,11.29,14.00,73,5.51,-9.18,7.48,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.10
20339,0.00,0.00,14.13,7,0.33,1386,57.2,20.2,0.00,0.00,11.85,16,11.29,14.00,73,5.51,-9.20,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.20
20435,0.00,0.00,14.13,7,0.33,1376,57.1,20.2,0.00,0.00,11.86,16,11.29,16.00,73,5.51,-9.18,7.65,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.30
20530,0.00,0.00,14.13,7,0.33,1385,57.2,20.2,0.00,0.00,11.88,16,11.29,14.50,73,5.51,-9.18,7.48,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.30
20627,0.00,0.00,14.01,7,0.33,1399,57.2,20.2,0.00,0.00,11.89,16,11.29,13.00,73,5.51,-9.18,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.30
20723,0.00,0.00,14.01,7,0.33,1400,57.2,20.2,0.00,0.00,11.90,16,11.29,14.50,73,5.51,-9.20,7.61,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.40
20819,0.00,0.00,14.01,7,0.33,1390,57.2,20.2,0.00,0.00,11.91,16,11.29,14.50,73,5.51,-9.18,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.40
20915,0.00,0.00,14.01,7,0.33,1384,57.1,20.2,0.00,0.00,11.93,16,11.29,14.00,73,5.51,-9.20,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.40
21010,0.00,0.00,14.01,7,0.33,1386,57.1,20.2,0.00,0.00,11.94,16,11.29,15.00,73,5.51,-9.18,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.50
21107,0.00,0.00,14.01,7,0.33,1378,57.1,20.2,0.00,0.00,11.95,16,11.29,15.50,73,5.51,-9.18,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.40
21202,0.00,0.00,13.90,7,0.32,1380,57.1,20.1,0.00,0.00,11.97,16,11.29,15.50,73,5.51,-9.18,7.61,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.40
21298,0.00,0.00,13.90,7,0.33,1399,57.1,20.2,0.00,0.00,11.98,16,11.29,13.00,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.40
21394,0.00,0.00,13.90,7,0.33,1396,57.2,20.2,0.00,0.00,11.98,16,11.29,13.50,73,5.51,-9.20,7.48,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.40
21490,0.00,0.00,13.90,7,0.32,1386,57.2,20.2,0.00,0.00,12.00,16,11.29,14.50,73,5.51,-9.22,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.20
21586,0.00,0.00,13.90,7,0.33,1383,57.2,20.2,0.00,0.00,12.01,16,11.29,13.00,73,5.51,-9.22,7.48,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.20
21682,0.00,0.00,13.90,7,0.33,1394,57.2,20.2,0.00,0.00,12.02,16,11.29,14.00,73,5.51,-9.22,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.30
21779,0.00,0.00,13.90,7,0.33,1379,57.1,20.2,0.00,0.00,12.04,16,11.29,16.50,73,5.51,-9.20,7.61,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.30
21874,0.00,0.00,13.90,7,0.33,1383,57.2,20.2,0.00,0.00,12.05,16,11.29,14.50,73,5.51,-9.20,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.40
21970,0.00,0.00,13.90,7,0.33,1370,57.1,20.2,0.00,0.00,12.06,16,11.29,14.50,73,5.51,-9.18,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.50
22066,0.00,0.00,13.90,7,0.33,1380,57.1,20.2,0.00,0.00,12.08,16,11.29,15.00,73,5.51,-9.18,7.61,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.60
22162,0.00,0.00,13.90,7,0.33,1381,57.2,20.2,0.00,0.00,12.09,16,11.29,15.50,73,5.51,-9.17,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.60
22258,0.00,0.00,13.90,7,0.33,1374,57.1,20.2,0.00,0.00,12.10,16,11.29,15.50,73,5.51,-9.17,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.80
22354,0.00,0.00,13.90,7,0.33,1376,57.1,20.2,0.00,0.00,12.11,16,11.29,15.00,73,5.51,-9.17,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.80
22450,0.00,0.00,13.78,7,0.33,1384,57.1,20.1,0.00,0.00,12.12,16,11.29,14.00,73,5.51,-9.17,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.80
22545,0.00,0.00,13.90,7,0.33,1374,57.1,20.1,0.00,0.00,12.13,16,11.29,15.00,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.80
22642,0.00,0.00,13.78,7,0.33,1376,57.1,20.1,0.00,0.00,12.15,16,11.29,15.00,73,5.51,-9.17,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.80
22737,0.00,0.00,13.78,7,0.33,1384,57.1,20.1,0.00,0.00,12.16,16,11.29,14.00,73,5.51,-9.17,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.80
22833,0.00,0.00,13.78,7,0.34,1372,57.1,20.2,0.00,0.00,12.17,16,11.29,15.00,73,5.51,-9.17,7.61,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.70
22930,0.00,0.00,13.78,7,0.33,1368,57.1,20.2,0.00,0.00,12.19,16,11.29,15.50,73,5.51,-9.15,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.70
23026,0.00,0.00,13.78,7,0.34,1368,57.1,20.2,0.00,0.00,12.20,16,11.29,14.00,73,5.51,-9.17,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.60
23121,0.00,0.00,13.78,7,0.34,1372,57.1,20.1,0.00,0.00,12.21,16,11.29,15.00,73,5.51,-9.17,7.70,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.70
23217,0.00,0.00,13.78,7,0.34,1378,57.1,20.1,0.00,0.00,12.22,16,11.29,14.50,73,5.66,-9.13,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.80
23314,0.00,0.00,13.78,7,0.34,1368,57.1,20.1,0.00,0.00,12.22,16,11.29,15.00,73,5.51,-9.13,7.70,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.90
23409,0.00,0.00,13.78,7,0.33,1376,57.2,20.2,0.00,0.00,12.22,16,11.29,14.00,73,5.51,-9.15,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.90
23505,0.00,0.00,13.78,7,0.33,1390,57.2,20.2,0.00,0.00,12.22,16,11.29,13.00,73,5.51,-9.17,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.90
23601,0.00,0.00,13.67,7,0.33,1374,57.2,20.2,0.00,0.00,12.22,16,11.29,14.00,73,5.51,-9.15,7.65,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,14.00
23698,0.00,0.00,13.67,7,0.33,1387,57.1,20.2,0.00,0.00,12.22,16,11.29,14.50,73,5.51,-9.17,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.90
23794,0.00,0.00,13.67,7,0.33,1383,57.1,20.2,0.00,0.00,12.22,16,11.29,13.00,73,5.51,-9.18,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.90
23890,0.00,0.00,13.67,7,0.33,1380,57.1,20.1,0.00,0.00,12.22,16,11.29,14.50,73,5.51,-9.18,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.90
23985,0.00,0.00,13.67,7,0.33,1386,57.1,20.1,0.00,0.00,12.22,16,11.29,14.00,73,5.51,-9.17,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.70
24081,0.00,0.00,13.55,7,0.33,1381,57.1,20.1,0.00,0.00,12.22,16,11.29,14.50,73,5.51,-9.17,7.48,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.70
24177,0.00,0.00,13.55,7,0.33,1373,57.1,20.1,0.00,0.00,12.22,16,11.29,15.50,73,5.51,-9.18,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.80
24274,0.00,0.00,13.55,7,0.33,1381,57.1,20.1,0.00,0.00,12.22,16,11.29,14.00,73,5.51,-9.18,7.53,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.70
24369,0.00,0.00,13.44,7,0.33,1391,57.1,20.1,0.00,0.00,12.22,16,11.29,13.50,73,5.51,-9.18,7.53,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.80
24466,0.00,0.00,13.44,7,0.34,1377,57.1,20.1,0.00,0.00,12.22,16,11.29,15.50,73,5.51,-9.18,7.61,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.80
24561,0.00,0.00,13.44,7,0.33,1372,57.1,20.1,0.00,0.00,12.22,16,11.29,15.50,73,5.51,-9.17,7.48,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.90
24657,0.00,0.00,13.32,7,0.33,1370,57.1,20.1,0.00,0.00,12.22,16,11.29,14.00,73,5.51,-9.17,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.90
24753,0.00,0.00,13.32,7,0.33,1379,57.1,20.1,0.00,0.00,12.22,16,11.29,14.00,73,5.51,-9.17,7.61,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.90
24849,0.00,0.00,13.32,7,0.33,1379,57.1,20.2,0.00,0.00,12.22,16,11.29,15.00,73,5.51,-9.17,7.57,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.90
24945,0.00,0.00,13.21,7,0.33,1362,57.1,20.2,0.00,0.00,12.22,16,11.29,16.00,73,5.51,-9.15,7.61,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,13.90
25041,0.00,0.00,13.32,7,0.33,1368,57.1,20.2,0.00,0.00,12.22,16,11.29,15.50,73,5.51,-9.17,7.61,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,13.90
