Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%)
435021,14.47,0.39,2347,0.00,0.00,16,39.06,39.00,12.04,30.60,-0.39,1.06,13.68,0.00
435208,14.59,0.39,2346,0.00,0.00,16,40.12,40.00,11.90,29.93,-0.39,1.06,13.68,0.00
435411,14.47,0.38,2346,0.00,0.00,16,40.12,40.00,11.90,30.05,-0.39,1.06,13.68,0.00
435599,14.70,0.38,2364,0.00,0.00,16,40.47,40.00,11.75,30.16,-0.39,1.06,13.76,0.00
435786,14.70,0.39,2365,0.00,0.00,16,39.41,39.50,11.75,30.27,-0.39,1.06,13.76,0.00
435974,13.67,0.38,2360,0.00,0.00,16,40.47,40.00,11.75,29.83,-0.39,1.04,13.68,0.00
436161,14.59,0.35,2364,0.00,0.00,16,43.28,43.00,11.17,27.79,-1.60,0.98,13.76,0.00
436364,13.90,0.32,2374,0.00,0.00,16,43.98,43.50,10.45,26.10,-2.51,0.96,13.76,0.00
436552,13.90,0.29,2376,0.00,0.00,16,44.69,45.00,9.72,23.34,-3.11,0.94,13.76,0.00
436753,14.36,0.27,2402,0.00,0.00,16,45.74,45.00,9.14,22.07,-3.11,0.90,13.76,0.00
436942,13.78,0.26,2404,0.00,0.00,16,45.39,45.00,8.71,20.50,-3.11,0.90,13.76,0.00
437130,13.67,0.25,2405,0.00,0.00,16,44.69,44.50,8.27,19.82,-3.11,0.88,13.84,0.00
437321,13.55,0.23,2388,0.00,0.00,16,43.98,43.50,7.69,18.18,-3.11,0.84,13.76,0.00
437515,13.09,0.20,2394,0.00,0.00,16,42.58,42.50,7.11,15.40,-3.11,0.82,13.76,0.00
437695,13.32,0.18,2391,0.00,0.00,16,38.01,38.00,6.82,14.79,-3.11,0.82,13.76,0.00
437899,13.67,0.20,2396,0.00,0.00,16,39.77,41.00,6.67,15.77,-3.11,0.82,13.76,0.00
438086,13.32,0.18,2390,0.00,0.00,16,29.92,29.50,6.53,13.42,-3.11,0.82,13.76,0.00
438274,13.55,0.18,2414,0.00,0.00,16,36.25,33.00,6.38,14.79,-3.11,0.82,13.68,0.00
438461,14.01,0.18,2408,0.00,0.00,16,29.92,33.50,6.38,14.09,-3.11,0.82,13.76,0.00
438649,13.90,0.19,2403,0.00,0.00,16,35.20,34.00,6.24,14.98,-3.11,0.82,13.68,0.00
438852,13.67,0.18,2425,0.00,0.00,16,32.38,33.50,6.24,14.60,-3.11,0.82,13.76,0.00
439039,13.90,0.18,2425,0.00,0.00,16,27.81,30.50,6.24,14.28,-3.11,0.82,13.68,0.00
439227,14.47,0.19,2418,0.00,0.00,16,33.44,32.50,6.24,14.98,-3.11,0.82,13.76,0.00
439415,13.90,0.17,2434,0.00,0.00,16,24.30,24.00,6.24,13.71,-3.11,0.82,13.68,0.00
439619,14.59,0.18,2448,0.00,0.00,16,29.92,29.00,6.24,14.47,-3.11,0.82,13.76,0.00
439796,14.59,0.18,2440,0.00,0.00,16,33.44,33.00,6.24,14.98,-3.11,0.82,13.76,0.00
439999,14.47,0.19,2433,0.00,0.00,16,35.55,35.50,6.24,15.18,-3.11,0.82,13.76,0.00
440186,14.13,0.18,2447,0.00,0.00,16,32.73,32.50,6.24,14.66,-3.11,0.82,13.84,0.00
440374,14.47,0.19,2445,0.00,0.00,16,35.20,36.00,6.24,15.05,-3.11,0.82,13.76,0.00
440561,14.13,0.19,2453,0.00,0.00,16,35.20,36.50,6.24,15.41,-3.11,0.82,13.76,0.00
440764,14.13,0.19,2460,0.00,0.00,16,35.55,38.00,6.24,14.66,-3.11,0.82,13.84,0.00
440952,14.36,0.18,2468,0.00,0.00,16,37.30,35.50,6.24,15.48,-3.11,0.82,13.76,0.00
441155,14.01,0.19,2458,0.00,0.00,16,34.14,33.00,6.38,15.06,-3.11,0.84,13.76,0.00
441342,14.81,0.18,2462,0.00,0.00,16,23.95,24.00,6.38,14.86,-3.42,0.84,13.76,0.00
441534,14.81,0.19,2465,0.00,0.00,16,31.33,35.50,6.38,15.55,-3.42,0.84,13.76,0.00
441722,14.93,0.19,2457,0.00,0.00,16,37.66,33.00,6.38,15.19,-3.42,0.84,13.68,0.00
441925,14.70,0.20,2456,0.00,0.00,16,41.52,42.00,6.53,16.29,-3.42,0.84,13.76,0.00
442112,14.47,0.20,2449,0.00,0.00,16,42.93,43.00,6.67,17.03,-3.42,0.84,13.68,0.00
442300,14.24,0.21,2477,0.00,0.00,16,43.28,42.50,6.67,17.03,-3.42,0.86,13.76,0.00
442492,14.47,0.21,2455,0.00,0.00,16,43.28,43.00,6.82,17.48,-3.42,0.86,13.68,0.00
442680,14.13,0.21,2466,0.00,0.00,16,43.28,43.00,6.82,17.86,-3.42,0.86,13.76,0.00
442867,14.59,0.21,2482,0.00,0.00,16,43.28,43.00,6.96,17.34,-3.42,0.88,13.68,0.00
443055,14.47,0.26,2496,0.00,0.00,16,45.04,45.00,7.25,21.80,-3.42,0.98,13.76,0.00
443258,14.47,0.33,2494,0.00,0.00,16,43.63,43.50,9.14,27.68,-1.90,1.08,13.76,0.00
443445,14.24,0.40,2495,0.00,0.00,16,39.41,39.00,10.88,32.51,1.45,1.12,13.76,0.00
443633,14.36,0.43,2510,0.00,0.00,16,37.30,37.00,11.90,35.20,1.76,1.14,13.76,0.00
443828,13.90,0.43,2518,0.00,0.00,16,36.60,36.50,12.33,35.82,1.76,1.14,13.76,0.00
444021,14.59,0.44,2533,0.00,0.00,16,35.55,36.50,12.48,36.81,1.76,1.14,13.68,0.00
444213,14.36,0.44,2527,0.00,0.00,16,35.55,35.50,12.77,37.05,0.83,1.12,13.84,0.00
444406,14.59,0.41,2546,0.00,0.00,16,38.01,37.50,12.19,34.45,0.23,1.06,13.76,0.00
444595,14.47,0.38,2554,0.00,0.00,16,40.47,40.00,11.61,32.29,-1.60,1.04,13.76,0.00
444784,14.36,0.37,2543,0.00,0.00,16,41.52,41.50,11.32,31.62,-1.60,1.02,13.76,0.00
444974,13.90,0.36,2572,0.00,0.00,16,41.88,41.50,11.17,31.05,-1.90,1.02,13.84,0.00
445165,14.01,0.36,2558,0.00,0.00,16,42.23,42.00,10.88,30.38,-2.20,1.02,13.76,0.00
445355,14.01,0.35,2563,0.00,0.00,16,42.58,42.50,10.74,29.93,-1.90,1.02,13.68,0.00
445547,14.01,0.36,2582,0.00,0.00,16,42.58,42.50,10.74,30.38,-2.20,1.02,13.76,0.00
445742,13.67,0.35,2569,0.00,0.00,16,42.93,42.50,10.74,29.93,-2.20,1.02,13.68,0.00
445929,13.90,0.35,2576,0.00,0.00,16,42.93,42.50,10.59,30.72,-2.20,1.02,13.76,0.00
446117,13.67,0.34,2575,0.00,0.00,16,43.28,42.50,10.59,29.49,-2.20,1.02,13.68,0.00
446304,14.13,0.35,2598,0.00,0.00,16,42.58,42.50,10.59,30.83,-2.20,1.02,13.68,0.00
446492,13.78,0.35,2582,0.00,0.00,16,42.58,42.50,10.74,30.72,-2.20,1.02,13.68,0.00
446694,13.67,0.35,2600,0.00,0.00,16,42.93,42.50,10.74,30.49,-2.20,1.02,13.76,0.00
446872,14.24,0.35,2593,0.00,0.00,16,42.58,42.50,10.59,30.72,-2.20,1.02,13.68,0.00
447075,13.78,0.36,2592,0.00,0.00,16,42.23,42.00,10.74,30.83,-2.20,1.02,13.76,0.00
447262,13.78,0.36,2604,0.00,0.00,16,42.58,42.50,10.74,30.94,-2.20,1.02,13.84,0.00
447450,13.67,0.36,2590,0.00,0.00,16,42.23,42.00,10.74,30.72,-2.20,1.02,13.84,0.00
447637,13.78,0.36,2612,0.00,0.00,16,42.23,42.00,10.74,30.16,-2.20,1.02,13.76,0.00
447840,13.78,0.36,2598,0.00,0.00,16,42.23,42.50,10.74,31.06,-2.20,1.02,13.76,0.00
448028,13.67,0.35,2611,0.00,0.00,16,42.93,42.50,10.59,30.26,-2.20,1.00,13.76,0.00
448215,14.01,0.33,2596,0.00,0.00,16,43.28,43.00,10.45,28.85,-2.82,1.00,13.76,0.00
448403,13.90,0.33,2610,0.00,0.00,16,43.63,43.50,10.16,28.20,-3.11,0.98,13.76,0.00
448606,14.01,0.31,2587,0.00,0.00,16,43.98,43.50,9.72,27.47,-3.42,0.94,13.76,0.00
448793,13.90,0.27,2608,0.00,0.00,16,45.04,44.50,9.00,24.22,-3.73,0.92,13.68,0.00
448981,14.01,0.27,2586,0.00,0.00,16,45.04,45.00,8.56,23.06,-3.73,0.90,13.76,0.00
449169,13.78,0.25,2590,0.00,0.00,16,44.69,44.50,8.27,21.44,-3.73,0.88,13.68,0.00
449356,13.55,0.24,2578,0.00,0.00,16,44.34,44.00,7.84,20.50,-3.73,0.88,13.76,0.00
449575,14.01,0.22,2585,0.00,0.00,16,43.63,43.50,7.69,18.71,-3.73,0.86,13.68,0.00
449747,14.13,0.22,2570,0.00,0.00,16,43.98,43.50,7.25,18.50,-3.73,0.86,13.68,0.00
449934,13.55,0.18,2576,0.00,0.00,16,37.30,29.50,6.82,16.29,-3.73,0.82,13.76,0.00
450137,13.90,0.18,2551,0.00,0.00,16,33.79,29.50,6.24,14.73,-3.73,0.82,13.76,0.00
450325,13.44,0.17,2534,0.00,0.00,16,28.52,26.50,6.24,15.62,-3.73,0.82,13.76,0.00
453169,24.23,0.10,2404,0.00,0.00,16,-7.34,-10.50,3.92,7.33,-3.11,0.66,13.76,0.00
453372,24.23,0.10,2397,0.00,0.00,16,-9.80,-10.00,4.35,7.32,-3.11,0.70,13.76,0.00
453559,24.00,0.11,2395,0.00,0.00,16,-7.34,-3.50,4.50,9.62,-3.11,0.72,13.84,0.00
453747,23.89,0.12,2364,0.00,0.00,16,1.45,1.00,4.79,10.05,-3.11,0.74,13.76,0.00
453943,15.27,0.16,2375,0.00,0.00,16,18.32,21.50,4.93,12.97,-3.11,0.80,13.76,0.00
454123,14.93,0.18,2400,0.00,0.00,16,31.33,32.00,5.80,14.59,-3.11,0.84,13.84,0.00
454326,14.01,0.21,2375,0.00,0.00,16,42.58,42.50,6.38,15.78,-3.11,0.86,13.76,0.00
454514,14.01,0.21,2386,0.00,0.00,16,42.93,42.50,6.82,17.11,-3.11,0.86,13.76,0.00
454701,14.24,0.21,2390,0.00,0.00,16,42.93,42.50,7.11,16.29,-3.11,0.86,13.76,0.00
454888,14.59,0.22,2388,0.00,0.00,16,43.28,43.00,7.25,17.55,-3.11,0.88,13.84,0.00
455078,14.47,0.22,2380,0.00,0.00,16,42.58,41.00,7.40,15.70,-3.11,0.88,13.76,0.00
455281,14.81,0.23,2382,0.00,0.00,16,43.98,43.50,7.40,18.57,-3.11,0.88,13.84,0.00
455468,14.59,0.22,2381,0.00,0.00,16,43.63,43.50,7.55,18.41,-3.11,0.88,13.68,0.00
455656,14.59,0.24,2410,0.00,0.00,16,44.34,44.00,7.55,19.04,-3.11,0.88,13.76,0.00
455851,14.47,0.23,2408,0.00,0.00,16,43.98,43.50,7.69,18.72,-3.11,0.90,13.68,0.00
456038,14.70,0.24,2418,0.00,0.00,16,44.34,44.00,7.84,19.50,-3.11,0.90,13.76,0.00
456226,14.59,0.24,2424,0.00,0.00,16,44.34,44.50,7.84,19.35,-3.11,0.90,13.76,0.00
456413,14.59,0.21,2416,0.00,0.00,16,43.63,43.00,7.69,17.26,-3.11,0.86,13.68,0.00
456616,14.59,0.20,2414,0.00,0.00,16,41.88,36.50,7.11,15.85,-3.11,0.84,13.76,0.00
456797,14.81,0.19,2436,0.00,0.00,16,38.01,41.00,6.67,15.55,-3.11,0.82,13.68,0.00
456984,14.47,0.19,2441,0.00,0.00,16,37.30,34.50,6.53,15.26,-3.11,0.82,13.84,0.00
457187,14.70,0.18,2460,0.00,0.00,16,34.49,34.00,6.38,15.06,-3.11,0.82,13.76,0.00
457375,14.13,0.18,2436,0.00,0.00,16,28.16,26.00,6.09,13.78,-3.11,0.80,13.76,0.00
457562,14.47,0.17,2448,0.00,0.00,16,23.24,21.00,5.95,13.45,-3.42,0.80,13.84,0.00
457751,14.93,0.17,2452,0.00,0.00,16,25.00,25.00,5.80,13.71,-3.11,0.80,13.76,0.00
457938,14.59,0.15,2426,0.00,0.00,16,15.16,15.00,5.66,12.41,-3.11,0.78,13.84,0.00
458141,14.81,0.16,2418,0.00,0.00,16,17.27,17.00,5.51,12.90,-3.11,0.78,13.76,0.00
458329,15.39,0.16,2414,0.00,0.00,16,18.67,18.50,5.51,12.59,-3.42,0.78,13.76,0.00
458516,14.70,0.14,2435,0.00,0.00,16,9.18,6.00,5.51,10.64,-3.11,0.78,13.84,0.00
458707,15.16,0.15,2436,0.00,0.00,16,14.10,15.50,5.37,12.19,-3.11,0.78,13.76,0.00
458895,15.50,0.16,2426,0.00,0.00,16,18.67,19.00,5.51,12.79,-3.11,0.78,13.76,0.00
459097,14.36,0.16,2440,0.00,0.00,16,16.91,17.00,5.51,12.75,-3.11,0.78,13.76,0.00
459284,14.47,0.15,2456,0.00,0.00,16,10.59,13.00,5.37,11.71,-3.11,0.78,13.76,0.00
459472,14.36,0.15,2435,0.00,0.00,16,15.16,16.50,5.37,12.64,-3.11,0.78,13.68,0.00
459675,14.36,0.16,2432,0.00,0.00,16,19.02,18.00,5.51,12.85,-3.11,0.78,13.76,0.00
459862,14.13,0.16,2430,0.00,0.00,16,18.67,18.50,5.66,12.75,-3.11,0.80,13.68,0.00
460052,14.59,0.18,2422,0.00,0.00,16,29.22,28.00,5.95,14.15,-3.11,0.82,13.76,0.00
460250,14.47,0.20,2398,0.00,0.00,16,42.58,42.50,6.38,16.22,-3.11,0.86,13.68,0.00
460434,14.24,0.24,2410,0.00,0.00,16,44.34,44.00,6.96,19.42,-3.11,0.92,13.76,0.00
460628,14.24,0.28,2406,0.00,0.00,16,45.74,45.50,8.13,22.07,-3.11,0.94,13.68,0.00
460814,14.70,0.28,2412,0.00,0.00,16,45.39,45.00,8.56,22.49,-3.11,0.96,13.76,0.00
461001,14.36,0.28,2418,0.00,0.00,16,45.39,45.00,8.71,22.96,-3.11,0.96,13.76,0.00
461189,14.36,0.28,2423,0.00,0.00,16,45.04,45.00,8.85,23.25,-3.11,0.96,13.76,0.00
461376,14.47,0.28,2425,0.00,0.00,16,45.04,45.00,8.85,23.44,-3.11,0.96,13.76,0.00
461579,14.59,0.28,2422,0.00,0.00,16,45.39,45.00,8.85,22.97,-3.11,0.94,13.84,0.00
461759,14.59,0.27,2429,0.00,0.00,16,45.39,45.50,8.56,21.00,-3.11,0.90,13.76,0.00
461962,14.47,0.25,2429,0.00,0.00,16,44.69,45.00,8.13,20.92,-3.11,0.90,13.84,0.00
462150,14.70,0.24,2428,0.00,0.00,16,44.69,44.50,7.98,19.66,-3.42,0.90,13.76,0.00
462337,14.81,0.25,2434,0.00,0.00,16,44.69,44.50,7.84,20.06,-3.42,0.90,13.84,0.00
462540,14.70,0.24,2436,0.00,0.00,16,44.34,44.00,7.84,19.26,-3.42,0.90,13.76,0.00
462728,14.70,0.23,2434,0.00,0.00,16,43.98,43.50,7.84,19.27,-3.42,0.90,13.84,0.00
462919,14.81,0.24,2429,0.00,0.00,16,44.34,44.00,7.84,19.35,-3.11,0.90,13.68,0.00
463112,14.59,0.24,2428,0.00,0.00,16,44.34,44.00,7.84,19.51,-3.11,0.90,13.68,0.00
463301,14.81,0.24,2432,0.00,0.00,16,44.34,44.00,7.84,19.59,-3.11,0.90,13.76,0.00
463489,14.70,0.25,2432,0.00,0.00,16,44.69,44.50,7.84,19.97,-3.42,0.90,13.68,0.00
463681,14.70,0.24,2444,0.00,0.00,16,43.98,44.50,7.84,19.35,-3.11,0.90,13.76,0.00
463868,14.70,0.23,2443,0.00,0.00,16,43.98,44.50,7.84,19.97,-3.42,0.90,13.68,0.00
464059,14.47,0.24,2444,0.00,0.00,16,44.34,44.00,7.84,19.35,-3.11,0.90,13.76,0.00
464246,14.70,0.24,2444,0.00,0.00,16,44.34,44.50,7.84,19.57,-3.42,0.90,13.76,0.00
464449,14.59,0.25,2444,0.00,0.00,16,44.69,44.50,7.84,19.97,-3.11,0.90,13.76,0.00
464637,14.36,0.25,2430,0.00,0.00,16,44.69,44.50,7.84,20.15,-3.42,0.90,13.84,0.00
464824,14.59,0.24,2432,0.00,0.00,16,44.69,44.50,7.69,20.15,-3.11,0.90,13.76,0.00
465012,14.36,0.23,2435,0.00,0.00,16,43.98,43.50,7.69,18.96,-3.42,0.90,13.84,0.00
465199,14.70,0.25,2431,0.00,0.00,16,44.69,44.50,7.69,20.23,-3.11,0.90,13.76,0.00
465391,14.59,0.24,2432,0.00,0.00,16,44.34,44.50,7.84,19.73,-3.11,0.90,13.76,0.00
465584,14.70,0.25,2427,0.00,0.00,16,44.69,44.50,7.84,20.06,-3.11,0.90,13.84,0.00
465786,14.47,0.23,2432,0.00,0.00,16,43.98,44.00,7.69,19.42,-3.11,0.90,13.76,0.00
465974,14.70,0.24,2443,0.00,0.00,16,44.34,44.00,7.69,19.51,-3.11,0.90,13.76,0.00
466162,14.81,0.24,2446,0.00,0.00,16,44.34,44.00,7.69,19.58,-3.11,0.88,13.76,0.00
466349,14.59,0.24,2441,0.00,0.00,16,44.69,44.50,7.69,19.66,-3.11,0.88,13.84,0.00
466552,14.24,0.25,2442,0.00,0.00,16,44.69,44.00,7.69,19.51,-3.11,0.88,13.76,0.00
466740,14.24,0.23,2445,0.00,0.00,16,43.63,43.50,7.69,17.94,-3.11,0.88,13.76,0.00
466934,14.81,0.24,2445,0.00,0.00,16,44.34,44.00,7.69,19.26,-3.11,0.88,13.76,0.00
467128,14.36,0.23,2445,0.00,0.00,16,43.98,43.50,7.69,19.04,-3.11,0.88,13.84,0.00
467315,14.59,0.23,2439,0.00,0.00,16,43.98,43.50,7.69,17.71,-3.11,0.88,13.76,0.00
467509,14.81,0.23,2439,0.00,0.00,16,43.98,43.50,7.69,18.80,-3.11,0.88,13.76,0.00
467692,14.36,0.24,2442,0.00,0.00,16,44.34,44.00,7.69,19.58,-3.11,0.88,13.76,0.00
467879,14.47,0.24,2444,0.00,0.00,16,44.34,44.00,7.69,19.73,-3.11,0.88,13.76,0.00
468082,14.13,0.24,2422,0.00,0.00,16,44.34,44.00,7.69,19.11,-3.11,0.88,13.76,0.00
468270,14.47,0.24,2429,0.00,0.00,16,44.34,44.00,7.69,19.20,-3.11,0.88,13.76,0.00
468457,14.70,0.24,2440,0.00,0.00,16,44.34,43.50,7.69,18.95,-3.11,0.88,13.76,0.00
468649,14.59,0.23,2436,0.00,0.00,16,43.63,43.50,7.69,17.86,-3.11,0.88,13.84,0.00
468837,14.81,0.23,2430,0.00,0.00,16,43.63,43.00,7.69,17.64,-3.11,0.88,13.84,0.00
469026,15.04,0.24,2430,0.00,0.00,16,44.34,44.00,7.69,19.66,-3.11,0.90,13.84,0.00
469229,14.70,0.26,2426,0.00,0.00,16,45.04,45.00,7.98,20.50,-3.11,0.92,13.76,0.00
469416,14.70,0.28,2435,0.00,0.00,16,45.74,45.50,8.42,21.98,-3.11,0.94,13.76,0.00
469604,14.47,0.29,2435,0.00,0.00,16,45.39,45.00,8.71,23.34,-3.11,0.96,13.68,0.00
469792,14.59,0.30,2424,0.00,0.00,16,45.04,45.00,9.14,23.83,-2.82,0.96,13.76,0.00
469995,14.70,0.30,2421,0.00,0.00,16,45.04,45.00,9.29,24.03,-2.82,0.98,13.68,0.00
470182,14.70,0.31,2426,0.00,0.00,16,44.69,44.50,9.29,24.71,-2.82,0.96,13.76,0.00
470370,14.47,0.30,2426,0.00,0.00,16,44.69,45.00,9.29,23.54,-2.82,0.96,13.76,0.00
470557,14.24,0.28,2426,0.00,0.00,16,45.39,45.00,9.00,22.41,-3.11,0.94,13.76,0.00
470763,14.36,0.28,2440,0.00,0.00,16,45.39,45.00,8.85,22.50,-3.11,0.92,13.76,0.00
470951,14.13,0.26,2439,0.00,0.00,16,45.39,45.50,8.56,21.88,-3.11,0.92,13.76,0.00
471139,14.47,0.26,2437,0.00,0.00,16,45.04,45.00,8.42,21.09,-3.11,0.92,13.84,0.00
471326,14.81,0.26,2446,0.00,0.00,16,45.04,45.00,8.27,21.01,-3.11,0.90,13.76,0.00
471514,14.59,0.26,2438,0.00,0.00,16,45.04,45.00,8.27,21.19,-3.11,0.90,13.84,0.00
471716,14.70,0.26,2446,0.00,0.00,16,45.04,45.00,8.13,21.01,-3.11,0.90,13.84,0.00
471904,14.47,0.26,2445,0.00,0.00,16,45.39,45.00,8.13,21.27,-3.11,0.90,13.76,0.00
472092,14.47,0.26,2432,0.00,0.00,16,45.04,45.00,8.13,21.00,-3.42,0.90,13.84,0.00
472279,14.47,0.26,2435,0.00,0.00,16,45.04,45.00,8.13,21.01,-3.11,0.90,13.76,0.00
472482,14.47,0.25,2453,0.00,0.00,16,44.69,44.50,7.98,20.59,-3.11,0.90,13.76,0.00
472670,14.59,0.25,2456,0.00,0.00,16,44.34,44.50,7.98,20.15,-3.11,0.90,13.76,0.00
472857,14.81,0.24,2460,0.00,0.00,16,44.34,44.00,7.84,17.80,-3.11,0.90,13.76,0.00
473045,15.16,0.23,2461,0.00,0.00,16,43.98,44.00,7.84,19.82,-3.42,0.90,13.76,0.00
473232,14.81,0.24,2451,0.00,0.00,16,44.34,44.00,7.84,19.43,-3.42,0.90,13.76,0.00
473435,14.81,0.23,2461,0.00,0.00,16,42.93,42.50,7.69,16.51,-3.42,0.88,13.76,0.00
473623,15.04,0.24,2450,0.00,0.00,16,44.69,44.50,7.69,20.14,-3.42,0.88,13.68,0.00
473820,14.47,0.25,2445,0.00,0.00,16,44.34,44.00,7.69,19.58,-3.42,0.88,13.76,0.00
474009,14.36,0.24,2450,0.00,0.00,16,44.34,44.00,7.69,19.42,-3.42,0.88,13.76,0.00
474201,14.47,0.24,2454,0.00,0.00,16,44.34,44.00,7.69,19.42,-3.42,0.88,13.84,0.00
474388,14.70,0.24,2455,0.00,0.00,16,44.34,44.00,7.69,19.97,-3.42,0.88,13.76,0.00
474581,14.36,0.24,2460,0.00,0.00,16,44.34,44.00,7.69,19.73,-3.42,0.88,13.76,0.00
474770,14.24,0.23,2457,0.00,0.00,16,43.98,43.50,7.69,18.88,-3.42,0.88,13.76,0.00
474965,14.70,0.24,2468,0.00,0.00,16,43.98,44.00,7.55,19.42,-3.42,0.88,13.76,0.00
475153,14.70,0.23,2478,0.00,0.00,16,43.98,43.50,7.55,19.35,-3.42,0.88,13.76,0.00
475346,14.59,0.23,2482,0.00,0.00,16,43.98,43.50,7.55,19.11,-3.42,0.88,13.76,0.00
475537,14.59,0.23,2467,0.00,0.00,16,43.98,43.50,7.40,18.57,-3.42,0.88,13.84,0.00
475728,14.47,0.23,2475,0.00,0.00,16,43.98,43.50,7.40,19.42,-3.42,0.88,13.84,0.00
475918,14.59,0.23,2485,0.00,0.00,16,43.98,43.50,7.40,18.18,-3.42,0.88,13.76,0.00
476111,14.47,0.23,2492,0.00,0.00,16,43.98,43.50,7.40,19.04,-3.42,0.88,13.84,0.00
476302,14.36,0.23,2501,0.00,0.00,16,43.63,43.50,7.40,18.65,-3.42,0.88,13.84,0.00
476496,14.59,0.23,2497,0.00,0.00,16,43.98,43.50,7.25,19.11,-3.42,0.88,13.84,0.00
476681,14.36,0.23,2503,0.00,0.00,16,43.98,43.50,7.25,19.04,-3.42,0.88,13.76,0.00
476863,14.36,0.23,2481,0.00,0.00,16,43.98,43.50,7.25,19.19,-3.42,0.88,13.76,0.00
477054,14.24,0.23,2484,0.00,0.00,16,43.98,43.50,7.25,18.80,-3.42,0.88,13.84,0.00
477242,14.13,0.22,2488,0.00,0.00,16,43.63,43.50,7.11,18.49,-3.42,0.88,13.84,0.00
477445,14.47,0.22,2500,0.00,0.00,16,43.63,43.50,7.11,18.73,-3.42,0.86,13.76,0.00
477632,14.24,0.22,2488,0.00,0.00,16,43.63,43.50,7.11,18.10,-3.42,0.86,13.68,0.00
477820,14.59,0.21,2495,0.00,0.00,16,43.28,43.00,6.96,17.71,-3.42,0.86,13.76,0.00
478007,14.36,0.22,2491,0.00,0.00,16,43.63,43.50,6.96,17.86,-3.42,0.86,13.68,0.00
478210,14.13,0.22,2503,0.00,0.00,16,43.63,43.50,6.82,17.95,-3.42,0.86,13.76,0.00
478398,14.24,0.21,2502,0.00,0.00,16,43.28,43.00,6.82,17.55,-3.42,0.86,13.68,0.00
478585,14.13,0.20,2491,0.00,0.00,16,43.28,43.00,6.82,17.26,-3.42,0.86,13.76,0.00
478788,14.24,0.21,2485,0.00,0.00,16,43.28,43.00,6.82,17.11,-3.42,0.86,13.76,0.00
478963,14.13,0.21,2486,0.00,0.00,16,43.28,43.00,6.82,17.19,-3.42,0.86,13.76,0.00
479163,14.59,0.20,2502,0.00,0.00,16,43.28,43.00,6.82,16.88,-3.42,0.86,13.84,0.00
479351,14.13,0.21,2499,0.00,0.00,16,43.28,43.00,6.67,17.03,-3.42,0.86,13.84,0.00
479538,14.01,0.21,2491,0.00,0.00,16,43.28,43.00,6.82,17.26,-3.42,0.86,13.84,0.00
479726,14.47,0.21,2478,0.00,0.00,16,43.28,43.00,6.82,17.55,-3.42,0.86,13.84,0.00
479929,14.13,0.21,2477,0.00,0.00,16,43.28,42.50,6.67,16.89,-3.42,0.86,13.76,0.00
480116,14.47,0.20,2486,0.00,0.00,16,41.88,42.50,6.67,16.82,-3.42,0.86,13.84,0.00
480304,14.70,0.21,2482,0.00,0.00,16,42.93,43.00,6.67,17.11,-3.42,0.86,13.84,0.00
480491,14.36,0.20,2478,0.00,0.00,16,36.60,42.50,6.67,15.70,-3.42,0.84,13.76,0.00
480694,14.59,0.20,2472,0.00,0.00,16,42.93,43.00,6.82,17.03,-3.42,0.86,13.76,0.00
480882,14.24,0.21,2470,0.00,0.00,16,43.28,43.00,6.67,17.11,-3.42,0.86,13.76,0.00
481069,14.24,0.20,2457,0.00,0.00,16,42.93,41.50,6.82,16.44,-3.42,0.84,13.68,0.00
481257,14.24,0.21,2444,0.00,0.00,16,43.28,43.00,6.82,17.33,-3.42,0.84,13.76,0.00
481460,14.24,0.20,2439,0.00,0.00,16,43.28,42.50,6.82,16.51,-3.42,0.84,13.76,0.00
481648,14.13,0.21,2435,0.00,0.00,16,43.28,42.50,6.82,16.74,-3.11,0.86,13.68,0.00
481835,14.59,0.21,2432,0.00,0.00,16,43.28,42.50,6.82,16.88,-3.42,0.84,13.76,0.00
482023,14.24,0.20,2429,0.00,0.00,16,42.58,42.00,6.67,16.67,-3.11,0.82,13.76,0.00
482210,14.01,0.16,2409,0.00,0.00,16,19.38,25.00,6.09,12.74,-3.11,0.74,13.84,0.00
482413,13.90,0.12,2398,0.00,0.00,16,-2.07,0.00,4.79,9.13,-3.11,0.66,13.76,0.00
482601,14.01,0.09,2384,0.00,0.00,16,-9.80,-8.50,3.92,6.84,-3.11,0.64,13.84,0.00
482788,16.54,0.11,2388,0.00,0.00,16,-7.34,-7.00,3.77,8.82,-3.11,0.64,13.84,0.00
482976,22.39,0.10,2373,0.00,0.00,16,1.45,-3.50,3.92,7.90,-3.11,0.64,13.84,0.00
483163,25.72,0.08,2344,0.00,0.00,16,0.74,4.00,3.92,5.33,-2.82,0.64,13.84,0.00
483366,24.23,0.08,2329,0.00,0.00,16,8.12,8.00,3.77,6.51,-2.82,0.64,13.84,0.00
483554,24.00,0.09,2326,0.00,0.00,16,12.70,8.50,3.77,6.88,-2.82,0.64,13.92,0.00
483741,24.00,0.09,2297,0.00,0.00,16,12.70,15.50,3.77,7.14,-2.82,0.68,13.84,0.00
