Time,Air/Fuel Correction #1 (%),Battery Voltage (V),Engine Load (g/cyl),Air/Fuel Learning #1 (%),Advance Multiplier,Vehicle Speed (KPH),Neutral Position Switch Signal (On/Off),Primary Wastegate Duty Cycle (%),Intake Air Temperature (B C),Manifold Absolute Pressure (Bar),Air Flow Sensor Voltage (V),Mass Air Flow (g/s),Knock Correction (B BTDC),Engine Speed (RPM),Ignition Timing (B BTDC),Throttle Opening Angle (%),Coolant Temperature (B C),Air/Fuel Sensor #1 (AFR),Air/Fuel Correction #3 (%),Knock Signal #1 (On/Off),Fuel Injector #1 Pulse Width (%),
604602, 143.6, 1, -5.47, 22, 0, 1.3, 0, -4.69, 3.918, 16, 3.7, 0, 1048, 17.5, 0, 12.06, 0, 0, 0, 1.56, 0.21, -10.45,
604837, 143.6, 1, -7.03, 22, 0, 1.3, 0, -4.69, 3.918, 16, 3.91, 0, 1003, 17.5, 0, 12.29, 0, 0, 0, 1.71, 0.23, -10.45,
605071, 143.6, 1, -7.81, 20, 0, 1.28, 0, -4.69, 4.063, 16, 3.8, 0, 1023, 17.5, 0, 12.52, 0, 0, 0, 1.75, 0.22, -10.3,
605305, 143.6, 1, -9.38, 20, 0, 1.28, 0, -4.69, 4.208, 16, 3.65, 0, 924, 17.5, 0, 12.63, 0, 0, 0, 1.58, 0.24, -10.16,
605540, 143.6, 1, -10.16, 18, 0, 1.26, 0, -4.69, 4.208, 16, 3.52, 0, 899, 17.5, 0, 12.86, 0, 0, 0, 1.53, 0.23, -10.16,
605774, 143.6, 1, -10.94, 18, 0, 1.26, 0, -4.69, 4.208, 16, 3.47, 0, 898, 17.5, 0, 12.86, 0, 0, 0, 1.34, 0.23, -10.16,
605993, 143.6, 1, -11.72, 14, 0, 1.26, 0, -4.69, 4.353, 16, 3.42, 0, 864, 17.5, 0, 12.86, 0, 0, 0, 1.29, 0.24, -10.01,
606227, 143.6, 1, -12.5, 14, 0, 1.24, 0, -4.69, 4.498, 16, 3.33, 0, 847, 17.5, 0, 13.21, 0, 0, 0, 1.27, 0.24, -9.87,
606462, 143.6, 1, -12.5, 14, 0, 1.24, 0, -4.69, 4.643, 16, 3.23, 0, 820, 17.5, 0, 13.67, 0, 0, 0, 1.22, 0.24, -9.72,
606696, 143.6, 1, -11.72, 12, 0, 1.24, 0, -4.69, 4.643, 16, 3.21, 0, 792, 17.5, 0, 14.36, 0, 0, 0, 1.35, 0.24, -9.72,
606931, 143.6, 1, -11.72, 12, 0, 1.26, 0, -4.69, 4.788, 16, 3.25, 0, 780, 17.5, 0, 14.7, 0, 0, 0, 1.33, 0.25, -9.58,
607149, 143.6, 1, -10.94, 9, 0, 1.24, 0, -4.69, 4.933, 16, 3.25, 0, 793, 17.5, 0, 15.16, 0, 0, 0, 1.35, 0.25, -9.43,
607384, 143.6, 1, -10.16, 9, 0, 1.26, 0, -4.69, 4.933, 16, 3.28, 0, 775, 17.5, 0, 15.39, 0, 0, 0, 1.32, 0.25, -9.43,
607618, 143.6, 1, -9.38, 7, 0, 1.26, 0, -3.12, 5.078, 16, 3.4, 0, 786, 15.5, 0, 15.73, 0, 0, 0, 1.34, 0.26, -9.29,
607853, 143.6, 1, -8.59, 7, 0, 1.26, 0, -3.12, 5.078, 16, 3.36, 0, 813, 11.5, 0, 15.85, 0, 0, 0, 1.39, 0.25, -9.29,
608087, 143.6, 1, -7.81, 3, 0, 1.26, 0, -3.12, 5.078, 16, 3.31, 0, 804, 11.5, 0, 15.96, 0, 0, 0, 1.37, 0.25, -9.29,
608322, 143.6, 0, -7.03, 3, 0, 1.24, 0, -3.12, 5.078, 16, 3.36, 0, 796, 12, 0, 16.19, 0, 0, 0, 1.36, 0.25, -9.29,
608540, 143.6, 0, -6.25, 2, 0, 1.24, 0, -3.12, 5.078, 16, 3.31, 0, 820, 9.5, 0, 16.08, 0, 0, 0, 1.4, 0.24, -9.29,
608775, 143.6, 0, -4.69, 2, 0, 1.42, 0, -3.12, 5.224, 16, 4.68, 0, 824, 10.5, 1.96, 15.96, 0, 0, 0, 2.11, 0.34, -9.14,
609010, 143.6, 0, -3.91, 1, 0, 1.52, 0, -3.12, 6.82, 16, 6.66, 0, 1034, 15, 3.14, 15.85, 0, 0, 0, 2.43, 0.39, -7.55,
609244, 143.6, 0, -9.38, 1, 0, 1.58, 0, -3.12, 6.82, 16, 7.57, 0, 1252, 19, 4.71, 13.78, 0, 0, 0, 2.94, 0.36, -7.55,
609479, 143.6, 0, -7.03, 1, 0, 1.78, 0, -3.12, 7.69, 16, 10.85, 0, 1358, 27, 6.67, 14.59, 0, 0, 0, 4.06, 0.48, -6.67,
609698, 143.6, 0, -2.34, 1, 0, 1.9, 0, -3.12, 8.851, 16, 13.96, 0, 1558, 29, 8.24, 15.73, 0, 0, 0, 4.99, 0.54, -5.51,
609932, 143.6, 0, -2.34, 0, 0, 1.94, 0, -3.12, 8.851, 16, 14.92, 0, 1730, 32, 8.24, 15.27, 0, 0, 0, 5.54, 0.52, -5.51,
610166, 141.8, 0, 0.78, 0, 0, 1.94, 0, -3.12, 8.851, 16, 15.18, 0, 1702, 31.5, 8.63, 15.5, 0, 0, 0, 5.81, 0.54, -5.51,
610401, 141.8, 0, -0.78, 1, 0, 1.96, 0, -3.12, 9.431, 16, 15.41, 0, 1576, 30.5, 8.63, 14.7, 0, 0, 0, 5.72, 0.59, -4.93,
610635, 141.8, 0, -2.34, 1, 0, 1.94, 0, -0.78, 9.867, 16, 15.41, 0, 1498, 30.5, 8.63, 14.36, 0, 0, 0, 5.75, 0.62, -4.5,
610870, 141.8, 0, -1.56, 3, 0, 1.94, 0, -0.78, 10.302, 16, 15.33, 0, 1458, 30.5, 8.63, 14.59, 0, 0, 0, 5.6, 0.63, -4.06,
611088, 141.8, 0, -2.34, 3, 0, 1.94, 0, -0.78, 10.447, 16, 15.33, 0, 1414, 30, 8.63, 14.59, 0, 0, 0, 5.73, 0.65, -3.92,
611323, 141.8, 0, -2.34, 6, 0, 1.96, 0, -0.78, 10.737, 16, 15.48, 0, 1457, 30.5, 8.63, 14.7, 0, 0, 0, 5.59, 0.64, -3.63,
611557, 141.8, 0, -1.56, 6, 0, 1.98, 0, -0.78, 10.302, 16, 16.58, 0, 1604, 32, 9.02, 14.81, 0, 0, 0, 5.82, 0.62, -4.06,
611792, 141.8, 0, 0, 10, 0, 2.02, 0, -0.78, 9.576, 16, 17.26, 0, 1811, 35, 9.41, 15.04, 0, 0, 0, 6.18, 0.57, -4.79,
612026, 141.8, 0, -0.78, 10, 0, 2.04, 0, -0.78, 9.141, 16, 17.71, 0, 1947, 39, 9.41, 14.59, 0, 0, 0, 6.23, 0.55, -5.22,
612245, 141.8, 0, -1.56, 13, 0, 2.04, 0, -0.78, 8.851, 16, 18.02, 0, 2094, 40, 9.41, 14.59, 0, 0, 0, 6.7, 0.52, -5.51,
612479, 141.8, 0, -0.78, 13, 0, 2.08, 0, -1.56, 8.851, 16, 19.73, 0, 2261, 42.5, 9.41, 14.7, 0, 0, 0, 7.23, 0.52, -5.51,
612714, 141.8, 0, 0, 16, 0, 2.12, 0, -3.12, 8.851, 16, 20.59, 0, 2346, 44, 9.41, 14.93, 0, 0, 0, 7.51, 0.53, -5.51,
612948, 141.8, 0, 1.56, 16, 0, 2.14, 0, -3.12, 8.561, 16, 21.45, 0, 2506, 44.5, 9.41, 14.93, 0, 0, 0, 8.02, 0.51, -5.8,
613182, 141.8, 0, 1.56, 18, 0, 2.16, 0, -3.12, 8.271, 16, 21.97, 0, 2665, 43.5, 9.02, 14.81, 0, 0, 0, 7.96, 0.49, -6.09,
613417, 141.8, 0, 1.56, 18, 0, 2.16, 0, -3.12, 7.835, 16, 21.8, 0, 2796, 43.5, 8.63, 14.59, 0, 0, 0, 8.35, 0.47, -6.53,
613636, 141.8, 0, 1.56, 21, 0, 2.16, 0, -3.12, 7.69, 16, 22.24, 0, 2852, 43.5, 8.63, 14.7, 0, 0, 0, 7.91, 0.47, -6.67,
613870, 141.8, 0, 0.78, 21, 0, 2.16, 0, -3.12, 7.4, 16, 22.23, 0, 2981, 43.5, 8.63, 14.59, 0, 0, 0, 8.27, 0.45, -6.96,
614105, 141.8, 0, 0, 23, 0, 1.66, 0, -3.12, 4.788, 16, 8.73, 0, 3019, 35.5, 0, 12.98, 0, 0, 0, 0, 0.17, -9.58,
614339, 141.8, 0, 0, 23, 0, 1.78, 0, -4.69, 3.773, 16, 11.15, 0, 2723, 11.5, 0, 12.86, 0, 0, 0, 0, 0.25, -10.59,
614573, 141.8, 1, 0, 24, 0, 1.7, 0, -4.69, 3.918, 16, 9.7, 0, 2418, 11.5, 0, 19.29, 0, 0, 0, 0, 0.24, -10.45,
614792, 140, 1, 0, 24, 0, 1.58, 0, -4.69, 3.918, 16, 7.54, 0, 2012, 11.5, 0, 24, 0, 0, 0, 0, 0.22, -10.45,
615026, 140, 1, 0, 25, 0, 1.54, 0, -4.69, 3.918, 16, 6.99, 0, 1748, 11.5, 0, 23.77, 0, 0, 0, 0, 0.24, -10.45,
615261, 140, 1, 0, 25, 0, 1.52, 0, -4.69, 4.063, 16, 6.77, 0, 1428, 11.5, 0, 23.77, 0, 0, 0, 0, 0.28, -10.3,
615496, 140, 0, 0, 25, 0, 1.42, 0, -4.69, 4.353, 16, 5.36, 0, 1198, 17.5, 0, 23.77, 0, 0, 0, 2.05, 0.27, -10.01,
615730, 140, 0, 0, 25, 0, 1.38, 0, -4.69, 4.063, 16, 4.66, 0, 1286, 12.5, 0, 23.77, 0, 0, 0, 2.2, 0.22, -10.3,
615964, 140, 0, 0, 25, 0, 1.44, 0, -4.69, 4.353, 16, 5.65, 0, 1281, 10.5, 1.96, 23.43, 0, 0, 0, 2.46, 0.26, -10.01,
616183, 140, 0, 0, 25, 0, 1.52, 0, -4.69, 4.788, 16, 6.29, 0, 1331, 13, 2.75, 14.7, 0, 0, 0, 2.56, 0.28, -9.58,
616418, 140, 0, -7.03, 24, 0, 1.54, 0, -3.12, 5.224, 16, 6.95, 0, 1552, 21.5, 3.53, 13.32, 0, 0, 0, 2.98, 0.27, -9.14,
616652, 140, 0, -5.47, 24, 0, 1.78, 0, -3.12, 5.949, 16, 10.94, 0, 1737, 31.5, 5.88, 14.36, 0, 0, 0, 4.08, 0.38, -8.42,
616886, 140, 0, -3.91, 24, 0, 1.82, 0, -3.12, 6.675, 16, 11.82, 0, 1749, 32, 6.27, 14.93, 0, 0, 0, 4.48, 0.41, -7.69,
617121, 140, 0, -3.91, 24, 0, 1.84, 0, -3.12, 7.11, 16, 12.31, 0, 1702, 31, 6.67, 14.7, 0, 0, 0, 4.36, 0.43, -7.25,
617340, 140, 0, -3.91, 24, 0, 1.84, 0, -3.12, 7.4, 16, 12.69, 0, 1743, 31.5, 6.67, 14.7, 0, 0, 0, 4.83, 0.44, -6.96,
617574, 140, 0, -1.56, 24, 0, 1.88, 0, -3.12, 7.545, 16, 13.45, 0, 1744, 32, 7.45, 15.27, 0, 0, 0, 4.84, 0.46, -6.82,
617808, 140, 0, -1.56, 24, 0, 1.96, 0, -3.12, 8.125, 16, 15.63, 0, 1804, 34, 8.63, 15.04, 0, 0, 0, 5.77, 0.52, -6.24,
618043, 140, 0, -1.56, 24, 0, 2, 0, -3.12, 8.561, 16, 16.74, 0, 1845, 35.5, 9.41, 14.7, 0, 0, 0, 5.9, 0.54, -5.8,
618277, 140, 0, -0.78, 25, 0, 2.06, 0, -3.12, 9.141, 16, 18.33, 0, 1899, 37, 10.2, 14.93, 0, 0, 0, 6.48, 0.58, -5.22,
618511, 140, 0, -0.78, 25, 0, 2.12, 0, -3.12, 9.722, 16, 20.67, 0, 1984, 39, 11.37, 14.7, 0, 0, 0, 7.62, 0.63, -4.64,
618730, 140, 0, -0.78, 26, 0, 2.14, 0, -0.78, 10.157, 16, 21.2, 0, 2014, 39, 11.37, 14.7, 0, 0, 0, 7.73, 0.63, -4.21,
618964, 140, 0, -0.78, 26, 0, 2.14, 0, -0.78, 10.157, 16, 21.44, 0, 2092, 40, 11.37, 14.7, 0, 0, 0, 7.59, 0.61, -4.21,
619199, 140, 0, 0, 28, 0, 2.16, 0, -0.78, 10.157, 16, 22.23, 0, 2136, 41, 11.37, 14.81, 0, 0, 0, 7.75, 0.62, -4.21,
619434, 140, 0, 0.78, 28, 0, 2.18, 0, -0.78, 10.302, 16, 22.77, 0, 2220, 42, 11.37, 14.81, 0, 0, 0, 8.52, 0.62, -4.06,
619668, 140, 0, 0.78, 29, 0, 2.18, 0, -0.78, 10.012, 16, 22.68, 0, 2256, 42.5, 10.2, 14.81, 0, 0, 0, 8.18, 0.6, -4.35,
619902, 140, 0, -0.78, 29, 0, 2.04, 0, -0.78, 8.561, 16, 18.41, 0, 2320, 43.5, 7.84, 14.36, 0, 0, 0, 7.43, 0.48, -5.8,
620121, 140, 0, -4.69, 31, 0, 2.02, 0, -1.56, 7.98, 16, 17.42, 0, 2356, 42.5, 6.67, 14.24, 0, 0, 0, 6.03, 0.44, -6.38,
620356, 140, 0, -1.56, 31, 0, 1.94, 0, -3.12, 7.11, 16, 15.25, 0, 2402, 42, 5.88, 14.93, 0, 0, 0, 6.15, 0.38, -7.25,
620590, 140, 0, -1.56, 31, 0, 1.86, 0, -3.12, 6.384, 16, 13.02, 0, 2405, 40, 4.71, 14.81, 0, 0, 0, 4.62, 0.32, -7.98,
620825, 140, 0, 0, 33, 0, 1.8, 0, -3.12, 5.659, 16, 11.82, 0, 2459, 39, 3.14, 14.93, 0, 0, 0, 5.25, 0.29, -8.71,
621059, 140, 0, 0.78, 33, 0, 1.7, 0, -3.12, 4.933, 16, 9.75, 0, 2419, 36.5, 1.96, 14.81, 0, 0, 0, 4.13, 0.24, -9.43,
621278, 140, 0, 0, 34, 0, 1.64, 0, -4.69, 4.208, 16, 8.6, 0, 2372, 31.5, 0.39, 14.7, 0, 0, 0, 0, 0.22, -10.16,
621512, 138.2, 0, 0, 34, 0, 1.6, 0, -4.69, 4.063, 16, 8.27, 0, 2368, 22.5, 0, 17.8, 0, 0, 0, 0, 0.21, -10.3,
621747, 138.2, 0, 0, 34, 0, 1.58, 0, -4.69, 4.063, 16, 7.66, 0, 2304, 11.5, 0, 22.16, 0, 0, 0, 0, 0.2, -10.3,
621981, 138.2, 0, 0, 34, 0, 1.54, 0, -4.69, 3.918, 16, 7.17, 0, 2262, 11.5, 0, 23.54, 0, 0, 0, 0, 0.19, -10.45,
622215, 138.2, 0, 0, 33, 0, 1.5, 0, -4.69, 3.773, 16, 6.88, 0, 2226, 11.5, 0, 23.89, 0, 0, 0, 0, 0.19, -10.59,
622450, 138.2, 0, 0, 33, 0, 1.5, 0, -4.69, 3.773, 16, 6.37, 0, 2190, 11.5, 0, 23.89, 0, 0, 0, 0, 0.17, -10.59,
622669, 138.2, 0, 0, 33, 0, 1.48, 0, -4.69, 3.627, 16, 6.18, 0, 2159, 11.5, 0, 23.54, 0, 0, 0, 0, 0.17, -10.74,
622903, 138.2, 0, 0, 33, 0, 1.44, 0, -4.69, 3.482, 16, 5.52, 0, 2128, 11.5, 0, 23.54, 0, 0, 0, 0, 0.16, -10.88,
623137, 138.2, 0, 0, 32, 0, 1.4, 0, -4.69, 3.482, 16, 4.95, 0, 2072, 11.5, 0, 23.54, 0, 0, 0, 0, 0.14, -10.88,
623372, 138.2, 0, 0, 32, 0, 1.44, 0, -4.69, 3.482, 16, 5.46, 0, 2034, 11.5, 0, 23.54, 0, 0, 0, 0, 0.16, -10.88,
623607, 138.2, 0, 0, 30, 0, 1.44, 0, -4.69, 3.482, 16, 5.43, 0, 1966, 11.5, 0, 23.89, 0, 0, 0, 0, 0.17, -10.88,
623841, 138.2, 0, 0, 30, 0, 1.44, 0, -4.69, 3.337, 16, 5.43, 0, 1900, 11.5, 0, 23.77, 0, 0, 0, 0, 0.17, -11.03,
624060, 138.2, 0, 0, 28, 0, 1.44, 0, -4.69, 3.482, 16, 5.55, 0, 1595, 11.5, 0, 23.77, 0, 0, 0, 0, 0.21, -10.88,
624294, 138.2, 0, 0, 28, 0, 1.42, 0, -4.69, 3.773, 16, 5.04, 0, 1233, 18.5, 0, 23.89, 0, 0, 0, 2.1, 0.25, -10.59,
624528, 138.2, 0, 0, 27, 0, 1.34, 0, -4.69, 3.918, 16, 4.43, 0, 1244, 18.5, 0, 23.66, 0, 0, 0, 1.86, 0.21, -10.45,
624763, 138.2, 1, 0, 27, 0, 1.38, 0, -4.69, 3.773, 16, 4.57, 0, 1186, 18.5, 0, 23.66, 0, 0, 0, 2.02, 0.23, -10.59,
624997, 138.2, 1, 0, 26, 0, 1.38, 0, -4.69, 3.773, 16, 4.55, 0, 1113, 18, 0, 23.43, 0, 0, 0, 1.9, 0.25, -10.59,
625216, 138.2, 1, 0, 26, 0, 1.36, 0, -4.69, 3.918, 16, 4.46, 0, 1076, 17.5, 0, 17.46, 0, 0, 0, 1.84, 0.25, -10.45,
625451, 138.2, 1, -3.91, 25, 0, 1.32, 0, -4.69, 3.918, 16, 4.21, 0, 1063, 17.5, 0, 12.63, 0, 0, 0, 1.81, 0.24, -10.45,
625685, 138.2, 1, -5.47, 25, 0, 1.3, 0, -4.69, 3.918, 16, 3.96, 0, 1043, 17.5, 0, 12.06, 0, 0, 0, 1.78, 0.23, -10.45,
625919, 138.2, 1, -7.03, 22, 0, 1.3, 0, -4.69, 3.918, 16, 3.91, 0, 986, 17.5, 0, 11.94, 0, 0, 0, 1.68, 0.24, -10.45,
626154, 138.2, 1, -9.38, 22, 0, 1.28, 0, -4.69, 4.063, 16, 3.7, 0, 951, 17.5, 0, 11.83, 0, 0, 0, 1.42, 0.23, -10.3,
626388, 138.2, 1, -10.16, 20, 0, 1.28, 0, -4.69, 4.208, 16, 3.65, 0, 920, 17.5, 0, 11.94, 0, 0, 0, 1.57, 0.24, -10.16,
626607, 138.2, 1, -11.72, 20, 0, 1.26, 0, -4.69, 4.208, 16, 3.52, 0, 896, 17.5, 0, 12.17, 0, 0, 0, 1.34, 0.24, -10.16,
626841, 138.2, 1, -12.5, 17, 0, 1.24, 0, -4.69, 4.353, 16, 3.45, 0, 868, 17.5, 0, 12.4, 0, 0, 0, 1.3, 0.24, -10.01,
627076, 136.4, 1, -13.28, 17, 0, 1.26, 0, -4.69, 4.498, 16, 3.33, 0, 850, 17.5, 0, 12.63, 0, 0, 0, 1.27, 0.24, -9.87,
627310, 136.4, 1, -13.28, 14, 0, 1.24, 0, -4.69, 4.643, 16, 3.25, 0, 812, 17.5, 0, 13.32, 0, 0, 0, 1.21, 0.24, -9.72,
627544, 136.4, 1, -13.28, 14, 0, 1.22, 0, -4.69, 4.788, 16, 3.21, 0, 799, 17.5, 0, 14.13, 0, 0, 0, 1.36, 0.24, -9.58,
627779, 136.4, 1, -12.5, 10, 0, 1.24, 0, -4.69, 4.788, 16, 3.23, 0, 780, 17.5, 0, 14.59, 0, 0, 0, 1.33, 0.25, -9.58,
627998, 136.4, 1, -12.5, 10, 0, 1.24, 0, -4.69, 4.933, 16, 3.28, 0, 710, 17.5, 0, 14.81, 0, 0, 0, 1.21, 0.28, -9.43,
628232, 136.4, 1, -10.94, 7, 0, 1.26, 0, -3.12, 5.078, 16, 3.36, 0, 762, 17.5, 0, 15.27, 0, 0, 0, 1.3, 0.26, -9.29,
628467, 136.4, 1, -10.16, 7, 0, 1.26, 0, -3.12, 5.078, 16, 3.36, 0, 803, 13, 0, 15.96, 0, 0, 0, 1.37, 0.25, -9.29,
628701, 136.4, 1, -9.38, 5, 0, 1.24, 0, -3.12, 5.078, 16, 3.33, 0, 790, 14, 0, 16.08, 0, 0, 0, 1.35, 0.25, -9.29,
628936, 136.4, 1, -8.59, 5, 0, 1.24, 0, -3.12, 5.078, 16, 3.4, 0, 812, 10.5, 0, 16.19, 0, 0, 0, 1.39, 0.25, -9.29,
629154, 136.4, 1, -7.81, 3, 0, 1.24, 0, -3.12, 5.078, 16, 3.36, 0, 802, 11.5, 0, 16.19, 0, 0, 0, 1.37, 0.25, -9.29,
629389, 136.4, 1, -7.03, 3, 0, 1.24, 0, -3.12, 5.078, 16, 3.4, 0, 797, 11.5, 0, 16.19, 0, 0, 0, 1.36, 0.26, -9.29,
629623, 136.4, 1, -7.03, 1, 0, 1.26, 0, -3.12, 5.078, 16, 3.36, 0, 809, 10, 0, 15.96, 0, 0, 0, 1.38, 0.25, -9.29,
629857, 136.4, 1, -5.47, 1, 0, 1.26, 0, -3.12, 5.078, 16, 3.45, 0, 774, 13, 0, 15.96, 0, 1, 0, 1.49, 0.27, -9.29,
630092, 136.4, 1, -4.69, 0, 0, 1.28, 0, -3.12, 5.224, 16, 3.45, 0, 822, 7.5, 0, 15.96, 0, 0, 0, 1.4, 0.25, -9.14,
630326, 136.4, 1, -4.69, 0, 0, 1.28, 0, -3.12, 5.078, 16, 3.45, 0, 794, 10.5, 0, 15.73, 0, 0, 0, 1.36, 0.26, -9.29,
630545, 136.4, 1, -3.91, 0, 0, 1.26, 0, -3.12, 5.224, 16, 3.4, 0, 810, 9, 0, 15.62, 0, 0, 0, 1.38, 0.25, -9.14,
630779, 136.4, 1, -3.12, 0, 0, 1.24, 0, -3.12, 5.078, 16, 3.36, 0, 798, 10.5, 0, 15.62, 0, 0, 0, 1.36, 0.25, -9.29,
631014, 136.4, 1, -3.12, 0, 0, 1.24, 0, -3.12, 5.078, 16, 3.4, 0, 803, 10, 0, 15.39, 0, 0, 0, 1.37, 0.25, -9.29,
631249, 136.4, 1, -2.34, 0, 0, 1.26, 0, -3.12, 5.078, 16, 3.4, 0, 822, 8, 0, 15.39, 0, 0, 0, 1.4, 0.25, -9.29,
631483, 136.4, 1, -1.56, 0, 0, 1.26, 0, -3.12, 5.078, 16, 3.4, 0, 806, 10, 0, 15.39, 0, 0, 0, 1.55, 0.25, -9.29,
631702, 136.4, 1, -1.56, 0, 0, 1.26, 0, -3.12, 5.078, 16, 3.38, 0, 816, 9, 0, 15.27, 0, 0, 0, 1.39, 0.25, -9.29,
631936, 136.4, 1, -1.56, 0, 0, 1.24, 0, -3.12, 5.078, 16, 3.38, 0, 816, 9.5, 0, 15.16, 0, 0, 0, 1.39, 0.25, -9.29,
632170, 136.4, 1, -0.78, 0, 0, 1.26, 0, -3.12, 5.078, 16, 3.36, 0, 810, 10, 0, 15.16, 0, 0, 0, 1.55, 0.25, -9.29,
632405, 136.4, 1, -0.78, 0, 0, 1.26, 0, -3.12, 5.078, 16, 3.38, 0, 829, 8, 0, 15.04, 0, 0, 0, 1.59, 0.24, -9.29,
632639, 136.4, 1, -0.78, 0, 0, 1.24, 0, -3.12, 5.078, 16, 3.36, 0, 822, 9, 0, 15.16, 0, 0, 0, 1.4, 0.25, -9.29,
632874, 136.4, 1, -0.78, 0, 0, 1.24, 0, -3.12, 5.078, 16, 3.36, 0, 820, 9.5, 0, 14.93, 0, 0, 0, 1.4, 0.25, -9.29,
633092, 136.4, 1, -0.78, 0, 0, 1.26, 0, -3.12, 5.078, 16, 3.36, 0, 830, 8, 0, 14.81, 0, 0, 0, 1.42, 0.24, -9.29,
633327, 136.4, 1, -0.78, 0, 0, 1.26, 0, -3.12, 5.078, 16, 3.36, 0, 815, 10.5, 0, 14.7, 0, 0, 0, 1.39, 0.25, -9.29,
633561, 136.4, 1, -0.78, 0, 0, 1.24, 0, -3.12, 5.078, 16, 3.36, 0, 829, 8.5, 0, 14.7, 0, 0, 0, 1.42, 0.24, -9.29,
633795, 136.4, 1, -0.78, 0, 0, 1.26, 0, -3.12, 5.078, 16, 3.36, 0, 823, 9.5, 0, 14.81, 0, 0, 0, 1.41, 0.24, -9.29,
634030, 136.4, 1, -0.78, 0, 0, 1.26, 0, -3.12, 5.078, 16, 3.36, 0, 822, 9.5, 0, 14.7, 0, 0, 0, 1.4, 0.25, -9.29,
634264, 136.4, 1, -0.78, 0, 0, 1.24, 0, -3.12, 5.078, 16, 3.33, 0, 828, 9, 0, 14.7, 0, 0, 0, 1.41, 0.24, -9.29,
634483, 136.4, 1, -0.78, 0, 0, 1.24, 0, -3.12, 5.078, 16, 3.36, 0, 826, 9.5, 0, 14.81, 0, 0, 0, 1.41, 0.24, -9.29,
634717, 136.4, 1, -0.78, 0, 0, 1.26, 0, -3.12, 5.078, 16, 3.36, 0, 828, 9.5, 0, 14.7, 0, 0, 0, 1.41, 0.24, -9.29,
634952, 136.4, 1, -0.78, 0, 0, 1.26, 0, -3.12, 5.078, 16, 3.4, 0, 831, 8.5, 0, 14.7, 0, 0, 0, 1.42, 0.25, -9.29,
635186, 136.4, 1, -0.78, 0, 0, 1.24, 0, -4.69, 5.078, 16, 3.36, 0, 830, 9, 0, 14.81, 0, 0, 0, 1.42, 0.24, -9.29,
635421, 136.4, 1, 0, 0, 0, 1.26, 0, -4.69, 4.933, 16, 3.36, 0, 821, 10, 0, 14.81, 0, 0, 0, 1.4, 0.25, -9.43,
635639, 136.4, 1, -0.78, 0, 0, 1.24, 0, -4.69, 5.078, 16, 3.36, 0, 829, 9.5, 0, 14.7, 0, 0, 0, 1.42, 0.24, -9.29,
635874, 136.4, 1, 0, 0, 0, 1.24, 0, -4.69, 4.933, 16, 3.36, 0, 835, 8.5, 0, 14.7, 0, 0, 0, 1.43, 0.24, -9.43,
636108, 136.4, 1, 0, 0, 0, 1.26, 0, -4.69, 4.933, 16, 3.31, 0, 822, 10, 0, 14.7, 0, 0, 0, 1.4, 0.24, -9.43,
636343, 136.4, 1, 0, 0, 0, 1.26, 0, -4.69, 4.933, 16, 3.31, 0, 820, 10.5, 0, 14.81, 0, 0, 0, 1.4, 0.24, -9.43,
636577, 136.4, 1, 0, 0, 0, 1.24, 0, -4.69, 4.933, 16, 3.31, 0, 828, 9.5, 0, 14.81, 0, 0, 0, 1.41, 0.24, -9.43,
636796, 136.4, 1, 0, 0, 0, 1.24, 0, -4.69, 4.933, 16, 3.25, 0, 817, 10, 0, 14.7, 0, 0, 0, 1.39, 0.24, -9.43,
637030, 136.4, 1, 0, 0, 0, 1.24, 0, -4.69, 4.933, 16, 3.31, 0, 814, 10.5, 0, 14.81, 0, 0, 0, 1.39, 0.24, -9.43,
637265, 136.4, 1, 0, 0, 0, 1.24, 0, -4.69, 5.078, 16, 3.28, 0, 810, 10.5, 0, 14.7, 0, 0, 0, 1.38, 0.24, -9.29,
637499, 138.2, 1, 0, 0, 0, 1.24, 0, -4.69, 4.933, 16, 3.25, 0, 810, 10.5, 0, 14.81, 0, 0, 0, 1.38, 0.24, -9.43,
637734, 138.2, 1, 0, 0, 0, 1.24, 0, -4.69, 4.933, 16, 3.31, 0, 818, 9.5, 0, 14.81, 0, 0, 0, 1.4, 0.24, -9.43,
637968, 138.2, 1, 0, 0, 0, 1.24, 0, -4.69, 4.933, 16, 3.25, 0, 801, 11, 0, 14.81, 0, 0, 0, 1.37, 0.24, -9.43,
638187, 138.2, 1, 0.78, 0, 0, 1.26, 0, -4.69, 4.933, 16, 3.31, 0, 809, 10, 0, 14.81, 0, 0, 0, 1.55, 0.25, -9.43,
638421, 138.2, 1, 0.78, 0, 0, 1.26, 0, -4.69, 4.933, 16, 3.28, 0, 810, 9.5, 0, 14.81, 0, 0, 0, 1.38, 0.24, -9.43,
638656, 138.2, 1, 0.78, 0, 0, 1.24, 0, -4.69, 4.933, 16, 3.25, 0, 810, 8, 0, 14.81, 0, 0, 0, 1.38, 0.24, -9.43,
638890, 138.2, 1, 0.78, 0, 0, 1.24, 0, -4.69, 4.933, 16, 3.28, 0, 810, 10, 0, 14.81, 0, 0, 0, 1.38, 0.24, -9.43,
639124, 138.2, 1, 0.78, 0, 0, 1.24, 0, -4.69, 4.933, 16, 3.31, 0, 804, 10.5, 0, 14.7, 0, 0, 0, 1.54, 0.25, -9.43,
