Time,Air/Fuel Correction #1 (%),Battery Voltage (V),Engine Load (g/cyl),Air/Fuel Learning #1 (%),Advance Multiplier,Vehicle Speed (KPH),Neutral Position Switch Signal (On/Off),Primary Wastegate Duty Cycle (%),Intake Air Temperature (B C),Manifold Absolute Pressure (Bar),Air Flow Sensor Voltage (V),Mass Air Flow (g/s),Knock Correction (B BTDC),Engine Speed (RPM),Ignition Timing (B BTDC),Throttle Opening Angle (%),Coolant Temperature (B C),Air/Fuel Sensor #1 (AFR),Air/Fuel Correction #3 (%),Knock Signal #1 (On/Off),Fuel Injector #1 Pulse Width (%),
401839, 1.56, 13.6, 1.02, -8.59, 16, 6, 0, 0, 43, 0.55, 1.88, 12.7, 0, 1514, 29, 6.67, 88, 15.16, 0, 0, 4.52,
402089, 1.56, 13.6, 1.16, -8.59, 16, 6, 0, 0, 43, 0.59, 1.92, 14.66, 0, 1566, 30, 7.84, 88, 15.16, 0, 0, 5.35,
402323, 0.78, 13.6, 1.36, -7.81, 16, 6, 0, 0, 43, 0.65, 2, 16.89, 0, 1520, 32.5, 9.41, 88, 14.81, 0, 0, 5.84,
402557, -2.34, 13.6, 1.52, -7.03, 16, 6, 0, 0, 43, 0.73, 2.06, 17.79, 0, 1476, 31.5, 10.59, 88, 13.9, 0, 0, 6.61,
402808, -1.56, 13.6, 1.52, -6.25, 16, 6, 0, 0, 43, 0.8, 2.06, 18.65, 0, 1469, 29.5, 10.98, 88, 14.36, 0, 0, 6.27,
403042, -0.78, 13.52, 1.58, -5.47, 16, 8, 0, 0, 43, 0.82, 2.08, 19.11, 0, 1466, 28.5, 11.37, 88, 14.81, 0, 0, 6.57,
403292, -0.78, 13.52, 1.68, -4.69, 16, 8, 0, 0, 43, 0.84, 2.08, 18.88, 0, 1390, 26, 11.76, 88, 14.7, 0, 0, 6.82,
403526, -2.34, 13.52, 1.78, -3.91, 16, 9, 0, 0, 43, 0.88, 2.04, 18.1, 0, 1220, 21, 11.76, 88, 14.36, 0, 0, 6.25,
403761, -3.91, 13.6, 1.61, -3.12, 16, 9, 0, 0, 43, 0.93, 1.98, 15.41, 0, 1152, 21, 11.76, 88, 13.9, 0, 0, 4.91,
404011, -2.34, 13.52, 1.64, -3.12, 16, 12, 0, 0, 43, 0.92, 2, 15.85, 0, 1238, 22.5, 11.76, 88, 14.7, 0, 0, 5.81,
404245, -0.78, 13.36, 1.29, -0.78, 16, 12, 0, 0, 43, 0.77, 1.72, 11.64, 0, 1300, 27, 0.39, 88, 15.16, 0, 0, 5.27,
404479, -2.34, 13.44, 0.57, -1.56, 16, 14, 0, 0, 43, 0.47, 1.46, 4.5, 0, 1506, 14, 0, 88, 13.32, 0, 0, 2.89,
404730, -6.25, 13.52, 0.4, -2.34, 16, 14, 0, 0, 43, 0.31, 1.38, 4.53, 0, 1558, 11.5, 0, 88, 12.17, 0, 0, 2.33,
404964, -7.81, 13.6, 0.63, -2.34, 16, 17, 0, 0, 43, 0.32, 1.58, 7.46, 0, 1444, 13, 2.75, 88, 12.29, 0, 0, 3.08,
405214, -10.94, 13.6, 0.71, -4.69, 16, 18, 0, 0, 43, 0.36, 1.62, 8.11, 0, 1441, 20, 3.92, 88, 12.98, 0, 0, 2.77,
405449, -14.06, 13.6, 1.04, -5.47, 16, 18, 0, 0, 43, 0.45, 1.8, 10.74, 0, 1383, 27, 5.88, 88, 13.67, 0, 0, 4.13,
405683, -9.38, 13.52, 1.15, -5.47, 16, 19, 0, 0, 43, 0.58, 1.84, 12.85, 0, 1371, 29.5, 6.67, 89, 14.7, 0, 0, 4.09,
405933, -7.81, 13.6, 1.16, -6.25, 16, 19, 0, 0, 43, 0.62, 1.88, 13.39, 0, 1396, 29.5, 7.06, 89, 15.27, 0, 0, 4.47,
406168, -2.34, 13.52, 1.16, -5.47, 16, 19, 0, 0, 43, 0.64, 1.9, 13.96, 0, 1425, 29.5, 7.06, 89, 16.08, 0, 0, 4.86,
406402, -3.91, 13.6, 1.12, -4.69, 16, 19, 0, 0, 43, 0.64, 1.9, 14.09, 0, 1497, 30, 7.06, 89, 15.27, 0, 0, 4.79,
406652, -2.34, 13.52, 1.09, -3.91, 16, 20, 0, 0, 43, 0.63, 1.9, 14.09, 0, 1534, 29.5, 7.06, 89, 15.16, 0, 0, 5.24,
406887, -1.56, 13.52, 1.01, -3.12, 16, 20, 0, 0, 43, 0.62, 1.88, 13.96, 0, 1560, 29.5, 7.06, 89, 15.16, 0, 0, 4.99,
407121, 0, 13.6, 0.87, -3.91, 16, 20, 0, 0, 43, 0.56, 1.76, 10.89, 0, 1592, 29.5, 4.71, 89, 15.16, 0, 0, 4.41,
407371, 0, 13.6, 0.77, -4.69, 16, 20, 0, 0, 43, 0.48, 1.72, 10.43, 0, 1614, 29.5, 4.71, 89, 14.81, 0, 0, 4.13,
407605, -0.78, 13.52, 0.72, -5.47, 16, 22, 0, 0, 43, 0.45, 1.7, 10.23, 0, 1640, 29.5, 4.71, 89, 14.47, 0, 0, 3.5,
407855, 0, 13.52, 0.71, -5.47, 16, 22, 0, 0, 43, 0.44, 1.72, 10.07, 0, 1674, 30.5, 4.71, 89, 14.81, 0, 0, 3.93,
408090, 0.78, 13.52, 0.72, -6.25, 16, 23, 0, 0, 43, 0.43, 1.72, 10.08, 0, 1660, 30, 4.71, 89, 14.81, 0, 0, 3.89,
408324, 0, 13.52, 0.78, -8.59, 16, 23, 0, 0, 43, 0.44, 1.76, 10.33, 0, 1642, 29.5, 5.49, 89, 14.7, 0, 0, 3.85,
408574, 0.78, 13.6, 0.9, -8.59, 16, 24, 0, 0, 43, 0.49, 1.82, 12.21, 0, 1695, 31.5, 6.67, 89, 14.81, 0, 0, 4.34,
408809, 1.56, 13.6, 1.06, -8.59, 16, 24, 0, 0, 43, 0.52, 1.92, 14.28, 0, 1666, 31, 7.45, 89, 14.81, 0, 0, 5.33,
409043, 2.34, 13.6, 1.09, -8.59, 16, 23, 0, 0, 43, 0.57, 1.92, 15.06, 0, 1725, 32.5, 7.84, 89, 14.7, 0, 0, 5.52,
409293, 2.34, 13.6, 1.14, -8.59, 16, 23, 0, 0, 43, 0.59, 1.98, 16.14, 0, 1719, 33, 8.63, 89, 14.81, 0, 0, 5.87,
409527, 2.34, 13.6, 1.35, -7.81, 16, 24, 0, 0, 43, 0.68, 2.12, 20.32, 0, 1808, 37, 10.98, 89, 14.7, 0, 0, 6.94,
409777, 1.56, 13.52, 1.38, -7.03, 16, 24, 0, 0, 43, 0.72, 2.14, 21.27, 0, 1860, 38, 11.76, 89, 14.81, 0, 0, 7.14,
410012, 2.34, 13.44, 1.37, -6.25, 16, 24, 0, 0, 43, 0.74, 2.16, 21.8, 0, 1941, 39, 11.76, 89, 14.81, 0, 0, 7.87,
410246, 3.12, 13.44, 1.38, -5.47, 16, 24, 0, 0, 43, 0.75, 2.2, 23.74, 0, 1995, 39, 12.55, 89, 14.93, 0, 0, 8.51,
410496, 3.12, 13.52, 1.4, -4.69, 16, 27, 0, 0, 43, 0.76, 2.22, 24.13, 0, 2074, 40, 12.55, 89, 14.81, 0, 0, 8.85,
410731, 2.34, 13.52, 1.23, -3.91, 16, 27, 0, 0, 43, 0.71, 2.14, 21.8, 0, 2134, 41.5, 10.59, 89, 14.59, 0, 0, 8.19,
410965, 1.56, 13.52, 1.18, -3.91, 16, 28, 0, 0, 43, 0.67, 2.16, 21.89, 0, 2211, 42.5, 10.59, 89, 14.47, 0, 0, 8.02,
411215, 0.78, 13.44, 1.16, -3.12, 16, 28, 0, 0, 43, 0.65, 2.18, 22.31, 0, 2259, 43, 10.2, 89, 14.36, 0, 0, 8.19,
411450, 0, 13.44, 1.19, -3.12, 16, 30, 0, 0, 43, 0.64, 2.18, 22.85, 0, 2314, 43.5, 10.2, 89, 14.47, 0, 0, 8.39,
411684, -0.78, 13.52, 1, -0.78, 16, 30, 0, 0, 43, 0.64, 2.02, 18.87, 0, 2352, 45, 5.88, 89, 14.47, 0, 0, 7.53,
411934, -7.81, 13.52, 0.74, -1.56, 16, 31, 0, 0, 43, 0.47, 1.92, 14.86, 0, 2370, 41.5, 5.1, 89, 13.32, 0, 0, 5.56,
412169, -3.91, 13.6, 0.6, -3.12, 16, 31, 0, 0, 43, 0.4, 1.82, 12.04, 0, 2415, 39, 2.75, 89, 14.81, 0, 0, 5.15,
412419, 0, 13.6, 0.45, -4.69, 16, 33, 0, 0, 43, 0.32, 1.64, 8.27, 0, 2376, 32.5, 0.78, 89, 14.47, 0, 0, 0,
412653, 0, 13.6, 0.45, -4.69, 16, 33, 0, 0, 43, 0.28, 1.66, 9.31, 0, 2393, 22.5, 0, 89, 15.62, 0, 0, 0,
412888, 0, 13.6, 0.4, -4.69, 16, 34, 0, 0, 43, 0.27, 1.6, 8.14, 0, 2308, 11.5, 0, 89, 21.36, 0, 0, 0,
415919, 0, 13.6, 0.47, -4.69, 16, 27, 0, 0, 43, 0.29, 1.34, 4.26, 0, 1086, 18, 0, 89, 23.89, 0, 0, 1.85,
416154, 0, 13.52, 0.5, -4.69, 16, 26, 1, 0, 43, 0.3, 1.34, 4.26, 0, 1033, 17.5, 0, 89, 21.94, 0, 0, 1.76,
416388, 0, 13.52, 0.48, -4.69, 16, 26, 1, 0, 43, 0.31, 1.3, 4.02, 0, 1004, 17.5, 0, 89, 15.73, 0, 0, 1.71,
416638, -0.78, 13.6, 0.46, -4.69, 16, 25, 1, 0, 43, 0.31, 1.28, 3.75, 0, 977, 17.5, 0, 89, 14.59, 0, 0, 1.67,
416873, -2.34, 13.6, 0.48, -4.69, 16, 25, 1, 0, 43, 0.32, 1.28, 3.63, 0, 933, 17.5, 0, 89, 13.78, 0, 0, 1.59,
417107, -3.12, 13.6, 0.49, -4.69, 16, 23, 1, 0, 43, 0.32, 1.28, 3.63, 0, 896, 17.5, 0, 89, 13.44, 0, 0, 1.53,
417357, -3.12, 13.36, 0.5, -4.69, 16, 23, 1, 0, 43, 0.33, 1.26, 3.63, 0, 859, 17.5, 0, 89, 13.9, 0, 0, 1.47,
417591, -3.12, 13.44, 0.49, -4.69, 16, 22, 1, 0, 43, 0.33, 1.26, 3.45, 0, 858, 17.5, 0, 89, 13.9, 0, 0, 1.46,
417826, -3.91, 13.36, 0.5, -4.69, 16, 22, 1, 0, 43, 0.34, 1.24, 3.47, 0, 829, 17.5, 0, 89, 14.01, 0, 0, 1.41,
418076, -3.91, 13.52, 0.52, -4.69, 16, 20, 1, 0, 43, 0.35, 1.26, 3.42, 0, 801, 17.5, 0, 89, 14.36, 0, 0, 1.37,
418310, -3.12, 13.52, 0.51, -5.47, 16, 20, 1, 0, 43, 0.35, 1.26, 3.47, 0, 815, 17.5, 0, 89, 14.59, 0, 0, 1.39,
418560, -3.12, 13.6, 0.5, -5.47, 16, 18, 1, 0, 43, 0.35, 1.26, 3.4, 0, 812, 16.5, 0, 89, 14.7, 0, 0, 1.39,
418795, -3.12, 13.6, 0.52, -6.25, 16, 18, 1, 0, 43, 0.36, 1.26, 3.47, 0, 798, 16.5, 0, 89, 14.81, 0, 0, 1.36,
419029, -3.12, 13.52, 0.52, -8.59, 16, 17, 1, 0, 43, 0.36, 1.28, 3.47, 0, 797, 15.5, 0, 89, 14.81, 0, 0, 1.36,
419279, -3.12, 13.6, 0.55, -8.59, 16, 17, 1, 0, 43, 0.36, 1.28, 3.52, 0, 786, 15.5, 0, 89, 14.93, 0, 0, 1.34,
419514, -2.34, 13.52, 0.55, -8.59, 16, 15, 1, 0, 43, 0.37, 1.28, 3.65, 0, 788, 14, 0, 89, 15.04, 0, 0, 1.51,
419748, -2.34, 13.52, 0.55, -8.59, 16, 15, 1, 0, 43, 0.37, 1.28, 3.65, 0, 802, 11.5, 0, 89, 15.16, 0, 0, 1.54,
419998, -1.56, 13.52, 0.56, -8.59, 16, 14, 1, 0, 43, 0.37, 1.3, 3.65, 0, 802, 11.5, 0, 89, 15.27, 0, 0, 1.54,
420233, -1.56, 13.6, 0.56, -8.59, 16, 14, 1, 0, 43, 0.38, 1.28, 3.7, 0, 796, 11.5, 0, 89, 15.27, 0, 0, 1.53,
420482, -1.56, 13.6, 0.57, -8.59, 16, 12, 1, 0, 43, 0.38, 1.28, 3.7, 0, 794, 11, 0, 89, 15.27, 0, 0, 1.53,
420717, -0.78, 13.6, 0.57, -8.59, 16, 12, 1, 0, 43, 0.38, 1.3, 3.78, 0, 796, 10.5, 0, 89, 15.16, 0, 0, 1.53,
420952, -0.78, 13.44, 0.56, -8.59, 16, 11, 1, 0, 43, 0.38, 1.28, 3.78, 0, 815, 8.5, 0, 89, 15.04, 0, 0, 1.56,
421202, -0.78, 13.36, 0.57, -8.59, 16, 11, 1, 0, 43, 0.38, 1.28, 3.8, 0, 800, 10, 0, 89, 15.16, 0, 0, 1.54,
421436, -0.78, 13.36, 0.56, -8.59, 16, 9, 1, 0, 43, 0.38, 1.28, 3.8, 0, 810, 9, 0, 89, 15.16, 0, 0, 1.56,
421670, -0.78, 13.52, 0.57, -8.59, 16, 9, 1, 0, 43, 0.38, 1.3, 3.78, 0, 802, 10, 0, 89, 15.04, 0, 0, 1.54,
421921, -0.78, 13.52, 0.57, -8.59, 16, 7, 1, 0, 43, 0.38, 1.3, 3.8, 0, 807, 9.5, 0, 89, 14.93, 0, 0, 1.55,
422155, 0, 13.6, 0.56, -8.59, 16, 6, 1, 0, 44, 0.38, 1.3, 3.8, 0, 804, 9.5, 0, 88, 15.04, 0, 0, 1.54,
422389, 0, 13.6, 0.57, -8.59, 16, 6, 1, 0, 44, 0.39, 1.3, 3.8, 0, 810, 9, 0, 88, 15.16, 0, 0, 1.55,
422639, 0, 13.52, 0.56, -8.59, 16, 6, 1, 0, 44, 0.38, 1.28, 3.8, 0, 816, 9.5, 0, 88, 14.81, 0, 0, 1.57,
422874, 0, 13.52, 0.57, -8.59, 16, 6, 1, 0, 44, 0.38, 1.28, 3.8, 0, 814, 9, 0, 88, 14.81, 0, 0, 1.56,
423108, 0, 13.52, 0.56, -8.59, 16, 5, 1, 0, 44, 0.38, 1.3, 3.8, 0, 812, 9.5, 0, 88, 14.93, 0, 0, 1.56,
423358, 0.78, 13.44, 0.56, -8.59, 16, 5, 1, 0, 44, 0.38, 1.3, 3.83, 0, 812, 9.5, 0, 88, 15.04, 0, 0, 1.56,
423593, 0.78, 13.44, 0.57, -8.59, 16, 3, 1, 0, 44, 0.38, 1.3, 3.8, 0, 817, 9, 0, 89, 14.93, 0, 0, 1.57,
423843, 0.78, 13.52, 0.55, -8.59, 16, 3, 1, 0, 44, 0.38, 1.28, 3.78, 0, 827, 8.5, 0, 88, 14.93, 0, 0, 1.59,
424077, 0.78, 13.52, 0.56, -8.59, 16, 2, 1, 0, 44, 0.38, 1.28, 3.78, 0, 805, 10.5, 0, 88, 14.93, 0, 0, 1.55,
424311, 0.78, 13.52, 0.56, -8.59, 16, 2, 1, 0, 44, 0.38, 1.28, 3.78, 0, 821, 8.5, 0, 88, 14.7, 0, 0, 1.58,
424561, 0, 13.44, 0.56, -8.59, 16, 1, 1, 0, 44, 0.38, 1.3, 3.8, 0, 808, 10, 0, 88, 14.7, 0, 0, 1.55,
424796, 0, 13.36, 0.56, -8.59, 16, 1, 1, 0, 44, 0.38, 1.3, 3.8, 0, 815, 9.5, 0, 88, 14.7, 0, 0, 1.56,
425030, 0.78, 13.52, 0.56, -8.59, 16, 2, 1, 0, 44, 0.38, 1.3, 3.8, 0, 795, 11.5, 0, 88, 14.81, 0, 0, 1.53,
425280, 0.78, 13.52, 0.56, -8.59, 16, 2, 1, 0, 44, 0.38, 1.28, 3.78, 0, 814, 9, 0, 89, 14.81, 0, 0, 1.56,
425515, 0.78, 13.52, 0.56, -8.59, 16, 1, 1, 0, 44, 0.38, 1.28, 3.8, 0, 818, 9, 0, 89, 14.7, 0, 0, 1.57,
425750, 0, 13.52, 0.57, -8.59, 16, 1, 1, 0, 44, 0.38, 1.28, 3.8, 0, 817, 9, 0, 88, 14.7, 0, 0, 1.57,
426000, 0.78, 13.52, 0.55, -8.59, 16, 1, 1, 0, 44, 0.38, 1.3, 3.78, 0, 818, 9, 0, 88, 14.7, 0, 0, 1.57,
426234, 0.78, 13.52, 0.56, -8.59, 16, 1, 1, 0, 44, 0.38, 1.3, 3.78, 0, 810, 9.5, 0, 88, 14.81, 0, 0, 1.55,
426484, 0.78, 13.6, 0.57, -8.59, 16, 0, 1, 0, 44, 0.38, 1.3, 3.83, 0, 804, 10.5, 0, 88, 14.81, 0, 0, 1.54,
426719, 1.56, 13.44, 0.57, -8.59, 16, 0, 1, 0, 44, 0.38, 1.28, 3.8, 0, 815, 9, 0, 89, 14.81, 0, 0, 1.57,
426953, 0.78, 13.36, 0.56, -8.59, 16, 0, 1, 0, 44, 0.38, 1.28, 3.8, 0, 810, 9.5, 0, 89, 14.81, 0, 0, 1.55,
427203, 0.78, 13.36, 0.55, -8.59, 16, 0, 1, 0, 44, 0.38, 1.28, 3.8, 0, 822, 8.5, 0, 89, 14.81, 0, 0, 1.58,
427437, 0.78, 13.6, 0.55, -8.59, 16, 0, 1, 0, 44, 0.38, 1.3, 3.8, 0, 815, 9.5, 0, 89, 14.7, 0, 0, 1.57,
427672, 0.78, 13.6, 0.54, -8.59, 16, 0, 1, 0, 44, 0.38, 1.28, 3.78, 0, 839, 7, 0, 89, 14.59, 0, 0, 1.61,
427922, 1.56, 13.52, 0.54, -8.59, 16, 0, 1, 0, 44, 0.37, 1.3, 3.83, 0, 825, 9, 0, 89, 14.81, 0, 0, 1.58,
428156, 1.56, 13.52, 0.55, -8.59, 16, 0, 0, 0, 44, 0.37, 1.3, 3.78, 0, 832, 8.5, 0, 89, 14.81, 0, 0, 1.6,
428391, 1.56, 13.52, 0.54, -8.59, 16, 0, 0, 0, 44, 0.37, 1.3, 3.8, 0, 843, 7.5, 0, 89, 14.7, 0, 0, 1.62,
428641, 0.78, 13.52, 0.6, -8.59, 16, 0, 0, 0, 44, 0.37, 1.34, 4.13, 0, 838, 8, 0.39, 89, 14.59, 0, 0, 1.79,
428875, 0.78, 13.52, 0.67, -8.59, 16, 0, 0, 0, 44, 0.39, 1.4, 4.63, 0, 866, 6, 0.78, 89, 14.7, 0, 0, 1.85,
429125, 0, 13.6, 0.67, -8.59, 16, 0, 0, 0, 44, 0.42, 1.44, 5.36, 0, 949, 11, 1.18, 89, 14.36, 0, 0, 2.02,
429360, 0.78, 13.52, 0.65, -8.59, 16, 0, 0, 0, 44, 0.43, 1.46, 5.78, 0, 1076, 13.5, 1.96, 89, 14.24, 0, 0, 2.3,
429594, 0.78, 13.52, 0.65, -7.81, 16, 0, 0, 0, 44, 0.42, 1.5, 6.26, 0, 1164, 17.5, 1.96, 89, 14.59, 0, 0, 2.48,
429844, 3.12, 13.52, 0.76, -7.81, 16, 0, 0, 0, 44, 0.42, 1.56, 7.1, 0, 1197, 21, 3.14, 89, 15.16, 0, 0, 2.81,
430078, 4.69, 13.52, 0.82, -7.81, 16, 0, 0, 0, 44, 0.47, 1.68, 8.95, 0, 1293, 23.5, 3.92, 89, 15.16, 0, 0, 3.31,
430313, 0, 13.44, 0.82, -7.81, 16, 0, 0, 0, 44, 0.47, 1.68, 9.26, 0, 1394, 25, 4.31, 89, 14.24, 0, 0, 3.57,
430563, 1.56, 13.44, 0.87, -7.81, 16, 0, 0, 0, 44, 0.48, 1.7, 9.7, 0, 1364, 25.5, 4.31, 89, 14.47, 0, 0, 3.49,
430797, 2.34, 13.52, 0.9, -7.81, 16, 0, 0, 0, 44, 0.49, 1.72, 9.79, 0, 1325, 25.5, 4.71, 89, 14.81, 0, 0, 3.67,
431047, 0.78, 13.52, 0.94, -7.81, 16, 0, 0, 0, 44, 0.51, 1.72, 9.93, 0, 1281, 26, 4.71, 89, 14.47, 0, 0, 3.55,
431282, 0.78, 13.52, 0.97, -7.81, 16, 1, 0, 0, 44, 0.53, 1.72, 10.03, 0, 1261, 26, 4.71, 89, 14.59, 0, 0, 3.77,
431516, 1.56, 13.52, 0.8, -7.81, 16, 1, 0, 0, 44, 0.53, 1.7, 9.79, 0, 1417, 26.5, 3.14, 89, 14.7, 0, 0, 3.93,
431766, 0, 13.52, 0.38, -7.81, 16, 3, 0, 0, 44, 0.31, 1.34, 4.29, 0, 1796, 21, 0, 89, 14.81, 0, 0, 0,
432000, 0, 13.6, 0.5, -7.81, 16, 3, 0, 0, 44, 0.25, 1.46, 5.78, 0, 1480, 11.5, 0, 89, 15.5, 0, 0, 0,
432235, 0, 13.52, 0.53, -7.03, 16, 4, 0, 0, 44, 0.28, 1.46, 5.65, 0, 1209, 18.5, 0, 89, 18.26, 0, 0, 2.32,
432485, 0, 13.6, 0.47, -7.03, 16, 4, 0, 0, 44, 0.28, 1.38, 4.69, 0, 1212, 18.5, 0, 89, 20.1, 0, 0, 2.07,
432720, 0, 13.6, 0.47, -4.69, 16, 5, 0, 0, 44, 0.27, 1.36, 4.51, 0, 1160, 18, 0, 89, 19.18, 0, 0, 1.98,
432954, 0, 13.6, 0.48, -4.69, 16, 5, 0, 0, 44, 0.28, 1.34, 4.4, 0, 1093, 18, 0, 89, 14.59, 0, 0, 1.86,
433204, -3.91, 13.6, 0.54, -4.69, 16, 4, 0, 0, 44, 0.29, 1.36, 4.55, 0, 1046, 17.5, 0.39, 89, 12.63, 0, 0, 1.79,
433438, -5.47, 13.6, 0.58, -4.69, 16, 4, 0, 0, 45, 0.32, 1.42, 5.1, 0, 1059, 17.5, 0.78, 89, 12.17, 0, 0, 2.03,
433688, -7.03, 13.44, 0.72, -4.69, 16, 4, 0, 0, 45, 0.36, 1.48, 5.68, 0, 1075, 11, 1.96, 89, 12.17, 0, 0, 2.06,
433923, -8.59, 13.36, 0.9, -5.47, 16, 4, 0, 0, 45, 0.43, 1.56, 7.1, 0, 1006, 16, 3.14, 89, 12.86, 0, 0, 2.57,
434157, -9.38, 13.44, 1.35, -5.47, 16, 4, 0, 0, 45, 0.57, 1.84, 12.31, 0, 1072, 23.5, 6.67, 89, 13.55, 0, 0, 4.11,
434407, -12.5, 13.6, 1.17, -5.47, 16, 4, 0, 0, 45, 0.67, 1.88, 13.2, 0, 1372, 29.5, 7.06, 89, 13.44, 0, 0, 4.39,
434642, -1.56, 13.52, 1.14, -4.69, 16, 4, 0, 0, 45, 0.64, 1.9, 13.9, 0, 1460, 29.5, 7.45, 89, 16.08, 0, 0, 4.98,
434876, -2.34, 13.52, 1.17, -3.91, 16, 5, 0, 0, 45, 0.64, 1.92, 14.53, 0, 1488, 30.5, 7.45, 89, 15.62, 0, 0, 5.08,
435126, -3.91, 13.52, 1.23, -3.12, 16, 5, 0, 0, 45, 0.65, 1.92, 14.47, 0, 1455, 30, 7.45, 89, 14.81, 0, 0, 4.97,
435360, -3.12, 13.6, 1.34, -3.12, 16, 6, 0, 0, 45, 0.68, 1.94, 14.73, 0, 1385, 29.5, 7.84, 89, 14.81, 0, 0, 5.02,
435610, -4.69, 13.52, 1.24, -0.78, 16, 6, 0, 0, 45, 0.7, 1.94, 14.86, 0, 1475, 30.5, 7.84, 89, 14.13, 0, 0, 5.35,
435845, -3.91, 13.52, 1.16, -0.78, 16, 9, 0, 0, 45, 0.67, 1.96, 15.7, 0, 1574, 31, 8.24, 89, 14.7, 0, 0, 5.71,
436080, -3.12, 13.52, 1.15, -0.78, 16, 9, 0, 0, 45, 0.64, 2, 16.58, 0, 1735, 33.5, 8.63, 89, 15.04, 0, 0, 5.92,
436330, -2.34, 13.44, 1.33, -0.78, 16, 12, 0, 0, 45, 0.64, 2.12, 20.84, 0, 1918, 38.5, 10.98, 89, 14.81, 0, 0, 7.37,
436564, -6.25, 13.52, 1.28, -0.78, 16, 12, 0, 0, 45, 0.69, 2.16, 21.98, 0, 2064, 40, 11.37, 89, 14.13, 0, 0, 7.49,
436798, -3.12, 13.52, 1.29, -0.78, 16, 15, 0, 0, 46, 0.69, 2.2, 24.22, 0, 2238, 42.5, 11.37, 89, 14.93, 0, 0, 8.6,
437048, -3.91, 13.52, 1.31, -0.78, 16, 15, 0, 0, 46, 0.69, 2.28, 26.83, 0, 2431, 43.5, 11.37, 89, 14.7, 0, 0, 9.34,
437283, -3.12, 13.44, 1.22, -0.78, 16, 18, 0, 0, 46, 0.67, 2.28, 27.25, 0, 2566, 43.5, 10.59, 89, 14.59, 0, 0, 9.86,
437517, -4.69, 13.52, 1.09, -0.78, 16, 18, 0, 0, 46, 0.6, 2.24, 25.4, 0, 2704, 44, 8.63, 89, 14.36, 0, 0, 9.23,
437767, 0, 13.52, 0.47, -1.56, 16, 20, 0, 0, 46, 0.37, 1.64, 8.95, 0, 2700, 27, 0, 89, 12.75, 0, 0, 0,
438002, 0, 13.52, 0.53, -2.34, 16, 20, 0, 0, 46, 0.26, 1.78, 11.09, 0, 2525, 11.5, 0, 89, 13.78, 0, 0, 0,
438252, 0, 13.6, 0.5, -4.69, 16, 22, 1, 0, 46, 0.27, 1.64, 8.47, 0, 2072, 11.5, 0, 89, 17.34, 0, 0, 0,
438486, 0, 13.6, 0.59, -4.69, 16, 22, 1, 0, 46, 0.27, 1.6, 7.98, 0, 1673, 11.5, 0, 89, 23.89, 0, 0, 0,
438721, 0, 13.6, 0.61, -4.69, 16, 23, 1, 0, 47, 0.29, 1.54, 7.06, 0, 1364, 19, 0, 89, 24, 0, 0, 2.91,
438971, 0, 13.6, 0.49, -4.69, 16, 23, 0, 0, 47, 0.3, 1.4, 4.97, 0, 1312, 15.5, 0, 89, 23.66, 0, 0, 2.24,
439205, 0, 13.52, 0.43, -4.69, 16, 23, 0, 0, 47, 0.28, 1.38, 4.63, 0, 1281, 16.5, 0, 89, 23.43, 0, 0, 1.91,
439439, 0, 13.52, 0.57, -4.69, 16, 23, 0, 0, 47, 0.29, 1.44, 5.33, 0, 1216, 18.5, 0.78, 89, 17.8, 0, 0, 2.33,
439690, -1.56, 13.52, 0.65, -4.69, 16, 23, 0, 0, 47, 0.33, 1.5, 5.91, 0, 1224, 11.5, 2.35, 89, 14.36, 0, 0, 2.35,
439925, -9.38, 13.44, 0.65, -4.69, 16, 23, 0, 0, 47, 0.37, 1.58, 7.37, 0, 1380, 17.5, 3.14, 89, 12.52, 0, 0, 2.65,
440159, -10.16, 13.52, 0.69, -5.47, 16, 22, 0, 0, 47, 0.4, 1.66, 8.91, 0, 1584, 26.5, 3.92, 89, 13.55, 0, 0, 3.38,
440409, -3.91, 13.6, 0.7, -5.47, 16, 22, 0, 0, 47, 0.42, 1.66, 9.09, 0, 1532, 27, 3.92, 89, 15.27, 0, 0, 3.27,
440643, -1.56, 13.52, 0.7, -6.25, 16, 22, 0, 0, 47, 0.43, 1.66, 9.04, 0, 1535, 27.5, 3.92, 89, 15.62, 0, 0, 3.6,
440878, -0.78, 13.44, 0.55, -7.81, 16, 22, 0, 0, 47, 0.41, 1.48, 6.84, 0, 1551, 27, 0.78, 89, 15.16, 0, 0, 2.98,
441128, -0.78, 13.52, 0.39, -7.81, 16, 21, 0, 0, 47, 0.29, 1.34, 4.4, 0, 1509, 15, 0, 89, 15.16, 0, 0, 2.25,
441363, -1.56, 13.6, 0.41, -7.81, 16, 21, 0, 0, 47, 0.26, 1.42, 4.97, 0, 1541, 11.5, 0, 89, 14.47, 0, 0, 2.3,
441613, -1.56, 13.6, 0.42, -7.03, 16, 21, 0, 0, 47, 0.25, 1.42, 5.17, 0, 1492, 11.5, 0, 89, 14.13, 0, 0, 2.23,
441847, -2.34, 13.6, 0.42, -7.03, 16, 21, 0, 0, 47, 0.24, 1.4, 4.97, 0, 1436, 11.5, 0, 89, 13.9, 0, 0, 2.15,
