Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
180613,11.48,0.10,2280,0.00,0.00,16,4.61,5.00,8.06,-2.42,0.64,122
180800,11.50,0.10,2238,0.00,0.00,16,4.61,5.00,7.74,-2.42,0.64,122
180975,11.52,0.10,2118,0.00,0.00,16,4.26,4.50,7.57,-2.11,0.64,122
181164,11.46,0.11,2096,0.00,0.00,16,4.26,4.50,7.57,-2.11,0.64,122
181352,11.69,0.12,1970,0.00,0.00,16,4.26,13.00,5.14,-1.80,0.66,122
181524,11.42,0.12,1929,0.00,0.00,16,4.96,13.00,7.66,-1.49,0.66,122
181711,11.46,0.12,1877,0.00,0.00,16,4.96,13.50,7.33,-1.49,0.66,122
181898,11.74,0.12,1826,0.00,0.00,16,5.31,14.00,7.45,-1.49,0.68,124
182070,12.50,0.13,1787,0.00,0.00,16,6.02,14.00,7.70,-1.49,0.68,124
182258,14.04,0.13,1729,0.00,0.00,16,9.88,7.00,7.29,-1.49,0.68,124
182445,14.51,0.13,1732,0.00,0.00,16,14.80,12.50,7.10,-1.49,0.70,124
182633,14.74,0.14,1721,0.00,0.00,16,21.48,19.00,7.70,-1.49,0.72,124
182805,14.87,0.14,1697,0.00,0.00,16,28.52,27.00,8.06,-1.49,0.72,124
185640,14.20,0.12,1568,0.00,0.00,16,7.07,13.00,6.04,-1.49,0.64,124
185812,14.41,0.12,1540,0.00,0.00,16,7.07,14.00,6.18,-1.49,0.64,124
185999,14.16,0.12,1510,0.00,0.00,16,7.42,15.00,6.11,-1.49,0.64,124
186187,14.15,0.12,1497,0.00,0.00,16,7.42,15.00,6.11,-1.49,0.64,124
186358,14.27,0.11,1484,0.00,0.00,16,7.42,14.00,5.23,-1.49,0.64,124
186546,14.30,0.11,1412,0.00,0.00,16,7.42,16.00,5.30,-1.49,0.64,124
186733,14.41,0.12,1393,0.00,0.00,16,7.77,16.50,5.49,-1.49,0.64,124
186905,14.66,0.13,1378,0.00,0.00,16,7.77,16.50,5.98,-1.49,0.68,124
187093,14.30,0.14,1336,0.00,0.00,16,7.77,16.50,6.18,-1.49,0.70,124
187280,14.28,0.17,1301,0.00,0.00,16,11.99,10.50,7.14,-1.49,0.70,124
187452,14.72,0.18,1294,0.00,0.00,16,15.51,14.50,7.54,-1.49,0.72,124
187640,14.65,0.18,1307,0.00,0.00,16,20.08,19.50,7.74,-1.49,0.72,124
187827,14.95,0.19,1301,0.00,0.00,16,23.59,22.00,7.98,-1.49,0.74,124
187999,15.30,0.20,1338,0.00,0.00,16,24.30,24.00,8.74,-1.49,0.74,124
188186,15.57,0.20,1344,0.00,0.00,16,24.65,24.00,8.95,-1.49,0.74,126
188374,14.98,0.20,1373,0.00,0.00,16,25.35,25.00,9.26,-1.49,0.74,126
188546,14.95,0.20,1401,0.00,0.00,16,25.35,25.00,9.35,-1.49,0.76,126
188733,14.89,0.20,1414,0.00,0.00,16,25.35,25.50,9.26,-1.49,0.76,126
188921,14.93,0.19,1425,0.00,0.00,16,26.41,26.00,9.31,-1.49,0.74,126
189093,14.93,0.19,1440,0.00,0.00,16,26.41,26.00,9.31,-1.49,0.74,126
189280,14.83,0.19,1476,0.00,0.00,16,26.76,26.50,9.13,-1.49,0.74,126
189467,14.74,0.18,1516,0.00,0.00,16,27.46,27.00,8.82,-1.49,0.74,126
189640,14.67,0.17,1534,0.00,0.00,16,27.81,27.00,8.74,-1.49,0.74,126
189827,14.30,0.16,1576,0.00,0.00,16,28.16,27.50,8.23,-1.49,0.72,126
190014,14.00,0.15,1613,0.00,0.00,16,28.16,28.00,7.86,-1.49,0.72,126
190202,13.91,0.14,1702,0.00,0.00,16,29.22,29.50,7.54,-1.49,0.70,126
190374,14.20,0.13,1696,0.00,0.00,16,28.87,28.50,7.37,-1.49,0.70,126
190561,14.18,0.13,1730,0.00,0.00,16,29.57,29.50,7.46,-1.49,0.70,126
190733,14.18,0.13,1741,0.00,0.00,16,29.22,29.50,7.37,-1.49,0.70,126
190921,14.07,0.12,1775,0.00,0.00,16,29.92,29.50,7.17,-1.49,0.70,126
191108,14.08,0.12,1786,0.00,0.00,16,29.92,29.50,7.17,-1.49,0.70,126
191295,14.23,0.12,1779,0.00,0.00,16,30.27,29.50,7.17,-1.49,0.70,126
191468,14.15,0.12,1786,0.00,0.00,16,29.92,29.50,7.17,-1.49,0.70,126
191655,14.22,0.12,1793,0.00,0.00,16,30.27,29.50,7.06,-1.49,0.70,126
191842,14.40,0.12,1794,0.00,0.00,16,29.92,29.50,7.10,-1.49,0.70,126
192014,14.32,0.12,1772,0.00,0.00,16,29.92,29.50,7.10,-1.49,0.70,126
192202,14.37,0.12,1827,0.00,0.00,16,30.27,30.00,7.10,-1.49,0.70,126
192389,14.51,0.12,1798,0.00,0.00,16,29.92,29.50,7.03,-1.49,0.70,126
192561,14.63,0.12,1783,0.00,0.00,16,29.92,29.50,7.17,-1.49,0.70,126
192749,14.26,0.12,1793,0.00,0.00,16,29.92,30.00,7.21,-1.49,0.70,126
192936,14.70,0.12,1773,0.00,0.00,16,29.92,29.50,7.32,-1.49,0.70,126
193108,14.64,0.13,1740,0.00,0.00,16,29.57,29.50,7.50,-1.49,0.72,126
193295,14.77,0.14,1767,0.00,0.00,16,30.27,30.50,8.23,-1.49,0.74,127
193483,14.79,0.15,1716,0.00,0.00,16,29.92,29.50,8.47,-1.49,0.74,127
193655,14.82,0.16,1721,0.00,0.00,16,30.27,30.00,8.91,-1.49,0.74,127
193842,14.85,0.16,1715,0.00,0.00,16,30.62,30.50,9.18,-1.49,0.76,127
194030,14.90,0.16,1745,0.00,0.00,16,30.98,30.50,9.35,-1.49,0.76,127
194202,14.82,0.16,1770,0.00,0.00,16,31.33,31.00,9.35,-1.49,0.76,127
194389,14.72,0.16,1834,0.00,0.00,16,32.38,32.00,9.61,-1.49,0.76,127
194561,14.70,0.16,1860,0.00,0.00,16,33.44,32.50,9.61,-1.49,0.76,127
194764,14.74,0.15,1935,0.00,0.00,16,34.14,34.00,9.92,-1.49,0.76,127
194936,14.77,0.15,1948,0.00,0.00,16,34.84,34.00,10.03,-1.49,0.78,127
195108,14.84,0.16,2032,0.00,0.00,16,34.14,34.00,10.88,-1.49,0.80,127
195300,14.77,0.16,2055,0.00,0.00,16,33.44,33.00,11.29,-1.80,0.80,127
195487,14.25,0.16,2099,0.00,0.00,16,32.03,32.00,11.34,-2.11,0.80,127
195674,14.25,0.15,2150,0.00,0.00,16,28.87,28.50,10.98,-2.11,0.80,127
195846,13.87,0.16,2191,0.00,0.00,16,26.76,26.50,11.38,-2.42,0.80,127
196022,14.02,0.15,2199,0.00,0.00,16,25.00,25.50,11.24,-2.42,0.80,127
196210,13.63,0.15,2232,0.00,0.00,16,22.54,22.50,11.38,-2.42,0.80,127
196397,13.92,0.15,2264,0.00,0.00,16,20.78,21.50,11.48,-2.42,0.80,127
196569,13.95,0.15,2315,0.00,0.00,16,19.73,20.00,11.65,-2.73,0.78,127
196757,13.92,0.13,2282,0.00,0.00,16,10.59,15.00,8.56,-2.73,0.64,127
196944,13.24,0.09,2284,0.00,0.00,16,3.20,6.50,6.26,-2.42,0.64,127
197116,12.63,0.08,2254,0.00,0.00,16,4.61,4.50,6.07,-2.42,0.64,127
197304,12.69,0.09,2214,0.00,0.00,16,4.61,4.50,6.81,-2.42,0.64,127
197491,12.56,0.10,2143,0.00,0.00,16,4.61,4.50,6.81,-2.11,0.64,127
197663,12.26,0.09,2130,0.00,0.00,16,4.26,4.50,6.66,-2.11,0.64,127
197851,11.78,0.09,2059,0.00,0.00,16,4.26,4.50,6.51,-2.11,0.64,127
198039,12.31,0.10,2046,0.00,0.00,16,4.26,4.50,6.48,-1.80,0.64,127
198211,11.58,0.10,1988,0.00,0.00,16,4.26,4.50,6.22,-1.80,0.64,127
198399,11.67,0.11,1966,0.00,0.00,16,4.61,4.50,7.17,-1.49,0.66,127
201251,15.11,0.13,1679,0.00,0.00,16,6.37,10.50,7.06,-1.49,0.68,129
201423,15.01,0.13,1662,0.00,0.00,16,6.37,10.50,7.06,-1.49,0.68,129
201610,14.93,0.13,1647,0.00,0.00,16,6.37,9.50,7.10,-1.49,0.68,129
201800,14.93,0.13,1626,0.00,0.00,16,6.72,12.00,7.10,-1.49,0.68,129
201988,14.90,0.13,1616,0.00,0.00,16,6.72,11.00,7.10,-1.49,0.68,129
202175,14.90,0.13,1600,0.00,0.00,16,6.72,11.50,6.95,-1.49,0.68,129
202347,14.87,0.13,1609,0.00,0.00,16,6.72,9.50,6.95,-1.49,0.68,129
202535,15.05,0.13,1591,0.00,0.00,16,6.72,10.00,7.03,-1.49,0.68,129
202722,15.03,0.13,1597,0.00,0.00,16,6.72,8.00,6.88,-1.49,0.68,129
202894,15.03,0.13,1580,0.00,0.00,16,6.72,8.50,6.88,-1.49,0.68,129
203081,15.13,0.13,1576,0.00,0.00,16,6.72,9.50,6.95,-1.49,0.68,129
203269,15.04,0.13,1581,0.00,0.00,16,7.07,8.00,6.55,-1.49,0.68,129
203441,15.01,0.13,1582,0.00,0.00,16,7.07,7.00,6.95,-1.49,0.68,129
203632,14.96,0.13,1547,0.00,0.00,16,7.07,9.50,6.84,-1.49,0.68,129
203819,14.86,0.13,1566,0.00,0.00,16,7.07,8.00,6.81,-1.49,0.68,129
206623,14.44,0.13,1422,0.00,0.00,16,7.42,14.00,6.18,-1.49,0.68,129
206795,14.44,0.13,1403,0.00,0.00,16,7.77,14.00,6.11,-1.49,0.68,131
206983,14.37,0.13,1385,0.00,0.00,16,7.77,14.00,6.11,-1.49,0.68,131
207170,14.46,0.13,1375,0.00,0.00,16,7.77,13.50,6.01,-1.49,0.64,131
207357,14.51,0.12,1316,0.00,0.00,16,7.77,15.50,5.08,-1.49,0.64,131
207529,14.30,0.13,1262,0.00,0.00,16,7.77,16.00,5.33,-1.49,0.64,131
207717,13.78,0.15,1225,0.00,0.00,16,7.77,16.00,5.91,-1.49,0.64,131
207889,14.20,0.15,1246,0.00,0.00,16,7.77,15.50,6.37,-1.49,0.64,131
208076,14.66,0.15,1242,0.00,0.00,16,7.77,14.00,6.37,-1.49,0.64,131
208264,14.46,0.16,1240,0.00,0.00,16,7.77,13.00,6.66,-1.49,0.64,131
208451,14.57,0.17,1251,0.00,0.00,16,7.77,11.00,7.06,-1.49,0.64,131
208623,15.12,0.18,1258,0.00,0.00,16,7.77,9.50,7.54,-1.49,0.64,131
208814,14.75,0.18,1288,0.00,0.00,16,7.77,6.50,7.82,-1.49,0.64,131
208986,14.90,0.19,1289,0.00,0.00,16,7.77,6.50,8.19,-1.49,0.64,131
209173,15.03,0.19,1306,0.00,0.00,16,7.77,6.00,8.44,-1.49,0.64,131
209361,14.92,0.19,1318,0.00,0.00,16,7.77,4.50,8.44,-1.49,0.64,131
209548,14.85,0.19,1338,0.00,0.00,16,7.77,3.50,8.52,-1.49,0.64,131
209720,14.95,0.19,1343,0.00,0.00,16,7.77,4.00,8.56,-1.49,0.64,131
209908,15.04,0.19,1344,0.00,0.00,16,7.77,4.50,8.60,-1.49,0.64,131
210080,15.02,0.19,1362,0.00,0.00,16,7.77,3.50,8.65,-1.49,0.64,131
210267,15.04,0.19,1372,0.00,0.00,16,7.77,3.50,8.65,-1.49,0.64,131
210454,14.90,0.18,1396,0.00,0.00,16,7.77,2.50,8.56,-1.49,0.64,131
210626,14.79,0.19,1381,0.00,0.00,16,7.77,4.50,8.56,-1.49,0.64,131
210814,14.69,0.18,1389,0.00,0.00,16,7.77,4.50,8.44,-1.49,0.64,131
211001,14.65,0.18,1393,0.00,0.00,16,7.77,5.50,8.39,-1.49,0.64,131
211173,14.58,0.18,1407,0.00,0.00,16,7.42,4.50,8.23,-1.49,0.64,131
211361,14.56,0.18,1401,0.00,0.00,16,7.42,6.00,8.27,-1.49,0.64,131
211548,14.33,0.17,1417,0.00,0.00,16,7.42,4.50,8.14,-1.49,0.64,131
211720,14.25,0.17,1419,0.00,0.00,16,7.42,5.00,8.03,-1.49,0.64,131
211909,14.02,0.17,1423,0.00,0.00,16,7.42,5.00,8.11,-1.49,0.64,131
212096,13.94,0.17,1410,0.00,0.00,16,7.42,7.00,7.94,-1.49,0.64,131
212268,14.11,0.17,1416,0.00,0.00,16,7.42,7.00,7.86,-1.49,0.64,131
212456,13.88,0.17,1412,0.00,0.00,16,7.42,7.00,7.94,-1.49,0.64,131
212643,14.20,0.17,1416,0.00,0.00,16,7.42,6.50,7.86,-1.49,0.64,131
212815,14.62,0.16,1397,0.00,0.00,16,7.42,9.00,7.74,-1.49,0.64,131
213003,14.20,0.16,1420,0.00,0.00,16,10.59,9.50,7.66,-1.49,0.64,131
213175,14.03,0.16,1419,0.00,0.00,16,10.59,8.00,7.62,-1.49,0.64,131
213362,13.98,0.16,1424,0.00,0.00,16,10.59,9.50,7.57,-1.49,0.64,131
213550,14.25,0.16,1413,0.00,0.00,16,10.59,10.50,7.41,-1.49,0.64,131
213721,14.46,0.16,1426,0.00,0.00,16,10.59,9.50,7.46,-1.49,0.64,131
213909,14.41,0.15,1417,0.00,0.00,16,10.59,11.50,7.29,-1.49,0.64,131
214096,14.32,0.15,1423,0.00,0.00,16,10.59,9.50,7.37,-1.49,0.64,131
214284,14.08,0.16,1412,0.00,0.00,16,10.59,11.00,7.24,-1.49,0.64,133
214456,14.04,0.15,1411,0.00,0.00,16,10.59,10.50,7.14,-1.49,0.64,133
214643,14.20,0.15,1390,0.00,0.00,16,10.59,13.00,7.06,-1.49,0.64,133
214815,14.29,0.15,1382,0.00,0.00,16,10.59,12.50,6.99,-1.49,0.64,133
215018,14.51,0.15,1386,0.00,0.00,16,10.59,12.00,6.99,-1.49,0.64,133
215190,14.39,0.15,1382,0.00,0.00,16,10.59,12.50,6.92,-1.49,0.64,133
215377,14.41,0.15,1357,0.00,0.00,16,10.59,14.00,6.95,-1.49,0.64,133
215549,14.37,0.15,1370,0.00,0.00,16,10.59,12.00,6.92,-1.49,0.64,133
215737,14.44,0.15,1374,0.00,0.00,16,10.59,11.00,6.84,-1.49,0.64,133
215917,14.37,0.15,1342,0.00,0.00,16,10.59,13.00,6.77,-1.49,0.64,133
216104,14.31,0.15,1342,0.00,0.00,16,10.59,13.50,6.84,-1.49,0.64,133
216276,14.34,0.15,1346,0.00,0.00,16,10.59,12.50,6.84,-1.49,0.64,133
216464,14.27,0.15,1344,0.00,0.00,16,10.59,12.00,6.77,-1.49,0.64,133
216640,14.32,0.15,1326,0.00,0.00,16,10.59,13.50,6.84,-1.49,0.64,133
216828,14.41,0.16,1340,0.00,0.00,16,10.59,11.50,6.92,-1.49,0.64,133
217015,14.41,0.16,1343,0.00,0.00,16,10.59,10.50,7.03,-1.49,0.64,133
217187,14.50,0.16,1326,0.00,0.00,16,10.59,12.00,7.06,-1.49,0.64,133
217375,14.65,0.16,1338,0.00,0.00,16,10.59,12.50,7.03,-1.49,0.64,133
217562,14.62,0.16,1338,0.00,0.00,16,10.59,10.50,7.03,-1.49,0.64,133
217739,14.50,0.16,1346,0.00,0.00,16,10.59,9.50,7.06,-1.49,0.64,133
217926,14.51,0.16,1330,0.00,0.00,16,10.59,11.00,7.06,-1.49,0.64,133
218098,14.64,0.16,1335,0.00,0.00,16,10.59,10.50,6.99,-1.49,0.64,133
218290,14.26,0.16,1336,0.00,0.00,16,10.59,10.00,7.03,-1.49,0.64,133
218462,14.74,0.16,1331,0.00,0.00,16,10.59,10.50,7.06,-1.49,0.64,133
218649,14.63,0.16,1321,0.00,0.00,16,10.59,11.50,7.10,-1.49,0.64,133
218837,14.55,0.16,1330,0.00,0.00,16,10.59,10.00,7.21,-1.49,0.64,133
219009,14.63,0.16,1327,0.00,0.00,16,10.59,9.00,7.14,-1.49,0.64,133
219212,14.59,0.16,1334,0.00,0.00,16,10.59,10.00,7.21,-1.49,0.64,133
219384,14.65,0.16,1325,0.00,0.00,16,10.59,10.50,7.17,-1.49,0.64,133
222203,14.37,0.18,1348,0.00,0.00,16,10.59,10.50,8.03,-1.49,0.66,135
222390,14.30,0.18,1398,0.00,0.00,16,10.59,6.00,8.39,-1.49,0.70,135
222563,14.38,0.18,1448,0.00,0.00,16,16.21,14.00,8.52,-1.49,0.78,135
222750,14.34,0.20,1615,0.00,0.00,16,27.46,20.50,10.68,-1.49,0.80,135
222937,13.86,0.19,1768,0.00,0.00,16,33.79,32.00,10.98,-1.49,0.82,135
223109,14.72,0.20,1870,0.00,0.00,16,35.55,35.00,12.57,-1.49,0.82,135
223297,14.53,0.21,1826,0.00,0.00,16,34.14,34.00,13.01,-1.49,0.82,135
223469,14.53,0.22,1756,0.00,0.00,16,33.09,33.00,13.01,-1.49,0.82,135
223656,14.04,0.23,1740,0.00,0.00,16,32.38,32.50,13.12,-1.49,0.84,135
223844,14.55,0.24,1692,0.00,0.00,16,31.33,31.50,13.43,-1.49,0.84,135
224016,14.12,0.25,1658,0.00,0.00,16,30.62,30.50,13.82,-1.49,0.84,135
224203,13.95,0.25,1637,0.00,0.00,16,30.62,30.50,13.43,-1.49,0.84,135
224391,13.86,0.25,1652,0.00,0.00,16,30.62,30.50,13.89,-1.49,0.84,135
224578,14.47,0.25,1648,0.00,0.00,16,30.98,30.50,14.14,-1.49,0.84,135
224750,14.17,0.25,1663,0.00,0.00,16,30.98,30.50,13.95,-1.49,0.74,135
225537,12.06,0.12,1473,0.00,0.00,16,7.42,15.50,5.91,-1.49,0.64,135
225724,12.80,0.11,1362,0.00,0.00,16,7.77,15.50,5.21,-1.49,0.64,135
225896,12.40,0.13,1281,0.00,0.00,16,7.77,15.50,5.52,-1.49,0.64,135
226084,13.01,0.14,1264,0.00,0.00,16,7.77,15.50,5.85,-1.49,0.64,135
226276,13.47,0.15,1251,0.00,0.00,16,7.77,15.50,6.11,-1.49,0.64,135
226447,13.97,0.15,1264,0.00,0.00,16,7.77,14.00,6.18,-1.49,0.64,135
226639,13.88,0.15,1243,0.00,0.00,16,7.77,14.00,6.18,-1.49,0.64,135
226816,14.62,0.15,1228,0.00,0.00,16,7.77,14.00,6.26,-1.49,0.64,135
227003,14.84,0.15,1227,0.00,0.00,16,7.77,13.00,6.22,-1.49,0.64,135
227175,14.95,0.15,1217,0.00,0.00,16,7.77,13.00,6.22,-1.49,0.64,135
227363,15.04,0.15,1205,0.00,0.00,16,7.77,13.50,6.18,-1.18,0.64,135
227555,15.11,0.16,1175,0.00,0.00,16,8.12,14.50,6.22,-1.18,0.64,135
227727,15.03,0.16,1180,0.00,0.00,16,8.12,12.00,6.26,-1.18,0.64,135
227915,15.19,0.16,1184,0.00,0.00,16,8.12,11.50,6.22,-1.18,0.64,135
228102,15.60,0.16,1184,0.00,0.00,16,8.12,10.50,6.18,-1.18,0.64,135
228274,15.39,0.16,1171,0.00,0.00,16,8.12,12.50,6.22,-1.18,0.64,135
228461,15.49,0.16,1147,0.00,0.00,16,8.12,12.50,6.18,-1.18,0.64,135
228649,15.34,0.16,1150,0.00,0.00,16,8.12,9.00,6.18,-1.18,0.64,135
228821,15.25,0.16,1164,0.00,0.00,16,8.12,9.50,6.15,-1.18,0.64,135
229008,15.40,0.16,1124,0.00,0.00,16,8.12,13.00,6.15,-1.18,0.64,135
229196,15.52,0.17,1128,0.00,0.00,16,8.12,11.50,6.22,-1.18,0.64,135
229371,15.34,0.16,1146,0.00,0.00,16,8.12,9.00,6.18,-1.18,0.64,135
229558,15.24,0.16,1126,0.00,0.00,16,8.12,10.50,6.22,-1.18,0.64,135
229730,15.43,0.16,1118,0.00,0.00,16,8.12,11.00,6.11,-1.18,0.64,136
229918,15.27,0.16,1140,0.00,0.00,16,8.12,8.00,6.11,-1.18,0.64,136
230105,15.34,0.16,1148,0.00,0.00,16,8.12,8.00,6.11,-1.18,0.64,136
230282,15.46,0.16,1130,0.00,0.00,16,8.12,9.50,6.18,-1.18,0.64,136
230469,15.55,0.16,1149,0.00,0.00,16,8.12,7.00,6.18,-1.18,0.64,136
230641,15.30,0.16,1148,0.00,0.00,16,8.12,7.00,6.26,-1.18,0.64,136
230829,15.12,0.16,1154,0.00,0.00,16,11.29,10.00,6.26,-1.18,0.64,136
231016,15.06,0.16,1186,0.00,0.00,16,10.94,7.00,6.62,-1.18,0.64,136
231188,15.06,0.17,1186,0.00,0.00,16,10.94,7.00,6.77,-1.18,0.66,136
231376,15.11,0.18,1208,0.00,0.00,16,10.94,6.00,6.99,-1.49,0.66,136
231563,15.04,0.18,1223,0.00,0.00,16,10.94,6.00,7.14,-1.49,0.66,136
231750,15.03,0.19,1225,0.00,0.00,16,11.29,10.50,7.57,-1.49,0.70,136
231922,15.03,0.17,1301,0.00,0.00,16,14.45,13.00,7.37,-1.49,0.72,136
232110,14.65,0.17,1332,0.00,0.00,16,19.02,17.50,7.78,-1.49,0.72,136
232282,14.69,0.17,1357,0.00,0.00,16,23.59,22.00,7.98,-1.49,0.74,136
232469,14.72,0.18,1366,0.00,0.00,16,24.65,24.50,8.06,-1.49,0.74,136
232657,14.66,0.18,1351,0.00,0.00,16,24.30,24.00,8.19,-1.49,0.74,136
232829,14.53,0.19,1325,0.00,0.00,16,23.95,24.00,8.19,-1.49,0.64,136
233016,14.29,0.14,1324,0.00,0.00,16,16.56,18.50,4.79,-1.49,0.64,136
233203,13.57,0.11,1331,0.00,0.00,16,10.59,9.00,4.57,-1.49,0.64,136
233375,12.84,0.12,1255,0.00,0.00,16,10.94,16.50,4.88,-1.49,0.64,136
233563,12.87,0.12,1236,0.00,0.00,16,10.94,17.00,5.14,-1.49,0.64,136
233750,13.63,0.14,1240,0.00,0.00,16,10.94,15.50,5.65,-1.49,0.64,136
233922,14.12,0.14,1246,0.00,0.00,16,10.94,13.50,5.98,-1.49,0.64,136
234114,14.21,0.14,1259,0.00,0.00,16,10.94,11.50,6.04,-1.49,0.64,136
234286,14.01,0.15,1265,0.00,0.00,16,10.94,10.50,6.07,-1.49,0.64,136
234474,14.02,0.14,1258,0.00,0.00,16,10.94,10.50,6.00,-1.49,0.64,136
234661,14.34,0.15,1232,0.00,0.00,16,10.94,13.00,6.11,-1.49,0.64,136
234833,14.49,0.15,1252,0.00,0.00,16,10.94,10.50,6.15,-1.49,0.64,136
235021,14.51,0.16,1241,0.00,0.00,16,10.94,11.50,6.33,-1.49,0.64,136
235208,14.63,0.16,1240,0.00,0.00,16,10.94,11.00,6.59,-1.49,0.66,136
235380,14.63,0.17,1249,0.00,0.00,16,10.94,10.00,6.77,-1.49,0.66,136
235567,14.51,0.17,1224,0.00,0.00,16,10.94,12.00,6.88,-1.49,0.66,136
235755,14.79,0.18,1216,0.00,0.00,16,10.94,12.50,7.06,-1.49,0.66,136
235927,14.80,0.18,1206,0.00,0.00,16,10.94,14.00,7.33,-1.49,0.68,136
236114,14.87,0.19,1168,0.00,0.00,16,10.94,16.00,7.57,-1.18,0.68,136
236302,14.79,0.18,1187,0.00,0.00,16,13.05,11.50,6.51,-1.18,0.70,136
236474,14.32,0.20,1138,0.00,0.00,16,15.86,14.50,7.17,-1.18,0.72,136
236661,13.93,0.21,1110,0.00,0.00,16,20.08,18.50,7.78,-1.18,0.72,136
236833,13.27,0.21,1135,0.00,0.00,16,22.89,22.50,8.11,-1.18,0.74,136
237036,13.21,0.21,1176,0.00,0.00,16,23.24,22.50,8.36,-1.18,0.74,136
237208,14.04,0.21,1232,0.00,0.00,16,23.59,23.00,8.60,-1.49,0.74,136
237395,14.39,0.20,1299,0.00,0.00,16,23.95,23.50,8.65,-1.49,0.74,136
237567,14.69,0.19,1323,0.00,0.00,16,23.95,23.50,8.56,-1.49,0.74,136
237755,14.44,0.19,1315,0.00,0.00,16,23.95,23.50,8.47,-1.49,0.74,136
237931,15.11,0.20,1303,0.00,0.00,16,23.95,23.50,8.60,-1.49,0.74,136
238119,14.72,0.20,1301,0.00,0.00,16,23.95,23.50,8.78,-1.49,0.74,136
238291,14.63,0.20,1311,0.00,0.00,16,23.59,23.50,8.91,-1.49,0.74,136
238478,14.48,0.18,1304,0.00,0.00,16,22.89,23.50,6.85,-1.49,0.64,136
238666,14.39,0.13,1308,0.00,0.00,16,11.99,15.50,4.51,-1.49,0.64,138
238837,13.63,0.12,1280,0.00,0.00,16,7.77,9.00,4.64,-1.49,0.64,138
239040,13.72,0.12,1224,0.00,0.00,16,7.77,14.00,4.91,-1.49,0.64,138
239212,13.09,0.14,1197,0.00,0.00,16,7.77,15.00,5.43,-1.49,0.64,138
239384,12.87,0.15,1196,0.00,0.00,16,7.77,12.50,5.98,-1.18,0.64,138
239572,12.51,0.15,1213,0.00,0.00,16,7.77,11.00,6.00,-1.49,0.64,138
239759,13.22,0.15,1216,0.00,0.00,16,7.77,9.50,6.00,-1.49,0.64,138
239947,13.81,0.15,1192,0.00,0.00,16,8.12,11.50,6.04,-1.18,0.64,138
240123,14.37,0.15,1202,0.00,0.00,16,7.77,9.00,6.04,-1.18,0.64,138
240311,14.58,0.16,1178,0.00,0.00,16,7.77,11.50,6.11,-1.18,0.64,138
240483,14.51,0.15,1175,0.00,0.00,16,8.12,10.00,6.04,-1.18,0.64,138
243349,15.14,0.16,1140,0.00,0.00,16,8.12,8.00,6.11,-1.18,0.64,138
243537,15.19,0.16,1132,0.00,0.00,16,8.12,9.00,6.11,-1.18,0.64,138
243724,15.09,0.16,1152,0.00,0.00,16,8.12,7.00,6.11,-1.18,0.64,138
243896,14.95,0.16,1163,0.00,0.00,16,8.12,6.00,6.07,-1.18,0.64,138
244084,15.03,0.16,1137,0.00,0.00,16,8.12,9.00,6.07,-1.18,0.64,138
244271,14.95,0.17,1150,0.00,0.00,16,8.12,7.50,6.48,-1.18,0.64,138
244443,14.88,0.18,1166,0.00,0.00,16,8.12,5.50,6.84,-1.18,0.66,138
244630,14.77,0.19,1175,0.00,0.00,16,8.12,5.00,7.26,-1.18,0.68,138
244818,14.77,0.18,1212,0.00,0.00,16,10.23,9.00,6.73,-1.49,0.68,138
244990,14.51,0.15,1286,0.00,0.00,16,14.10,13.00,6.33,-1.49,0.70,138
245177,13.81,0.15,1298,0.00,0.00,16,17.62,16.50,6.44,-1.49,0.70,138
245365,14.27,0.16,1311,0.00,0.00,16,21.48,20.50,6.81,-1.49,0.70,138
245537,14.44,0.16,1330,0.00,0.00,16,24.30,23.50,7.17,-1.49,0.72,138
245724,14.18,0.19,1366,0.00,0.00,16,25.00,24.00,7.70,-1.49,0.78,138
245911,13.93,0.24,1370,0.00,0.00,16,27.81,27.00,10.85,-1.49,0.80,138
248770,14.76,0.32,2354,0.00,0.00,16,43.98,43.50,24.70,-1.18,1.02,140
248942,14.65,0.33,2486,0.00,0.00,16,43.98,43.50,27.26,-1.49,1.02,140
249129,14.56,0.33,2566,0.00,0.00,16,43.28,43.50,27.79,-2.11,1.02,140
249317,14.31,0.32,2702,0.00,0.00,16,43.28,43.00,28.94,-2.42,1.02,140
249489,13.98,0.32,2835,0.00,0.00,16,42.93,42.50,30.26,-2.42,1.02,140
249676,13.60,0.30,2957,0.00,0.00,16,43.28,43.00,30.05,-2.73,1.00,140
249863,13.35,0.28,3029,0.00,0.00,16,43.98,43.50,29.60,-3.35,1.00,140
250051,13.44,0.25,3117,0.00,0.00,16,44.34,44.00,25.59,-4.25,0.70,140
250223,11.72,0.11,2960,0.00,0.00,16,-8.05,-7.00,8.99,-4.25,0.64,140
250410,11.82,0.12,2591,0.00,0.00,16,5.31,5.50,10.17,-4.25,0.64,140
250598,11.27,0.13,2286,0.00,0.00,16,4.61,4.50,12.69,-3.04,0.64,140
